Time Remaining,Hunt,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:27,"SUB IN by BOHLING,DYLAN",,,,,,,"SUB IN by BOHLING,DYLAN",2
04:27,"SUB OUT by WOODS,MYKEL",,,,,,,"SUB OUT by WOODS,MYKEL",2
04:08,,64,,71 (+7),"GOOD LAYUP by FITZGERALD,PAUL(in the paint)",BSC 64-71 (+7),,"GOOD LAYUP by FITZGERALD,PAUL(in the paint)",2
03:46,"MISS JUMPER by ZACHERY,CEAUNTE",,,,,,,"MISS JUMPER by ZACHERY,CEAUNTE",2
--,"REBOUND OFF by HOBSON,CHARVEZ'",,,,,,,"REBOUND OFF by HOBSON,CHARVEZ'",2
03:36,"TURNOVER  by ZACHERY,CEAUNTE",,,,,,,"TURNOVER  by ZACHERY,CEAUNTE",2
03:36,,,,,"STEAL  by SPENCE,BEN",,,"STEAL  by SPENCE,BEN",2
03:30,,64,,74 (+10),"GOOD 3PTR by O'SULLIVAN,CONOR(fastbreak)",BSC 64-74 (+10),,"GOOD 3PTR by O'SULLIVAN,CONOR(fastbreak)",2
--,,,,,"ASSIST  by SPENCE,BEN",,,"ASSIST  by SPENCE,BEN",2
03:26,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:26,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:26,"SUB IN by SCHMITT,LUCAS",,,,,,,"SUB IN by SCHMITT,LUCAS",2
03:26,"SUB OUT by HOBSON,CHARVEZ'",,,,,,,"SUB OUT by HOBSON,CHARVEZ'",2
03:26,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
03:26,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
03:26,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
03:26,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
03:16,"MISS 3PTR by ZACHERY,CEAUNTE",,,,,,,"MISS 3PTR by ZACHERY,CEAUNTE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:12,"SUB IN by WOODS,MYKEL",,,,,,,"SUB IN by WOODS,MYKEL",2
03:12,"SUB IN by WASHINGTON,AARON",,,,,,,"SUB IN by WASHINGTON,AARON",2
03:12,"SUB OUT by BOHLING,DYLAN",,,,,,,"SUB OUT by BOHLING,DYLAN",2
03:12,"SUB OUT by SCHMITT,LUCAS",,,,,,,"SUB OUT by SCHMITT,LUCAS",2
03:03,"GOOD LAYUP by WASHINGTON,AARON(in the paint)",66,,74 (+8),,Hunt 66-74 (+8),,"GOOD LAYUP by WASHINGTON,AARON(in the paint)",2
02:51,,,,,"MISS JUMPER by BAK,CALVIN",,,"MISS JUMPER by BAK,CALVIN",2
--,"REBOUND DEF by HARRIS,JAMES",,,,,,,"REBOUND DEF by HARRIS,JAMES",2
02:42,,,,,"FOUL  by GONDA,MATT",,,"FOUL  by GONDA,MATT",2
02:42,"GOOD FT by WASHINGTON,AARON",67,,74 (+7),,Hunt 67-74 (+7),,"GOOD FT by WASHINGTON,AARON",2
02:42,"GOOD FT by WASHINGTON,AARON",68,,74 (+6),,Hunt 68-74 (+6),,"GOOD FT by WASHINGTON,AARON",2
02:42,"SUB IN by HOBSON,CHARVEZ'",,,,,,,"SUB IN by HOBSON,CHARVEZ'",2
02:42,"SUB OUT by CHAMPION,JACOB",,,,,,,"SUB OUT by CHAMPION,JACOB",2
02:24,,,,,"MISS LAYUP by SPENCE,BEN",,,"MISS LAYUP by SPENCE,BEN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
02:07,,,,,"MISS 3PTR by O'SULLIVAN,CONOR",,,"MISS 3PTR by O'SULLIVAN,CONOR",2
--,"REBOUND DEF by WASHINGTON,AARON",,,,,,,"REBOUND DEF by WASHINGTON,AARON",2
01:59,"GOOD LAYUP by WASHINGTON,AARON(fastbreak)(in the paint)",70,,74 (+4),,Hunt 70-74 (+4),,"GOOD LAYUP by WASHINGTON,AARON(fastbreak)(in the paint)",2
01:40,,70,,76 (+6),"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",BSC 70-76 (+6),,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",2
01:20,"MISS JUMPER by ZACHERY,CEAUNTE",,,,,,,"MISS JUMPER by ZACHERY,CEAUNTE",2
01:20,,,,,"BLOCK  by STEWART,CHRISTIAN",,,"BLOCK  by STEWART,CHRISTIAN",2
--,"REBOUND OFF by HOBSON,CHARVEZ'",,,,,,,"REBOUND OFF by HOBSON,CHARVEZ'",2
01:12,"GOOD 3PTR by HOBSON,CHARVEZ'",73,,76 (+3),,Hunt 73-76 (+3),,"GOOD 3PTR by HOBSON,CHARVEZ'",2
01:12,"SUB IN by GREEN,THOMAS",,,,,,,"SUB IN by GREEN,THOMAS",2
01:12,"SUB OUT by HARRIS,JAMES",,,,,,,"SUB OUT by HARRIS,JAMES",2
00:53,,73,,79 (+6),"GOOD 3PTR by BAK,CALVIN",BSC 73-79 (+6),,"GOOD 3PTR by BAK,CALVIN",2
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",2
00:52,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:46,"SUB IN by HARRIS,JAMES",,,,,,,"SUB IN by HARRIS,JAMES",2
00:46,"SUB IN by MADISON,DAMIEN",,,,,,,"SUB IN by MADISON,DAMIEN",2
00:46,"SUB OUT by ZACHERY,CEAUNTE",,,,,,,"SUB OUT by ZACHERY,CEAUNTE",2
00:46,"SUB OUT by GREEN,THOMAS",,,,,,,"SUB OUT by GREEN,THOMAS",2
00:46,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
00:46,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",2
00:44,"MISS 3PTR by WASHINGTON,AARON",,,,,,,"MISS 3PTR by WASHINGTON,AARON",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
00:23,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",2
00:23,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
00:20,"FOUL  by MADISON,DAMIEN",,,,,,,"FOUL  by MADISON,DAMIEN",2
00:20,,73,,80 (+7),"GOOD FT by O'SULLIVAN,CONOR",BSC 73-80 (+7),,"GOOD FT by O'SULLIVAN,CONOR",2
00:20,,73,,81 (+8),"GOOD FT by O'SULLIVAN,CONOR",BSC 73-81 (+8),,"GOOD FT by O'SULLIVAN,CONOR",2
00:20,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
00:20,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",2
00:07,"MISS 3PTR by CHAMPION,JACOB",,,,,,,"MISS 3PTR by CHAMPION,JACOB",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
00:07,"FOUL  by WASHINGTON,AARON",,,,,,,"FOUL  by WASHINGTON,AARON",2
00:07,,73,,82 (+9),"GOOD FT by SPENCE,BEN",BSC 73-82 (+9),,"GOOD FT by SPENCE,BEN",2
00:07,,73,,83 (+10),"GOOD FT by SPENCE,BEN",BSC 73-83 (+10),,"GOOD FT by SPENCE,BEN",2
00:07,"SUB IN by CHAMPION,JACOB",,,,,,,"SUB IN by CHAMPION,JACOB",2
00:07,"SUB OUT by WOODS,MYKEL",,,,,,,"SUB OUT by WOODS,MYKEL",2
00:04,"MISS 3PTR by HARRIS,JAMES",,,,,,,"MISS 3PTR by HARRIS,JAMES",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
