Time Remaining,BSC-M,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by HOBSON,CHARVEZ'",,,"REBOUND DEF by HOBSON,CHARVEZ'",1
01:20,,,,,"SUB IN by WOODS,MYKEL",,,"SUB IN by WOODS,MYKEL",1
01:20,,,,,"SUB OUT by GOREE,LOGAN",,,"SUB OUT by GOREE,LOGAN",1
01:14,,,,,"TURNOVER  by MADISON,DAMIEN",,,"TURNOVER  by MADISON,DAMIEN",1
01:14,,,,,"SUB IN by CHAMPION,JACOB",,,"SUB IN by CHAMPION,JACOB",1
01:14,,,,,"SUB OUT by ZACHERY,CEAUNTE",,,"SUB OUT by ZACHERY,CEAUNTE",1
00:57,"GOOD LAYUP by SPENCE,BEN(in the paint)",34 (+10),,24,,BSC-M 34-24 (+10),,"GOOD LAYUP by SPENCE,BEN(in the paint)",1
--,"ASSIST  by O'SULLIVAN,CONOR",,,,,,,"ASSIST  by O'SULLIVAN,CONOR",1
00:43,,,,,"MISS 3PTR by WASHINGTON,AARON",,,"MISS 3PTR by WASHINGTON,AARON",1
00:43,"BLOCK  by SPENCE,BEN",,,,,,,"BLOCK  by SPENCE,BEN",1
--,,,,,"REBOUND OFF by WASHINGTON,AARON",,,"REBOUND OFF by WASHINGTON,AARON",1
00:34,,34 (+7),,27,"GOOD 3PTR by HOBSON,CHARVEZ'",HCM 34-27 (+7),,"GOOD 3PTR by HOBSON,CHARVEZ'",1
--,,,,,"ASSIST  by WASHINGTON,AARON",,,"ASSIST  by WASHINGTON,AARON",1
00:04,"GOOD LAYUP by BAK,CALVIN(in the paint)",36 (+9),,27,,BSC-M 36-27 (+9),,"GOOD LAYUP by BAK,CALVIN(in the paint)",1
00:01,,,,,"TURNOVER  by MADISON,DAMIEN",,,"TURNOVER  by MADISON,DAMIEN",1
19:51,"MISS LAYUP by FITZGERALD,PAUL",,,,,,,"MISS LAYUP by FITZGERALD,PAUL",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
19:51,,,,,"FOUL  by BOHLING,DYLAN",,,"FOUL  by BOHLING,DYLAN",2
19:51,,,,,"SUB IN by WOODS,MYKEL",,,"SUB IN by WOODS,MYKEL",2
19:51,,,,,"SUB OUT by BOHLING,DYLAN",,,"SUB OUT by BOHLING,DYLAN",2
19:46,"GOOD JUMPER by STEWART,CHRISTIAN",38 (+11),,27,,BSC-M 38-27 (+11),,"GOOD JUMPER by STEWART,CHRISTIAN",2
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",2
19:29,,38 (+9),,29,"GOOD DUNK by HOBSON,CHARVEZ'(in the paint)",HCM 38-29 (+9),,"GOOD DUNK by HOBSON,CHARVEZ'(in the paint)",2
--,,,,,"ASSIST  by HARRIS,JAMES",,,"ASSIST  by HARRIS,JAMES",2
19:03,"TURNOVER  by O'SULLIVAN,CONOR",,,,,,,"TURNOVER  by O'SULLIVAN,CONOR",2
18:48,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
18:48,,38 (+8),,30,"GOOD FT by HARRIS,JAMES",HCM 38-30 (+8),,"GOOD FT by HARRIS,JAMES",2
18:40,,,,,"MISS FT by HARRIS,JAMES",,,"MISS FT by HARRIS,JAMES",2
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",2
18:31,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",40 (+10),,30,,BSC-M 40-30 (+10),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",2
18:11,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
18:09,"FOUL  by FITZGERALD,PAUL",,,,,,,"FOUL  by FITZGERALD,PAUL",2
18:09,,40 (+9),,31,"GOOD FT by MADISON,DAMIEN",HCM 40-31 (+9),,"GOOD FT by MADISON,DAMIEN",2
18:09,,40 (+8),,32,"GOOD FT by MADISON,DAMIEN",HCM 40-32 (+8),,"GOOD FT by MADISON,DAMIEN",2
18:09,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
18:09,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
17:56,"TURNOVER  by SPENCE,BEN",,,,,,,"TURNOVER  by SPENCE,BEN",2
17:33,,,,,"MISS JUMPER by TONEY,CALEB",,,"MISS JUMPER by TONEY,CALEB",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
17:26,,,,,"FOUL  by WOODS,MYKEL",,,"FOUL  by WOODS,MYKEL",2
17:26,"MISS FT by STEWART,CHRISTIAN",,,,,,,"MISS FT by STEWART,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:26,"GOOD FT by STEWART,CHRISTIAN",41 (+9),,32,,BSC-M 41-32 (+9),,"GOOD FT by STEWART,CHRISTIAN",2
17:26,,,,,"SUB IN by BOYD,CAM",,,"SUB IN by BOYD,CAM",2
17:26,,,,,"SUB OUT by HOBSON,CHARVEZ'",,,"SUB OUT by HOBSON,CHARVEZ'",2
17:17,,41 (+7),,34,"GOOD LAYUP by MADISON,DAMIEN(in the paint)",HCM 41-34 (+7),,"GOOD LAYUP by MADISON,DAMIEN(in the paint)",2
16:49,"MISS JUMPER by BAK,CALVIN",,,,,,,"MISS JUMPER by BAK,CALVIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:49,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
16:49,,,,,"FOUL  by WOODS,MYKEL",,,"FOUL  by WOODS,MYKEL",2
16:31,,,,,"MISS JUMPER by HARRIS,JAMES",,,"MISS JUMPER by HARRIS,JAMES",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
16:26,,,,,"FOUL  by TONEY,CALEB",,,"FOUL  by TONEY,CALEB",2
16:26,,,,,"SUB IN by ZACHERY,CEAUNTE",,,"SUB IN by ZACHERY,CEAUNTE",2
16:26,,,,,"SUB IN by BOYD,CAM",,,"SUB IN by BOYD,CAM",2
16:26,,,,,"SUB IN by WASHINGTON,AARON",,,"SUB IN by WASHINGTON,AARON",2
16:26,,,,,"SUB OUT by TONEY,CALEB",,,"SUB OUT by TONEY,CALEB",2
16:26,,,,,"SUB OUT by BOYD,CAM",,,"SUB OUT by BOYD,CAM",2
16:26,,,,,"SUB OUT by MADISON,DAMIEN",,,"SUB OUT by MADISON,DAMIEN",2
16:15,"MISS 3PTR by O'SULLIVAN,CONOR",,,,,,,"MISS 3PTR by O'SULLIVAN,CONOR",2
--,,,,,"REBOUND DEF by WOODS,MYKEL",,,"REBOUND DEF by WOODS,MYKEL",2
15:52,,,,,"MISS 3PTR by BOYD,CAM",,,"MISS 3PTR by BOYD,CAM",2
--,,,,,"REBOUND OFF by WOODS,MYKEL",,,"REBOUND OFF by WOODS,MYKEL",2
15:31,,,,,"MISS 3PTR by ZACHERY,CEAUNTE",,,"MISS 3PTR by ZACHERY,CEAUNTE",2
--,"REBOUND DEF by SIGLER,EVAN",,,,,,,"REBOUND DEF by SIGLER,EVAN",2
15:18,"MISS LAYUP by STEWART,CHRISTIAN",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN",2
--,,,,,"REBOUND DEF by BOYD,CAM",,,"REBOUND DEF by BOYD,CAM",2
15:11,,41 (+4),,37,"GOOD 3PTR by WASHINGTON,AARON",HCM 41-37 (+4),,"GOOD 3PTR by WASHINGTON,AARON",2
15:00,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
15:00,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
15:00,"SUB IN by JR,BRUCE BRIGHT",,,,,,,"SUB IN by JR,BRUCE BRIGHT",2
15:00,"SUB IN by MORRISON,JASON",,,,,,,"SUB IN by MORRISON,JASON",2
15:00,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
15:00,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
15:00,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
15:00,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
15:00,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
15:00,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
15:00,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
14:42,"TURNOVER  by FITZGERALD,PAUL",,,,,,,"TURNOVER  by FITZGERALD,PAUL",2
14:42,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
14:34,,41 (+1),,40,"GOOD 3PTR by CHAMPION,JACOB",HCM 41-40 (+1),,"GOOD 3PTR by CHAMPION,JACOB",2
--,,,,,"ASSIST  by BOYD,CAM",,,"ASSIST  by BOYD,CAM",2
14:18,"TURNOVER  by GONDA,MATT",,,,,,,"TURNOVER  by GONDA,MATT",2
14:16,,,,,"STEAL  by ZACHERY,CEAUNTE",,,"STEAL  by ZACHERY,CEAUNTE",2
14:13,,41,,43 (+2),"GOOD 3PTR by CHAMPION,JACOB",HCM 41-43 (-2),,"GOOD 3PTR by CHAMPION,JACOB",2
--,,,,,"ASSIST  by ZACHERY,CEAUNTE",,,"ASSIST  by ZACHERY,CEAUNTE",2
14:05,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
14:05,,,,,"SUB IN by BOHLING,DYLAN",,,"SUB IN by BOHLING,DYLAN",2
14:05,,,,,"SUB IN by CHAMPION,JACOB",,,"SUB IN by CHAMPION,JACOB",2
14:05,,,,,"SUB IN by HOBSON,CHARVEZ'",,,"SUB IN by HOBSON,CHARVEZ'",2
14:05,,,,,"SUB OUT by WOODS,MYKEL",,,"SUB OUT by WOODS,MYKEL",2
14:05,,,,,"SUB OUT by BOYD,CAM",,,"SUB OUT by BOYD,CAM",2
14:05,,,,,"SUB OUT by HARRIS,JAMES",,,"SUB OUT by HARRIS,JAMES",2
13:51,"GOOD 3PTR by FITZGERALD,PAUL",44 (+1),,43,,BSC-M 44-43 (+1),,"GOOD 3PTR by FITZGERALD,PAUL",2
--,"ASSIST  by MORRISON,JASON",,,,,,,"ASSIST  by MORRISON,JASON",2
13:44,"FOUL  by FITZGERALD,PAUL",,,,,,,"FOUL  by FITZGERALD,PAUL",2
13:34,,,,,"MISS 3PTR by CHAMPION,JACOB",,,"MISS 3PTR by CHAMPION,JACOB",2
--,"REBOUND DEF by JR,BRUCE BRIGHT",,,,,,,"REBOUND DEF by JR,BRUCE BRIGHT",2
13:26,"TURNOVER  by GONDA,MATT",,,,,,,"TURNOVER  by GONDA,MATT",2
13:20,,,,,"STEAL  by WASHINGTON,AARON",,,"STEAL  by WASHINGTON,AARON",2
13:19,,44,,45 (+1),"GOOD LAYUP by WASHINGTON,AARON(fastbreak)(in the paint)",HCM 44-45 (-1),,"GOOD LAYUP by WASHINGTON,AARON(fastbreak)(in the paint)",2
13:08,"TURNOVER  by GONDA,MATT",,,,,,,"TURNOVER  by GONDA,MATT",2
13:08,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",2
13:08,"SUB IN by BARNETT,CHARLIE",,,,,,,"SUB IN by BARNETT,CHARLIE",2
13:08,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
13:08,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
13:08,,,,,"SUB IN by HARRIS,JAMES",,,"SUB IN by HARRIS,JAMES",2
13:08,,,,,"SUB IN by GREEN,THOMAS",,,"SUB IN by GREEN,THOMAS",2
13:08,,,,,"SUB OUT by ZACHERY,CEAUNTE",,,"SUB OUT by ZACHERY,CEAUNTE",2
13:08,,,,,"SUB OUT by WASHINGTON,AARON",,,"SUB OUT by WASHINGTON,AARON",2
13:05,,44,,48 (+4),"GOOD 3PTR by CHAMPION,JACOB",HCM 44-48 (-4),,"GOOD 3PTR by CHAMPION,JACOB",2
--,,,,,"ASSIST  by GREEN,THOMAS",,,"ASSIST  by GREEN,THOMAS",2
12:52,"MISS 3PTR by MORRISON,JASON",,,,,,,"MISS 3PTR by MORRISON,JASON",2
--,,,,,"REBOUND DEF by BOHLING,DYLAN",,,"REBOUND DEF by BOHLING,DYLAN",2
12:24,,,,,"TURNOVER  by GREEN,THOMAS",,,"TURNOVER  by GREEN,THOMAS",2
12:12,"MISS LAYUP by SPENCE,BEN",,,,,,,"MISS LAYUP by SPENCE,BEN",2
--,,,,,"REBOUND DEF by HARRIS,JAMES",,,"REBOUND DEF by HARRIS,JAMES",2
11:43,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:43,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
11:43,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
11:43,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
11:43,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",2
11:43,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
11:43,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
11:43,"SUB OUT by JR,BRUCE BRIGHT",,,,,,,"SUB OUT by JR,BRUCE BRIGHT",2
11:43,"SUB OUT by MORRISON,JASON",,,,,,,"SUB OUT by MORRISON,JASON",2
11:43,"SUB OUT by KANE,DENMAN",,,,,,,"SUB OUT by KANE,DENMAN",2
11:43,"SUB OUT by BARNETT,CHARLIE",,,,,,,"SUB OUT by BARNETT,CHARLIE",2
11:43,,,,,"SUB IN by WOODS,MYKEL",,,"SUB IN by WOODS,MYKEL",2
11:43,,,,,"SUB OUT by BOHLING,DYLAN",,,"SUB OUT by BOHLING,DYLAN",2
11:25,,,,,"TURNOVER  by WOODS,MYKEL",,,"TURNOVER  by WOODS,MYKEL",2
11:22,"STEAL  by SIGLER,EVAN",,,,,,,"STEAL  by SIGLER,EVAN",2
10:55,"MISS 3PTR by SPENCE,BEN",,,,,,,"MISS 3PTR by SPENCE,BEN",2
--,,,,,"REBOUND DEF by HARRIS,JAMES",,,"REBOUND DEF by HARRIS,JAMES",2
10:45,,,,,"MISS JUMPER by GREEN,THOMAS",,,"MISS JUMPER by GREEN,THOMAS",2
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",2
10:34,"GOOD JUMPER by SPENCE,BEN(in the paint)",46,,48 (+2),,BSC-M 46-48 (-2),,"GOOD JUMPER by SPENCE,BEN(in the paint)",2
--,"ASSIST  by BAK,CALVIN",,,,,,,"ASSIST  by BAK,CALVIN",2
10:23,,,,,"TURNOVER  by HARRIS,JAMES",,,"TURNOVER  by HARRIS,JAMES",2
10:23,,,,,"SUB IN by TONEY,CALEB",,,"SUB IN by TONEY,CALEB",2
10:23,,,,,"SUB IN by WASHINGTON,AARON",,,"SUB IN by WASHINGTON,AARON",2
10:23,,,,,"SUB IN by MADISON,DAMIEN",,,"SUB IN by MADISON,DAMIEN",2
10:23,,,,,"SUB OUT by CHAMPION,JACOB",,,"SUB OUT by CHAMPION,JACOB",2
10:23,,,,,"SUB OUT by HARRIS,JAMES",,,"SUB OUT by HARRIS,JAMES",2
10:23,,,,,"SUB OUT by GREEN,THOMAS",,,"SUB OUT by GREEN,THOMAS",2
10:07,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",48,,48,,BSC-M 48-48 (0),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"ASSIST  by O'SULLIVAN,CONOR",,,,,,,"ASSIST  by O'SULLIVAN,CONOR",2
09:51,,,,,"MISS 3PTR by WASHINGTON,AARON",,,"MISS 3PTR by WASHINGTON,AARON",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
09:35,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",2
09:04,,48,,50 (+2),"GOOD LAYUP by TONEY,CALEB(in the paint)",HCM 48-50 (-2),,"GOOD LAYUP by TONEY,CALEB(in the paint)",2
09:04,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:57,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",50,,50,,BSC-M 50-50 (0),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
08:32,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
08:32,,50,,51 (+1),"GOOD FT by HOBSON,CHARVEZ'",HCM 50-51 (-1),,"GOOD FT by HOBSON,CHARVEZ'",2
08:32,,,,,"MISS FT by HOBSON,CHARVEZ'",,,"MISS FT by HOBSON,CHARVEZ'",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
08:19,"GOOD 3PTR by O'SULLIVAN,CONOR",53 (+2),,51,,BSC-M 53-51 (+2),,"GOOD 3PTR by O'SULLIVAN,CONOR",2
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",2
08:06,,,,,"TURNOVER  by HOBSON,CHARVEZ'",,,"TURNOVER  by HOBSON,CHARVEZ'",2
08:06,,,,,"FOUL  by HOBSON,CHARVEZ'",,,"FOUL  by HOBSON,CHARVEZ'",2
08:06,,,,,"SUB IN by BOYD,CAM",,,"SUB IN by BOYD,CAM",2
08:06,,,,,"SUB OUT by HOBSON,CHARVEZ'",,,"SUB OUT by HOBSON,CHARVEZ'",2
07:50,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:36,"MISS JUMPER by O'SULLIVAN,CONOR",,,,,,,"MISS JUMPER by O'SULLIVAN,CONOR",2
--,,,,,"REBOUND DEF by WOODS,MYKEL",,,"REBOUND DEF by WOODS,MYKEL",2
07:36,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
07:36,,53 (+1),,52,"GOOD FT by WOODS,MYKEL",HCM 53-52 (+1),,"GOOD FT by WOODS,MYKEL",2
07:36,,53,,53,"GOOD FT by WOODS,MYKEL",HCM 53-53 (0),,"GOOD FT by WOODS,MYKEL",2
07:36,,,,,"SUB IN by BOHLING,DYLAN",,,"SUB IN by BOHLING,DYLAN",2
07:36,,,,,"SUB IN by WOODS,MYKEL",,,"SUB IN by WOODS,MYKEL",2
07:36,,,,,"SUB IN by BOHLING,DYLAN",,,"SUB IN by BOHLING,DYLAN",2
07:36,,,,,"SUB OUT by WOODS,MYKEL",,,"SUB OUT by WOODS,MYKEL",2
07:36,,,,,"SUB OUT by BOHLING,DYLAN",,,"SUB OUT by BOHLING,DYLAN",2
07:36,,,,,"SUB OUT by WOODS,MYKEL",,,"SUB OUT by WOODS,MYKEL",2
07:16,"GOOD JUMPER by SPENCE,BEN(in the paint)",55 (+2),,53,,BSC-M 55-53 (+2),,"GOOD JUMPER by SPENCE,BEN(in the paint)",2
07:02,,,,,"MISS 3PTR by WASHINGTON,AARON",,,"MISS 3PTR by WASHINGTON,AARON",2
--,,,,,"REBOUND OFF by TONEY,CALEB",,,"REBOUND OFF by TONEY,CALEB",2
06:56,,,,,"TURNOVER  by TONEY,CALEB",,,"TURNOVER  by TONEY,CALEB",2
06:56,,,,,"SUB IN by ZACHERY,CEAUNTE",,,"SUB IN by ZACHERY,CEAUNTE",2
06:56,,,,,"SUB IN by CHAMPION,JACOB",,,"SUB IN by CHAMPION,JACOB",2
06:56,,,,,"SUB IN by HARRIS,JAMES",,,"SUB IN by HARRIS,JAMES",2
06:56,,,,,"SUB OUT by TONEY,CALEB",,,"SUB OUT by TONEY,CALEB",2
06:56,,,,,"SUB OUT by WASHINGTON,AARON",,,"SUB OUT by WASHINGTON,AARON",2
06:56,,,,,"SUB OUT by MADISON,DAMIEN",,,"SUB OUT by MADISON,DAMIEN",2
06:39,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",57 (+4),,53,,BSC-M 57-53 (+4),,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",2
06:24,,,,,"MISS 3PTR by BOYD,CAM",,,"MISS 3PTR by BOYD,CAM",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:20,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
06:20,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
06:20,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
06:20,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
06:08,,,,,"MISS 3PTR by CHAMPION,JACOB",,,"MISS 3PTR by CHAMPION,JACOB",2
--,,,,,"REBOUND OFF by CHAMPION,JACOB",,,"REBOUND OFF by CHAMPION,JACOB",2
05:56,,,,,"MISS 3PTR by CHAMPION,JACOB",,,"MISS 3PTR by CHAMPION,JACOB",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:43,"MISS JUMPER by O'SULLIVAN,CONOR",,,,,,,"MISS JUMPER by O'SULLIVAN,CONOR",2
--,,,,,"REBOUND DEF by HARRIS,JAMES",,,"REBOUND DEF by HARRIS,JAMES",2
05:31,,57 (+2),,55,"GOOD LAYUP by HARRIS,JAMES(in the paint)",HCM 57-55 (+2),,"GOOD LAYUP by HARRIS,JAMES(in the paint)",2
05:12,"MISS JUMPER by FITZGERALD,PAUL",,,,,,,"MISS JUMPER by FITZGERALD,PAUL",2
--,,,,,"REBOUND DEF by CHAMPION,JACOB",,,"REBOUND DEF by CHAMPION,JACOB",2
05:02,,,,,"MISS JUMPER by ZACHERY,CEAUNTE",,,"MISS JUMPER by ZACHERY,CEAUNTE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:55,,,,,"SUB IN by HOBSON,CHARVEZ'",,,"SUB IN by HOBSON,CHARVEZ'",2
04:55,,,,,"SUB IN by MADISON,DAMIEN",,,"SUB IN by MADISON,DAMIEN",2
04:55,,,,,"SUB OUT by ZACHERY,CEAUNTE",,,"SUB OUT by ZACHERY,CEAUNTE",2
04:55,,,,,"SUB OUT by BOYD,CAM",,,"SUB OUT by BOYD,CAM",2
04:51,,57,,57,"GOOD LAYUP by HOBSON,CHARVEZ'(fastbreak)(in the paint)",HCM 57-57 (0),,"GOOD LAYUP by HOBSON,CHARVEZ'(fastbreak)(in the paint)",2
04:30,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",59 (+2),,57,,BSC-M 59-57 (+2),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
04:30,,,,,"TURNOVER  by HARRIS,JAMES",,,"TURNOVER  by HARRIS,JAMES",2
04:16,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",61 (+4),,57,,BSC-M 61-57 (+4),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",2
03:53,,,,,"TURNOVER  by BOHLING,DYLAN",,,"TURNOVER  by BOHLING,DYLAN",2
03:53,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:53,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
03:53,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
03:53,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
03:53,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
03:34,"MISS LAYUP by STEWART,CHRISTIAN",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN",2
03:34,,,,,"BLOCK  by WOODS,MYKEL",,,"BLOCK  by WOODS,MYKEL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:25,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",2
--,,,,,"REBOUND DEF by HARRIS,JAMES",,,"REBOUND DEF by HARRIS,JAMES",2
03:07,,61 (+2),,59,"GOOD LAYUP by HARRIS,JAMES(in the paint)",HCM 61-59 (+2),,"GOOD LAYUP by HARRIS,JAMES(in the paint)",2
02:50,,,,,"FOUL  by WOODS,MYKEL",,,"FOUL  by WOODS,MYKEL",2
02:50,"GOOD FT by SIGLER,EVAN",62 (+3),,59,,BSC-M 62-59 (+3),,"GOOD FT by SIGLER,EVAN",2
02:50,"MISS FT by SIGLER,EVAN",,,,,,,"MISS FT by SIGLER,EVAN",2
--,,,,,"REBOUND DEF by MADISON,DAMIEN",,,"REBOUND DEF by MADISON,DAMIEN",2
02:50,,,,,"SUB IN by WOODS,MYKEL",,,"SUB IN by WOODS,MYKEL",2
02:50,,,,,"SUB OUT by BOHLING,DYLAN",,,"SUB OUT by BOHLING,DYLAN",2
02:43,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
02:43,,,,,"MISS FT by MADISON,DAMIEN",,,"MISS FT by MADISON,DAMIEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:43,,62 (+2),,60,"GOOD FT by MADISON,DAMIEN",HCM 62-60 (+2),,"GOOD FT by MADISON,DAMIEN",2
02:43,,,,,"SUB IN by WASHINGTON,AARON",,,"SUB IN by WASHINGTON,AARON",2
02:43,,,,,"SUB OUT by CHAMPION,JACOB",,,"SUB OUT by CHAMPION,JACOB",2
02:28,"GOOD JUMPER by O'SULLIVAN,CONOR(in the paint)",64 (+4),,60,,BSC-M 64-60 (+4),,"GOOD JUMPER by O'SULLIVAN,CONOR(in the paint)",2
02:13,"FOUL  by O'SULLIVAN,CONOR",,,,,,,"FOUL  by O'SULLIVAN,CONOR",2
02:13,,64 (+3),,61,"GOOD FT by HARRIS,JAMES",HCM 64-61 (+3),,"GOOD FT by HARRIS,JAMES",2
02:13,,64 (+2),,62,"GOOD FT by HARRIS,JAMES",HCM 64-62 (+2),,"GOOD FT by HARRIS,JAMES",2
01:50,"GOOD 3PTR by SIGLER,EVAN",67 (+5),,62,,BSC-M 67-62 (+5),,"GOOD 3PTR by SIGLER,EVAN",2
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",2
01:28,,67 (+2),,65,"GOOD 3PTR by WASHINGTON,AARON",HCM 67-65 (+2),,"GOOD 3PTR by WASHINGTON,AARON",2
--,,,,,"ASSIST  by HARRIS,JAMES",,,"ASSIST  by HARRIS,JAMES",2
01:09,"MISS LAYUP by STEWART,CHRISTIAN",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN",2
01:09,,,,,"BLOCK  by WOODS,MYKEL",,,"BLOCK  by WOODS,MYKEL",2
--,,,,,"REBOUND DEF by WASHINGTON,AARON",,,"REBOUND DEF by WASHINGTON,AARON",2
