Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,UNA,Game Score,Team Indicator,Play,Period
17:07,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
17:03,"MISS JUMPER by CHILDERS,JOSH",,,,,,,"MISS JUMPER by CHILDERS,JOSH",2
--,,,,,"REBOUND DEF by JAMES,MERVIN",,,"REBOUND DEF by JAMES,MERVIN",2
16:52,,,,,"TURNOVER  by JAMES,MERVIN",,,"TURNOVER  by JAMES,MERVIN",2
16:52,"STEAL  by SIGLER,EVAN",,,,,,,"STEAL  by SIGLER,EVAN",2
16:45,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",2
--,"REBOUND OFF by BAK,CALVIN",,,,,,,"REBOUND OFF by BAK,CALVIN",2
16:24,"MISS JUMPER by CHILDERS,JOSH",,,,,,,"MISS JUMPER by CHILDERS,JOSH",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
16:22,,,,,"FOUL  by JAMES,MERVIN",,,"FOUL  by JAMES,MERVIN",2
16:19,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",2
--,"REBOUND OFF by O'SULLIVAN,CONOR",,,,,,,"REBOUND OFF by O'SULLIVAN,CONOR",2
16:15,"TURNOVER  by O'SULLIVAN,CONOR",,,,,,,"TURNOVER  by O'SULLIVAN,CONOR",2
16:15,,,,,"STEAL  by BLACKMON,JAMARI",,,"STEAL  by BLACKMON,JAMARI",2
16:07,,,,,"MISS LAYUP by KING,TAVON",,,"MISS LAYUP by KING,TAVON",2
--,,,,,"REBOUND OFF by BLACKMON,JAMARI",,,"REBOUND OFF by BLACKMON,JAMARI",2
16:03,,35,,56 (+21),"GOOD LAYUP by BLACKMON,JAMARI(in the paint)",UNA 35-56 (-21),,"GOOD LAYUP by BLACKMON,JAMARI(in the paint)",2
15:45,"MISS JUMPER by CHILDERS,JOSH",,,,,,,"MISS JUMPER by CHILDERS,JOSH",2
--,,,,,"REBOUND DEF by DIGGS,CAMERON",,,"REBOUND DEF by DIGGS,CAMERON",2
15:22,,,,,"TURNOVER  by AGNEW,CHRISTIAN",,,"TURNOVER  by AGNEW,CHRISTIAN",2
15:22,"STEAL  by CHILDERS,JOSH",,,,,,,"STEAL  by CHILDERS,JOSH",2
15:07,"TURNOVER  by BAK,CALVIN",,,,,,,"TURNOVER  by BAK,CALVIN",2
15:07,,,,,"STEAL  by AGNEW,CHRISTIAN",,,"STEAL  by AGNEW,CHRISTIAN",2
15:07,"FOUL  by O'SULLIVAN,CONOR",,,,,,,"FOUL  by O'SULLIVAN,CONOR",2
15:07,"SUB IN by JR,BRUCE BRIGHT",,,,,,,"SUB IN by JR,BRUCE BRIGHT",2
15:07,"SUB IN by MORRISON,JASON",,,,,,,"SUB IN by MORRISON,JASON",2
15:07,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
15:07,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
15:07,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
15:07,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
15:07,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
15:07,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
14:53,,,,,"MISS JUMPER by AGNEW,CHRISTIAN",,,"MISS JUMPER by AGNEW,CHRISTIAN",2
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",2
14:26,"TURNOVER  by MORRISON,JASON",,,,,,,"TURNOVER  by MORRISON,JASON",2
14:26,,,,,"STEAL  by AGNEW,CHRISTIAN",,,"STEAL  by AGNEW,CHRISTIAN",2
14:16,,,,,"MISS 3PTR by BLACKMON,JAMARI",,,"MISS 3PTR by BLACKMON,JAMARI",2
--,"REBOUND DEF by MORRISON,JASON",,,,,,,"REBOUND DEF by MORRISON,JASON",2
14:01,"TURNOVER  by FITZGERALD,PAUL",,,,,,,"TURNOVER  by FITZGERALD,PAUL",2
14:01,,,,,"SUB IN by YOUNGBLOOD,PAYTON",,,"SUB IN by YOUNGBLOOD,PAYTON",2
14:01,,,,,"SUB IN by ANDERSON,JAMES",,,"SUB IN by ANDERSON,JAMES",2
14:01,,,,,"SUB IN by BRIM,CJ",,,"SUB IN by BRIM,CJ",2
14:01,,,,,"SUB OUT by DIGGS,CAMERON",,,"SUB OUT by DIGGS,CAMERON",2
14:01,,,,,"SUB OUT by BLACKMON,JAMARI",,,"SUB OUT by BLACKMON,JAMARI",2
14:01,,,,,"SUB OUT by KING,TAVON",,,"SUB OUT by KING,TAVON",2
13:45,,35,,58 (+23),"GOOD LAYUP by BRIM,CJ(in the paint)",UNA 35-58 (-23),,"GOOD LAYUP by BRIM,CJ(in the paint)",2
13:29,"GOOD 3PTR by JR,BRUCE BRIGHT",38,,58 (+20),,BSC 38-58 (-20),,"GOOD 3PTR by JR,BRUCE BRIGHT",2
--,"ASSIST  by MORRISON,JASON",,,,,,,"ASSIST  by MORRISON,JASON",2
13:17,,,,,"MISS 3PTR by BRIM,CJ",,,"MISS 3PTR by BRIM,CJ",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:17,,,,,"SUB IN by KING,TAVON",,,"SUB IN by KING,TAVON",2
13:17,,,,,"SUB OUT by BRIM,CJ",,,"SUB OUT by BRIM,CJ",2
13:01,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:59,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",40,,58 (+18),,BSC 40-58 (-18),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
--,"ASSIST  by GONDA,MATT",,,,,,,"ASSIST  by GONDA,MATT",2
12:34,,,,,"MISS LAYUP by AGNEW,CHRISTIAN",,,"MISS LAYUP by AGNEW,CHRISTIAN",2
--,,,,,"REBOUND OFF by JAMES,MERVIN",,,"REBOUND OFF by JAMES,MERVIN",2
12:33,"FOUL  by FITZGERALD,PAUL",,,,,,,"FOUL  by FITZGERALD,PAUL",2
12:33,,40,,59 (+19),"GOOD FT by JAMES,MERVIN",UNA 40-59 (-19),,"GOOD FT by JAMES,MERVIN",2
12:33,,40,,60 (+20),"GOOD FT by JAMES,MERVIN",UNA 40-60 (-20),,"GOOD FT by JAMES,MERVIN",2
12:12,"GOOD LAYUP by GONDA,MATT(in the paint)",42,,60 (+18),,BSC 42-60 (-18),,"GOOD LAYUP by GONDA,MATT(in the paint)",2
12:01,"FOUL  by JR,BRUCE BRIGHT",,,,,,,"FOUL  by JR,BRUCE BRIGHT",2
12:00,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
12:00,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
12:00,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
12:00,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",2
12:00,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
12:00,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
12:00,"SUB OUT by JR,BRUCE BRIGHT",,,,,,,"SUB OUT by JR,BRUCE BRIGHT",2
12:00,"SUB OUT by MORRISON,JASON",,,,,,,"SUB OUT by MORRISON,JASON",2
12:00,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
12:00,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
11:46,,42,,62 (+20),"GOOD LAYUP by AGNEW,CHRISTIAN(in the paint)",UNA 42-62 (-20),,"GOOD LAYUP by AGNEW,CHRISTIAN(in the paint)",2
11:25,,,,,"FOUL  by ANDERSON,JAMES",,,"FOUL  by ANDERSON,JAMES",2
11:01,"MISS 3PTR by O'SULLIVAN,CONOR",,,,,,,"MISS 3PTR by O'SULLIVAN,CONOR",2
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",2
10:54,"MISS 3PTR by O'SULLIVAN,CONOR",,,,,,,"MISS 3PTR by O'SULLIVAN,CONOR",2
--,,,,,"REBOUND DEF by ANDERSON,JAMES",,,"REBOUND DEF by ANDERSON,JAMES",2
10:43,,42,,64 (+22),"GOOD LAYUP by JAMES,MERVIN(in the paint)",UNA 42-64 (-22),,"GOOD LAYUP by JAMES,MERVIN(in the paint)",2
--,,,,,"ASSIST  by KING,TAVON",,,"ASSIST  by KING,TAVON",2
10:31,"GOOD LAYUP by SIGLER,EVAN(in the paint)",44,,64 (+20),,BSC 44-64 (-20),,"GOOD LAYUP by SIGLER,EVAN(in the paint)",2
10:21,,44,,67 (+23),"GOOD 3PTR by AGNEW,CHRISTIAN",UNA 44-67 (-23),,"GOOD 3PTR by AGNEW,CHRISTIAN",2
--,,,,,"ASSIST  by JAMES,MERVIN",,,"ASSIST  by JAMES,MERVIN",2
10:20,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
10:20,,,,,"SUB IN by BLACKMON,JAMARI",,,"SUB IN by BLACKMON,JAMARI",2
10:20,,,,,"SUB OUT by ANDERSON,JAMES",,,"SUB OUT by ANDERSON,JAMES",2
09:57,,,,,"SUB IN by DIGGS,CAMERON",,,"SUB IN by DIGGS,CAMERON",2
09:57,,,,,"SUB OUT by JAMES,MERVIN",,,"SUB OUT by JAMES,MERVIN",2
09:50,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
09:50,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
09:50,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
09:50,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
09:29,,44,,69 (+25),"GOOD JUMPER by YOUNGBLOOD,PAYTON(in the paint)",UNA 44-69 (-25),,"GOOD JUMPER by YOUNGBLOOD,PAYTON(in the paint)",2
--,,,,,"ASSIST  by AGNEW,CHRISTIAN",,,"ASSIST  by AGNEW,CHRISTIAN",2
09:10,"GOOD LAYUP by BAK,CALVIN(in the paint)",46,,69 (+23),,BSC 46-69 (-23),,"GOOD LAYUP by BAK,CALVIN(in the paint)",2
08:47,,,,,"MISS 3PTR by KING,TAVON",,,"MISS 3PTR by KING,TAVON",2
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",2
08:32,"MISS JUMPER by CHILDERS,JOSH",,,,,,,"MISS JUMPER by CHILDERS,JOSH",2
--,,,,,"REBOUND DEF by AGNEW,CHRISTIAN",,,"REBOUND DEF by AGNEW,CHRISTIAN",2
08:23,,,,,"MISS 3PTR by YOUNGBLOOD,PAYTON",,,"MISS 3PTR by YOUNGBLOOD,PAYTON",2
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",2
08:16,"MISS LAYUP by CHILDERS,JOSH",,,,,,,"MISS LAYUP by CHILDERS,JOSH",2
--,,,,,"REBOUND DEF by AGNEW,CHRISTIAN",,,"REBOUND DEF by AGNEW,CHRISTIAN",2
07:47,,,,,"MISS JUMPER by YOUNGBLOOD,PAYTON",,,"MISS JUMPER by YOUNGBLOOD,PAYTON",2
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",2
07:40,"MISS LAYUP by CHILDERS,JOSH",,,,,,,"MISS LAYUP by CHILDERS,JOSH",2
07:40,,,,,"BLOCK  by DIGGS,CAMERON",,,"BLOCK  by DIGGS,CAMERON",2
--,,,,,"REBOUND DEF by DIGGS,CAMERON",,,"REBOUND DEF by DIGGS,CAMERON",2
07:32,"FOUL  by O'SULLIVAN,CONOR",,,,,,,"FOUL  by O'SULLIVAN,CONOR",2
07:32,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:32,,46,,70 (+24),"GOOD FT by KING,TAVON",UNA 46-70 (-24),,"GOOD FT by KING,TAVON",2
07:32,,,,,"MISS FT by KING,TAVON",,,"MISS FT by KING,TAVON",2
07:32,"SUB IN by JR,BRUCE BRIGHT",,,,,,,"SUB IN by JR,BRUCE BRIGHT",2
07:32,"SUB IN by MORRISON,JASON",,,,,,,"SUB IN by MORRISON,JASON",2
07:32,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
07:32,"SUB IN by BARNETT,CHARLIE",,,,,,,"SUB IN by BARNETT,CHARLIE",2
07:32,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
07:32,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
07:32,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
07:32,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
07:32,,,,,"SUB IN by ANDERSON,JAMES",,,"SUB IN by ANDERSON,JAMES",2
07:32,,,,,"SUB IN by BRIM,CJ",,,"SUB IN by BRIM,CJ",2
07:32,,,,,"SUB OUT by YOUNGBLOOD,PAYTON",,,"SUB OUT by YOUNGBLOOD,PAYTON",2
07:32,,,,,"SUB OUT by BLACKMON,JAMARI",,,"SUB OUT by BLACKMON,JAMARI",2
--,"REBOUND DEF by MORRISON,JASON",,,,,,,"REBOUND DEF by MORRISON,JASON",2
07:17,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",48,,70 (+22),,BSC 48-70 (-22),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
--,"ASSIST  by JR,BRUCE BRIGHT",,,,,,,"ASSIST  by JR,BRUCE BRIGHT",2
06:56,,,,,"MISS 3PTR by AGNEW,CHRISTIAN",,,"MISS 3PTR by AGNEW,CHRISTIAN",2
--,"REBOUND DEF by JR,BRUCE BRIGHT",,,,,,,"REBOUND DEF by JR,BRUCE BRIGHT",2
06:45,"MISS 3PTR by MORRISON,JASON",,,,,,,"MISS 3PTR by MORRISON,JASON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
06:44,,,,,"FOUL  by BRIM,CJ",,,"FOUL  by BRIM,CJ",2
06:35,"TURNOVER  by FITZGERALD,PAUL",,,,,,,"TURNOVER  by FITZGERALD,PAUL",2
06:13,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
06:13,,,,,"MISS FT by DIGGS,CAMERON",,,"MISS FT by DIGGS,CAMERON",2
06:13,,,,,"SUB IN by MATIC,ALEKSA",,,"SUB IN by MATIC,ALEKSA",2
06:13,,,,,"SUB OUT by AGNEW,CHRISTIAN",,,"SUB OUT by AGNEW,CHRISTIAN",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
05:54,"MISS JUMPER by JR,BRUCE BRIGHT",,,,,,,"MISS JUMPER by JR,BRUCE BRIGHT",2
--,,,,,"REBOUND DEF by DIGGS,CAMERON",,,"REBOUND DEF by DIGGS,CAMERON",2
05:29,,,,,"MISS JUMPER by KING,TAVON",,,"MISS JUMPER by KING,TAVON",2
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",2
05:12,"TURNOVER  by BARNETT,CHARLIE",,,,,,,"TURNOVER  by BARNETT,CHARLIE",2
05:12,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",2
05:12,"SUB OUT by JR,BRUCE BRIGHT",,,,,,,"SUB OUT by JR,BRUCE BRIGHT",2
04:57,,,,,"MISS LAYUP by MATIC,ALEKSA",,,"MISS LAYUP by MATIC,ALEKSA",2
--,,,,,"REBOUND OFF by MATIC,ALEKSA",,,"REBOUND OFF by MATIC,ALEKSA",2
04:40,,,,,"MISS 3PTR by ANDERSON,JAMES",,,"MISS 3PTR by ANDERSON,JAMES",2
--,,,,,"REBOUND OFF by KING,TAVON",,,"REBOUND OFF by KING,TAVON",2
04:26,"FOUL  by MORRISON,JASON",,,,,,,"FOUL  by MORRISON,JASON",2
04:26,,48,,71 (+23),"GOOD FT by BRIM,CJ",UNA 48-71 (-23),,"GOOD FT by BRIM,CJ",2
04:26,,,,,"MISS FT by BRIM,CJ",,,"MISS FT by BRIM,CJ",2
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",2
04:03,"TURNOVER  by FITZGERALD,PAUL",,,,,,,"TURNOVER  by FITZGERALD,PAUL",2
04:03,,,,,"STEAL  by DIGGS,CAMERON",,,"STEAL  by DIGGS,CAMERON",2
03:55,,48,,74 (+26),"GOOD 3PTR by ANDERSON,JAMES",UNA 48-74 (-26),,"GOOD 3PTR by ANDERSON,JAMES",2
--,,,,,"ASSIST  by KING,TAVON",,,"ASSIST  by KING,TAVON",2
03:41,"MISS JUMPER by BARNETT,CHARLIE",,,,,,,"MISS JUMPER by BARNETT,CHARLIE",2
--,,,,,"REBOUND DEF by DIGGS,CAMERON",,,"REBOUND DEF by DIGGS,CAMERON",2
03:35,"FOUL  by KANE,DENMAN",,,,,,,"FOUL  by KANE,DENMAN",2
03:35,,48,,75 (+27),"GOOD FT by BRIM,CJ",UNA 48-75 (-27),,"GOOD FT by BRIM,CJ",2
03:35,,48,,76 (+28),"GOOD FT by BRIM,CJ",UNA 48-76 (-28),,"GOOD FT by BRIM,CJ",2
03:35,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
03:35,"SUB IN by JR,BRUCE BRIGHT",,,,,,,"SUB IN by JR,BRUCE BRIGHT",2
03:35,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",2
03:35,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
03:35,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
03:35,"SUB OUT by MORRISON,JASON",,,,,,,"SUB OUT by MORRISON,JASON",2
03:35,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
03:35,"SUB OUT by BARNETT,CHARLIE",,,,,,,"SUB OUT by BARNETT,CHARLIE",2
03:35,,,,,"SUB IN by MELOCHE,AUSTIN",,,"SUB IN by MELOCHE,AUSTIN",2
03:35,,,,,"SUB IN by REDPARTH,HOLDEN",,,"SUB IN by REDPARTH,HOLDEN",2
03:35,,,,,"SUB OUT by BRIM,CJ",,,"SUB OUT by BRIM,CJ",2
03:35,,,,,"SUB OUT by KING,TAVON",,,"SUB OUT by KING,TAVON",2
03:20,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
03:20,,,,,"BLOCK  by MATIC,ALEKSA",,,"BLOCK  by MATIC,ALEKSA",2
--,"REBOUND OFF by BAK,CALVIN",,,,,,,"REBOUND OFF by BAK,CALVIN",2
03:10,"GOOD JUMPER by SPENCE,BEN",50,,76 (+26),,BSC 50-76 (-26),,"GOOD JUMPER by SPENCE,BEN",2
02:47,,,,,"MISS JUMPER by DIGGS,CAMERON",,,"MISS JUMPER by DIGGS,CAMERON",2
--,"REBOUND DEF by JR,BRUCE BRIGHT",,,,,,,"REBOUND DEF by JR,BRUCE BRIGHT",2
02:38,"MISS 3PTR by O'SULLIVAN,CONOR",,,,,,,"MISS 3PTR by O'SULLIVAN,CONOR",2
--,"REBOUND OFF by BAK,CALVIN",,,,,,,"REBOUND OFF by BAK,CALVIN",2
02:32,"TURNOVER  by SPENCE,BEN",,,,,,,"TURNOVER  by SPENCE,BEN",2
02:12,,,,,"MISS 3PTR by MELOCHE,AUSTIN",,,"MISS 3PTR by MELOCHE,AUSTIN",2
--,"REBOUND DEF by KANE,DENMAN",,,,,,,"REBOUND DEF by KANE,DENMAN",2
01:54,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",2
--,,,,,"REBOUND DEF by ANDERSON,JAMES",,,"REBOUND DEF by ANDERSON,JAMES",2
01:34,,,,,"MISS 3PTR by REDPARTH,HOLDEN",,,"MISS 3PTR by REDPARTH,HOLDEN",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
01:25,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",2
--,,,,,"REBOUND DEF by MATIC,ALEKSA",,,"REBOUND DEF by MATIC,ALEKSA",2
01:14,,,,,"MISS 3PTR by MELOCHE,AUSTIN",,,"MISS 3PTR by MELOCHE,AUSTIN",2
--,"REBOUND DEF by JR,BRUCE BRIGHT",,,,,,,"REBOUND DEF by JR,BRUCE BRIGHT",2
00:56,"MISS LAYUP by O'SULLIVAN,CONOR",,,,,,,"MISS LAYUP by O'SULLIVAN,CONOR",2
--,,,,,"REBOUND DEF by REDPARTH,HOLDEN",,,"REBOUND DEF by REDPARTH,HOLDEN",2
00:50,,,,,"TURNOVER  by REDPARTH,HOLDEN",,,"TURNOVER  by REDPARTH,HOLDEN",2
00:48,"SUB IN by LARSON,CLARK",,,,,,,"SUB IN by LARSON,CLARK",2
00:48,"SUB IN by BYRON,TREVOR",,,,,,,"SUB IN by BYRON,TREVOR",2
00:48,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
00:48,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
00:48,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
00:48,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
00:43,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",2
--,,,,,"REBOUND DEF by DIGGS,CAMERON",,,"REBOUND DEF by DIGGS,CAMERON",2
00:37,,50,,78 (+28),"GOOD LAYUP by MATIC,ALEKSA(fastbreak)(in the paint)",UNA 50-78 (-28),,"GOOD LAYUP by MATIC,ALEKSA(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MELOCHE,AUSTIN",,,"ASSIST  by MELOCHE,AUSTIN",2
00:24,"MISS JUMPER by KANE,DENMAN",,,,,,,"MISS JUMPER by KANE,DENMAN",2
--,,,,,"REBOUND DEF by DIGGS,CAMERON",,,"REBOUND DEF by DIGGS,CAMERON",2
