Time Remaining,LC,Away Team Score,Play Team Indicator,Home Team Score,BSC-M,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by MORRISON,JASON",,,"ASSIST  by MORRISON,JASON",1
00:16,"MISS 3PTR by CAMERON,JULIAN",,,,,,,"MISS 3PTR by CAMERON,JULIAN",1
--,,,,,"REBOUND DEF by MORRISON,JASON",,,"REBOUND DEF by MORRISON,JASON",1
00:01,,34,,42 (+8),"GOOD 3PTR by FITZGERALD,PAUL",BSC-M 34-42 (+8),,"GOOD 3PTR by FITZGERALD,PAUL",1
--,,,,,"ASSIST  by MORRISON,JASON",,,"ASSIST  by MORRISON,JASON",1
20:00,"SUB IN by YOUNGBLOOD,RONALD",,,,,,,"SUB IN by YOUNGBLOOD,RONALD",2
20:00,"SUB IN by BROWN,KYLE",,,,,,,"SUB IN by BROWN,KYLE",2
20:00,"SUB IN by ANDERSON,LINCOLN",,,,,,,"SUB IN by ANDERSON,LINCOLN",2
20:00,"SUB OUT by FITSCHEN,DREW",,,,,,,"SUB OUT by FITSCHEN,DREW",2
20:00,"SUB OUT by HILL,ZAC",,,,,,,"SUB OUT by HILL,ZAC",2
20:00,"SUB OUT by SHEPHERD,DREW",,,,,,,"SUB OUT by SHEPHERD,DREW",2
20:00,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
20:00,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
20:00,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
20:00,,,,,"SUB OUT by MORRISON,JASON",,,"SUB OUT by MORRISON,JASON",2
19:46,"MISS JUMPER by ANDERSON,LINCOLN",,,,,,,"MISS JUMPER by ANDERSON,LINCOLN",2
--,"REBOUND OFF by BROWN,KYLE",,,,,,,"REBOUND OFF by BROWN,KYLE",2
19:22,"MISS JUMPER by BROWN,KYLE",,,,,,,"MISS JUMPER by BROWN,KYLE",2
--,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",,,"REBOUND DEF by O'SULLIVAN,CONOR",2
19:02,,34,,45 (+11),"GOOD 3PTR by SPENCE,BEN",BSC-M 34-45 (+11),,"GOOD 3PTR by SPENCE,BEN",2
--,,,,,"ASSIST  by O'SULLIVAN,CONOR",,,"ASSIST  by O'SULLIVAN,CONOR",2
18:42,"FOUL  by ANDERSON,LINCOLN",,,,,,,"FOUL  by ANDERSON,LINCOLN",2
18:42,"TURNOVER  by ANDERSON,LINCOLN",,,,,,,"TURNOVER  by ANDERSON,LINCOLN",2
18:27,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND DEF by YOUNGBLOOD,RONALD",,,,,,,"REBOUND DEF by YOUNGBLOOD,RONALD",2
18:22,"SUB IN by FITSCHEN,DREW",,,,,,,"SUB IN by FITSCHEN,DREW",2
18:22,"SUB OUT by ANDERSON,LINCOLN",,,,,,,"SUB OUT by ANDERSON,LINCOLN",2
18:15,"GOOD LAYUP by YOUNGBLOOD,RONALD(in the paint)",36,,45 (+9),,LC 36-45 (+9),,"GOOD LAYUP by YOUNGBLOOD,RONALD(in the paint)",2
--,"ASSIST  by FITSCHEN,DREW",,,,,,,"ASSIST  by FITSCHEN,DREW",2
17:52,,36,,47 (+11),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC-M 36-47 (+11),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
17:44,"GOOD DUNK by YOUNGBLOOD,RONALD(in the paint)",38,,47 (+9),,LC 38-47 (+9),,"GOOD DUNK by YOUNGBLOOD,RONALD(in the paint)",2
--,"ASSIST  by EDWARDS,BERSHARD",,,,,,,"ASSIST  by EDWARDS,BERSHARD",2
17:29,,,,,"MISS JUMPER by O'SULLIVAN,CONOR",,,"MISS JUMPER by O'SULLIVAN,CONOR",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
17:28,"FOUL  by FITSCHEN,DREW",,,,,,,"FOUL  by FITSCHEN,DREW",2
17:06,,38,,49 (+11),"GOOD JUMPER by SPENCE,BEN(in the paint)",BSC-M 38-49 (+11),,"GOOD JUMPER by SPENCE,BEN(in the paint)",2
16:50,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
16:46,"GOOD JUMPER by CAMERON,JULIAN",40,,49 (+9),,LC 40-49 (+9),,"GOOD JUMPER by CAMERON,JULIAN",2
--,"ASSIST  by EDWARDS,BERSHARD",,,,,,,"ASSIST  by EDWARDS,BERSHARD",2
16:22,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
16:22,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",2
15:58,"MISS 3PTR by FITSCHEN,DREW",,,,,,,"MISS 3PTR by FITSCHEN,DREW",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
15:55,"FOUL  by FITSCHEN,DREW",,,,,,,"FOUL  by FITSCHEN,DREW",2
15:55,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:54,"SUB IN by SHEPHERD,DREW",,,,,,,"SUB IN by SHEPHERD,DREW",2
15:54,"SUB OUT by FITSCHEN,DREW",,,,,,,"SUB OUT by FITSCHEN,DREW",2
15:54,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
15:54,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
15:54,,,,,"SUB IN by JR,BRUCE BRIGHT",,,"SUB IN by JR,BRUCE BRIGHT",2
15:54,,,,,"SUB IN by MORRISON,JASON",,,"SUB IN by MORRISON,JASON",2
15:54,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
15:54,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
15:54,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
15:54,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",2
15:54,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
15:54,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
15:35,,40,,51 (+11),"GOOD LAYUP by MORRISON,JASON(in the paint)",BSC-M 40-51 (+11),,"GOOD LAYUP by MORRISON,JASON(in the paint)",2
--,,,,,"ASSIST  by SIGLER,EVAN",,,"ASSIST  by SIGLER,EVAN",2
15:26,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",2
15:26,"MISS FT by YOUNGBLOOD,RONALD",,,,,,,"MISS FT by YOUNGBLOOD,RONALD",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:26,"GOOD FT by YOUNGBLOOD,RONALD",41,,51 (+10),,LC 41-51 (+10),,"GOOD FT by YOUNGBLOOD,RONALD",2
15:06,"FOUL  by CAMERON,JULIAN",,,,,,,"FOUL  by CAMERON,JULIAN",2
15:02,,41,,54 (+13),"GOOD 3PTR by JR,BRUCE BRIGHT",BSC-M 41-54 (+13),,"GOOD 3PTR by JR,BRUCE BRIGHT",2
--,,,,,"ASSIST  by SIGLER,EVAN",,,"ASSIST  by SIGLER,EVAN",2
14:31,"TURNOVER  by CAMERON,JULIAN",,,,,,,"TURNOVER  by CAMERON,JULIAN",2
14:31,,,,,"STEAL  by SIGLER,EVAN",,,"STEAL  by SIGLER,EVAN",2
14:27,,,,,"TURNOVER  by GONDA,MATT",,,"TURNOVER  by GONDA,MATT",2
14:12,"MISS JUMPER by CAMERON,JULIAN",,,,,,,"MISS JUMPER by CAMERON,JULIAN",2
--,,,,,"REBOUND DEF by JR,BRUCE BRIGHT",,,"REBOUND DEF by JR,BRUCE BRIGHT",2
14:10,"FOUL  by YOUNGBLOOD,RONALD",,,,,,,"FOUL  by YOUNGBLOOD,RONALD",2
13:55,"FOUL  by EDWARDS,BERSHARD",,,,,,,"FOUL  by EDWARDS,BERSHARD",2
13:40,"SUB IN by ANDERSON,LINCOLN",,,,,,,"SUB IN by ANDERSON,LINCOLN",2
13:40,"SUB IN by LAW,PORTER",,,,,,,"SUB IN by LAW,PORTER",2
13:40,"SUB OUT by YOUNGBLOOD,RONALD",,,,,,,"SUB OUT by YOUNGBLOOD,RONALD",2
13:40,"SUB OUT by EDWARDS,BERSHARD",,,,,,,"SUB OUT by EDWARDS,BERSHARD",2
13:38,,,,,"TURNOVER  by SIGLER,EVAN",,,"TURNOVER  by SIGLER,EVAN",2
13:38,"STEAL  by LAW,PORTER",,,,,,,"STEAL  by LAW,PORTER",2
13:31,"GOOD JUMPER by CAMERON,JULIAN(in the paint)",43,,54 (+11),,LC 43-54 (+11),,"GOOD JUMPER by CAMERON,JULIAN(in the paint)",2
13:20,,,,,"MISS LAYUP by JR,BRUCE BRIGHT",,,"MISS LAYUP by JR,BRUCE BRIGHT",2
--,"REBOUND DEF by CAMERON,JULIAN",,,,,,,"REBOUND DEF by CAMERON,JULIAN",2
13:09,"GOOD JUMPER by SHEPHERD,DREW(in the paint)",45,,54 (+9),,LC 45-54 (+9),,"GOOD JUMPER by SHEPHERD,DREW(in the paint)",2
12:58,,45,,56 (+11),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC-M 45-56 (+11),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
--,,,,,"ASSIST  by MORRISON,JASON",,,"ASSIST  by MORRISON,JASON",2
12:48,"MISS 3PTR by SHEPHERD,DREW",,,,,,,"MISS 3PTR by SHEPHERD,DREW",2
--,"REBOUND OFF by BROWN,KYLE",,,,,,,"REBOUND OFF by BROWN,KYLE",2
12:45,"GOOD LAYUP by BROWN,KYLE(in the paint)",47,,56 (+9),,LC 47-56 (+9),,"GOOD LAYUP by BROWN,KYLE(in the paint)",2
12:45,,,,,"FOUL  by MORRISON,JASON",,,"FOUL  by MORRISON,JASON",2
12:45,"MISS FT by BROWN,KYLE",,,,,,,"MISS FT by BROWN,KYLE",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
12:24,,,,,"MISS JUMPER by STEWART,CHRISTIAN",,,"MISS JUMPER by STEWART,CHRISTIAN",2
12:24,"BLOCK  by LAW,PORTER",,,,,,,"BLOCK  by LAW,PORTER",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
12:08,,,,,"MISS LAYUP by STEWART,CHRISTIAN",,,"MISS LAYUP by STEWART,CHRISTIAN",2
--,"REBOUND DEF by ANDERSON,LINCOLN",,,,,,,"REBOUND DEF by ANDERSON,LINCOLN",2
11:56,"GOOD 3PTR by ANDERSON,LINCOLN",50,,56 (+6),,LC 50-56 (+6),,"GOOD 3PTR by ANDERSON,LINCOLN",2
11:55,,,,,"TURNOVER  by O'SULLIVAN,CONOR",,,"TURNOVER  by O'SULLIVAN,CONOR",2
11:55,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
11:55,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
11:55,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",2
11:55,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
11:55,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
11:55,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
11:55,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
11:55,,,,,"SUB OUT by JR,BRUCE BRIGHT",,,"SUB OUT by JR,BRUCE BRIGHT",2
11:55,,,,,"SUB OUT by MORRISON,JASON",,,"SUB OUT by MORRISON,JASON",2
11:55,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
11:40,"GOOD JUMPER by ANDERSON,LINCOLN",52,,56 (+4),,LC 52-56 (+4),,"GOOD JUMPER by ANDERSON,LINCOLN",2
11:30,,52,,59 (+7),"GOOD 3PTR by SPENCE,BEN",BSC-M 52-59 (+7),,"GOOD 3PTR by SPENCE,BEN",2
--,,,,,"ASSIST  by O'SULLIVAN,CONOR",,,"ASSIST  by O'SULLIVAN,CONOR",2
11:08,"MISS JUMPER by ANDERSON,LINCOLN",,,,,,,"MISS JUMPER by ANDERSON,LINCOLN",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
10:46,"FOUL  by BROWN,KYLE",,,,,,,"FOUL  by BROWN,KYLE",2
10:46,,52,,60 (+8),"GOOD FT by SPENCE,BEN",BSC-M 52-60 (+8),,"GOOD FT by SPENCE,BEN",2
10:46,,52,,61 (+9),"GOOD FT by SPENCE,BEN",BSC-M 52-61 (+9),,"GOOD FT by SPENCE,BEN",2
10:46,"SUB IN by EDWARDS,BERSHARD",,,,,,,"SUB IN by EDWARDS,BERSHARD",2
10:46,"SUB IN by BLAIR,HENRY",,,,,,,"SUB IN by BLAIR,HENRY",2
10:46,"SUB OUT by SHEPHERD,DREW",,,,,,,"SUB OUT by SHEPHERD,DREW",2
10:46,"SUB OUT by LAW,PORTER",,,,,,,"SUB OUT by LAW,PORTER",2
10:35,"GOOD JUMPER by CAMERON,JULIAN",54,,61 (+7),,LC 54-61 (+7),,"GOOD JUMPER by CAMERON,JULIAN",2
10:15,,,,,"TURNOVER  by BAK,CALVIN",,,"TURNOVER  by BAK,CALVIN",2
10:15,"STEAL  by ANDERSON,LINCOLN",,,,,,,"STEAL  by ANDERSON,LINCOLN",2
10:00,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
10:00,"GOOD FT by BLAIR,HENRY",55,,61 (+6),,LC 55-61 (+6),,"GOOD FT by BLAIR,HENRY",2
10:00,"GOOD FT by BLAIR,HENRY",56,,61 (+5),,LC 56-61 (+5),,"GOOD FT by BLAIR,HENRY",2
09:41,,56,,64 (+8),"GOOD 3PTR by FITZGERALD,PAUL",BSC-M 56-64 (+8),,"GOOD 3PTR by FITZGERALD,PAUL",2
--,,,,,"ASSIST  by O'SULLIVAN,CONOR",,,"ASSIST  by O'SULLIVAN,CONOR",2
09:16,"MISS 3PTR by BLAIR,HENRY",,,,,,,"MISS 3PTR by BLAIR,HENRY",2
--,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",,,"REBOUND DEF by O'SULLIVAN,CONOR",2
08:55,,56,,66 (+10),"GOOD JUMPER by O'SULLIVAN,CONOR(in the paint)",BSC-M 56-66 (+10),,"GOOD JUMPER by O'SULLIVAN,CONOR(in the paint)",2
08:55,"FOUL  by ANDERSON,LINCOLN",,,,,,,"FOUL  by ANDERSON,LINCOLN",2
08:55,,56,,67 (+11),"GOOD FT by O'SULLIVAN,CONOR",BSC-M 56-67 (+11),,"GOOD FT by O'SULLIVAN,CONOR",2
08:55,"SUB IN by YOUNGBLOOD,RONALD",,,,,,,"SUB IN by YOUNGBLOOD,RONALD",2
08:55,"SUB OUT by ANDERSON,LINCOLN",,,,,,,"SUB OUT by ANDERSON,LINCOLN",2
08:38,,,,,"FOUL  by O'SULLIVAN,CONOR",,,"FOUL  by O'SULLIVAN,CONOR",2
08:38,"GOOD FT by BROWN,KYLE",57,,67 (+10),,LC 57-67 (+10),,"GOOD FT by BROWN,KYLE",2
08:38,"GOOD FT by BROWN,KYLE",58,,67 (+9),,LC 58-67 (+9),,"GOOD FT by BROWN,KYLE",2
08:38,"SUB IN by SHEPHERD,DREW",,,,,,,"SUB IN by SHEPHERD,DREW",2
08:38,"SUB IN by LAW,PORTER",,,,,,,"SUB IN by LAW,PORTER",2
08:38,"SUB OUT by EDWARDS,BERSHARD",,,,,,,"SUB OUT by EDWARDS,BERSHARD",2
08:38,"SUB OUT by BLAIR,HENRY",,,,,,,"SUB OUT by BLAIR,HENRY",2
08:38,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",2
08:38,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
08:38,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
08:38,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",2
08:23,,,,,"MISS LAYUP by GONDA,MATT",,,"MISS LAYUP by GONDA,MATT",2
--,"REBOUND DEF by BROWN,KYLE",,,,,,,"REBOUND DEF by BROWN,KYLE",2
08:23,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
08:23,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
08:22,,58,,70 (+12),"GOOD 3PTR by KANE,DENMAN",BSC-M 58-70 (+12),,"GOOD 3PTR by KANE,DENMAN",2
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",2
07:57,"GOOD JUMPER by SHEPHERD,DREW",60,,70 (+10),,LC 60-70 (+10),,"GOOD JUMPER by SHEPHERD,DREW",2
07:31,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:31,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
07:31,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
07:20,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
07:12,"MISS 3PTR by SHEPHERD,DREW",,,,,,,"MISS 3PTR by SHEPHERD,DREW",2
--,"REBOUND OFF by YOUNGBLOOD,RONALD",,,,,,,"REBOUND OFF by YOUNGBLOOD,RONALD",2
07:05,"MISS JUMPER by YOUNGBLOOD,RONALD",,,,,,,"MISS JUMPER by YOUNGBLOOD,RONALD",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
07:05,"FOUL  by BROWN,KYLE",,,,,,,"FOUL  by BROWN,KYLE",2
07:05,,60,,71 (+11),"GOOD FT by SPENCE,BEN",BSC-M 60-71 (+11),,"GOOD FT by SPENCE,BEN",2
07:05,,60,,72 (+12),"GOOD FT by SPENCE,BEN",BSC-M 60-72 (+12),,"GOOD FT by SPENCE,BEN",2
07:05,"SUB IN by BLAIR,HENRY",,,,,,,"SUB IN by BLAIR,HENRY",2
07:05,"SUB IN by HILL,ZAC",,,,,,,"SUB IN by HILL,ZAC",2
07:05,"SUB OUT by YOUNGBLOOD,RONALD",,,,,,,"SUB OUT by YOUNGBLOOD,RONALD",2
07:05,"SUB OUT by BROWN,KYLE",,,,,,,"SUB OUT by BROWN,KYLE",2
06:45,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:40,"GOOD JUMPER by LAW,PORTER(in the paint)",62,,72 (+10),,LC 62-72 (+10),,"GOOD JUMPER by LAW,PORTER(in the paint)",2
06:29,,,,,"MISS JUMPER by GONDA,MATT",,,"MISS JUMPER by GONDA,MATT",2
--,"REBOUND DEF by SHEPHERD,DREW",,,,,,,"REBOUND DEF by SHEPHERD,DREW",2
06:23,"MISS LAYUP by BLAIR,HENRY",,,,,,,"MISS LAYUP by BLAIR,HENRY",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
06:20,"FOUL  by HILL,ZAC",,,,,,,"FOUL  by HILL,ZAC",2
06:20,,62,,73 (+11),"GOOD FT by FITZGERALD,PAUL",BSC-M 62-73 (+11),,"GOOD FT by FITZGERALD,PAUL",2
06:20,,62,,74 (+12),"GOOD FT by FITZGERALD,PAUL",BSC-M 62-74 (+12),,"GOOD FT by FITZGERALD,PAUL",2
06:20,"SUB IN by YOUNGBLOOD,RONALD",,,,,,,"SUB IN by YOUNGBLOOD,RONALD",2
06:20,"SUB IN by ANDERSON,LINCOLN",,,,,,,"SUB IN by ANDERSON,LINCOLN",2
06:20,"SUB OUT by BLAIR,HENRY",,,,,,,"SUB OUT by BLAIR,HENRY",2
06:20,"SUB OUT by HILL,ZAC",,,,,,,"SUB OUT by HILL,ZAC",2
06:07,"GOOD 3PTR by CAMERON,JULIAN",65,,74 (+9),,LC 65-74 (+9),,"GOOD 3PTR by CAMERON,JULIAN",2
--,"ASSIST  by LAW,PORTER",,,,,,,"ASSIST  by LAW,PORTER",2
05:38,"SUB IN by BROWN,KYLE",,,,,,,"SUB IN by BROWN,KYLE",2
05:38,"SUB OUT by SHEPHERD,DREW",,,,,,,"SUB OUT by SHEPHERD,DREW",2
05:38,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
05:38,,,,,"SUB IN by MORRISON,JASON",,,"SUB IN by MORRISON,JASON",2
05:38,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",2
05:38,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
05:38,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
05:38,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
05:38,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",2
05:38,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
05:34,"FOUL  by LAW,PORTER",,,,,,,"FOUL  by LAW,PORTER",2
05:34,,65,,75 (+10),"GOOD FT by O'SULLIVAN,CONOR",BSC-M 65-75 (+10),,"GOOD FT by O'SULLIVAN,CONOR",2
05:34,,65,,76 (+11),"GOOD FT by O'SULLIVAN,CONOR",BSC-M 65-76 (+11),,"GOOD FT by O'SULLIVAN,CONOR",2
05:34,"SUB IN by SHEPHERD,DREW",,,,,,,"SUB IN by SHEPHERD,DREW",2
05:34,"SUB OUT by YOUNGBLOOD,RONALD",,,,,,,"SUB OUT by YOUNGBLOOD,RONALD",2
05:25,,,,,"FOUL  by O'SULLIVAN,CONOR",,,"FOUL  by O'SULLIVAN,CONOR",2
05:25,"GOOD FT by BROWN,KYLE",66,,76 (+10),,LC 66-76 (+10),,"GOOD FT by BROWN,KYLE",2
05:25,"MISS FT by BROWN,KYLE",,,,,,,"MISS FT by BROWN,KYLE",2
05:25,"SUB IN by YOUNGBLOOD,RONALD",,,,,,,"SUB IN by YOUNGBLOOD,RONALD",2
05:25,"SUB OUT by SHEPHERD,DREW",,,,,,,"SUB OUT by SHEPHERD,DREW",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
05:08,,66,,79 (+13),"GOOD 3PTR by O'SULLIVAN,CONOR",BSC-M 66-79 (+13),,"GOOD 3PTR by O'SULLIVAN,CONOR",2
--,,,,,"ASSIST  by FITZGERALD,PAUL",,,"ASSIST  by FITZGERALD,PAUL",2
04:47,"GOOD JUMPER by BROWN,KYLE",68,,79 (+11),,LC 68-79 (+11),,"GOOD JUMPER by BROWN,KYLE",2
04:34,,68,,81 (+13),"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",BSC-M 68-81 (+13),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"ASSIST  by O'SULLIVAN,CONOR",,,"ASSIST  by O'SULLIVAN,CONOR",2
04:18,"GOOD JUMPER by YOUNGBLOOD,RONALD",70,,81 (+11),,LC 70-81 (+11),,"GOOD JUMPER by YOUNGBLOOD,RONALD",2
04:02,,,,,"TURNOVER  by O'SULLIVAN,CONOR",,,"TURNOVER  by O'SULLIVAN,CONOR",2
04:02,"STEAL  by BROWN,KYLE",,,,,,,"STEAL  by BROWN,KYLE",2
03:56,"GOOD DUNK by BROWN,KYLE(fastbreak)(in the paint)",72,,81 (+9),,LC 72-81 (+9),,"GOOD DUNK by BROWN,KYLE(fastbreak)(in the paint)",2
03:40,,,,,"MISS 3PTR by O'SULLIVAN,CONOR",,,"MISS 3PTR by O'SULLIVAN,CONOR",2
--,"REBOUND DEF by BROWN,KYLE",,,,,,,"REBOUND DEF by BROWN,KYLE",2
03:30,"FOUL  by ANDERSON,LINCOLN",,,,,,,"FOUL  by ANDERSON,LINCOLN",2
03:30,"TURNOVER  by ANDERSON,LINCOLN",,,,,,,"TURNOVER  by ANDERSON,LINCOLN",2
03:30,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:30,"SUB IN by FITSCHEN,DREW",,,,,,,"SUB IN by FITSCHEN,DREW",2
03:30,"SUB OUT by ANDERSON,LINCOLN",,,,,,,"SUB OUT by ANDERSON,LINCOLN",2
03:30,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
03:30,,,,,"SUB OUT by MORRISON,JASON",,,"SUB OUT by MORRISON,JASON",2
03:07,,,,,"TURNOVER  by BAK,CALVIN",,,"TURNOVER  by BAK,CALVIN",2
03:07,"STEAL  by YOUNGBLOOD,RONALD",,,,,,,"STEAL  by YOUNGBLOOD,RONALD",2
02:46,"MISS 3PTR by CAMERON,JULIAN",,,,,,,"MISS 3PTR by CAMERON,JULIAN",2
--,"REBOUND OFF by LAW,PORTER",,,,,,,"REBOUND OFF by LAW,PORTER",2
02:39,"MISS JUMPER by YOUNGBLOOD,RONALD",,,,,,,"MISS JUMPER by YOUNGBLOOD,RONALD",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
02:23,,,,,"TURNOVER  by SPENCE,BEN",,,"TURNOVER  by SPENCE,BEN",2
02:23,"STEAL  by BROWN,KYLE",,,,,,,"STEAL  by BROWN,KYLE",2
02:15,"GOOD JUMPER by BROWN,KYLE(fastbreak)(in the paint)",74,,81 (+7),,LC 74-81 (+7),,"GOOD JUMPER by BROWN,KYLE(fastbreak)(in the paint)",2
01:56,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
01:56,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",2
01:56,"SUB IN by SHEPHERD,DREW",,,,,,,"SUB IN by SHEPHERD,DREW",2
01:56,"SUB OUT by YOUNGBLOOD,RONALD",,,,,,,"SUB OUT by YOUNGBLOOD,RONALD",2
01:36,"GOOD LAYUP by BROWN,KYLE(in the paint)",76,,81 (+5),,LC 76-81 (+5),,"GOOD LAYUP by BROWN,KYLE(in the paint)",2
01:12,,76,,83 (+7),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC-M 76-83 (+7),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"ASSIST  by SPENCE,BEN",,,"ASSIST  by SPENCE,BEN",2
01:00,"GOOD LAYUP by BROWN,KYLE(in the paint)",78,,83 (+5),,LC 78-83 (+5),,"GOOD LAYUP by BROWN,KYLE(in the paint)",2
00:59,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:59,"SUB IN by YOUNGBLOOD,RONALD",,,,,,,"SUB IN by YOUNGBLOOD,RONALD",2
00:59,"SUB OUT by FITSCHEN,DREW",,,,,,,"SUB OUT by FITSCHEN,DREW",2
00:51,"FOUL  by CAMERON,JULIAN",,,,,,,"FOUL  by CAMERON,JULIAN",2
