Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,MILMB,Game Score,Team Indicator,Play,Period
00:58,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
00:58,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
00:58,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
00:58,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",1
00:58,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
00:58,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",1
00:58,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
00:58,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
00:58,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
00:58,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
00:58,,,,,"SUB IN by SULLIVAN,MICHAEL",,,"SUB IN by SULLIVAN,MICHAEL",1
00:58,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",1
00:49,"GOOD LAYUP by DARST,DANIEL(in the paint)",49,,49,,RHODES 49-49 (0),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
00:35,,49,,51 (+2),"GOOD LAYUP by BLANZ,BUCK(fastbreak)(in the paint)",MILMB 49-51 (+2),,"GOOD LAYUP by BLANZ,BUCK(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by TURNER,JAMES",,,"ASSIST  by TURNER,JAMES",1
00:17,"MISS LAYUP by BERRY,BRYCE",,,,,,,"MISS LAYUP by BERRY,BRYCE",1
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",1
00:14,"MISS LAYUP by DARST,DANIEL",,,,,,,"MISS LAYUP by DARST,DANIEL",1
00:14,,,,,"BLOCK  by BLANZ,BUCK",,,"BLOCK  by BLANZ,BUCK",1
--,,,,,"REBOUND DEF by GRANT,SHE'CHEM",,,"REBOUND DEF by GRANT,SHE'CHEM",1
00:05,,,,,"MISS LAYUP by SULLIVAN,MICHAEL",,,"MISS LAYUP by SULLIVAN,MICHAEL",1
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",1
00:00,"MISS 3PTR by DARST,DANIEL",,,,,,,"MISS 3PTR by DARST,DANIEL",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
19:51,"MISS LAYUP by BERRY,BRYCE",,,,,,,"MISS LAYUP by BERRY,BRYCE",2
--,"REBOUND OFF by NESTLEHUTT,JAKE",,,,,,,"REBOUND OFF by NESTLEHUTT,JAKE",2
19:46,,,,,"FOUL  by SULLIVAN,MICHAEL",,,"FOUL  by SULLIVAN,MICHAEL",2
19:46,,,,,"SUB IN by GRANT,SHE'CHEM",,,"SUB IN by GRANT,SHE'CHEM",2
19:46,,,,,"SUB OUT by SULLIVAN,MICHAEL",,,"SUB OUT by SULLIVAN,MICHAEL",2
19:31,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",51,,51,,RHODES 51-51 (0),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",2
19:20,,,,,"TURNOVER  by GRANT,SHE'CHEM",,,"TURNOVER  by GRANT,SHE'CHEM",2
19:20,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",2
19:20,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
19:20,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
19:20,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
19:20,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
19:20,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
19:20,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
19:20,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
19:20,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
19:20,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
19:15,"GOOD 3PTR by WEATHERFORD,MITCH",54 (+3),,51,,RHODES 54-51 (-3),,"GOOD 3PTR by WEATHERFORD,MITCH",2
--,"ASSIST  by GIROUX,PRESTON",,,,,,,"ASSIST  by GIROUX,PRESTON",2
18:57,,,,,"MISS LAYUP by MILLER,JOSHUA",,,"MISS LAYUP by MILLER,JOSHUA",2
18:57,"BLOCK  by GIROUX,PRESTON",,,,,,,"BLOCK  by GIROUX,PRESTON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
18:51,,54,,54,"GOOD 3PTR by GRANT,SHE'CHEM",MILMB 54-54 (0),,"GOOD 3PTR by GRANT,SHE'CHEM",2
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",2
18:34,"TURNOVER  by WEATHERFORD,MITCH",,,,,,,"TURNOVER  by WEATHERFORD,MITCH",2
18:34,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
18:34,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",2
18:34,"SUB IN by SWIFT,DJ",,,,,,,"SUB IN by SWIFT,DJ",2
18:34,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
18:34,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
18:34,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",2
18:34,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
18:34,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
18:34,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
18:34,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
18:26,,,,,"MISS LAYUP by MEADS,TYSIN",,,"MISS LAYUP by MEADS,TYSIN",2
--,,,,,"REBOUND OFF by BLANZ,BUCK",,,"REBOUND OFF by BLANZ,BUCK",2
18:22,,54,,56 (+2),"GOOD LAYUP by BLANZ,BUCK(in the paint)",MILMB 54-56 (+2),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
18:02,"MISS LAYUP by SWIFT,DJ",,,,,,,"MISS LAYUP by SWIFT,DJ",2
--,,,,,"REBOUND DEF by MEADS,TYSIN",,,"REBOUND DEF by MEADS,TYSIN",2
17:52,,,,,"TURNOVER  by KOHNKE,SAM",,,"TURNOVER  by KOHNKE,SAM",2
17:50,"STEAL  by GALVIN,OWEN",,,,,,,"STEAL  by GALVIN,OWEN",2
17:39,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by MEADS,TYSIN",,,"REBOUND DEF by MEADS,TYSIN",2
17:26,,54,,58 (+4),"GOOD LAYUP by BLANZ,BUCK(in the paint)",MILMB 54-58 (+4),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
--,,,,,"ASSIST  by GRANT,SHE'CHEM",,,"ASSIST  by GRANT,SHE'CHEM",2
16:58,"MISS 3PTR by SWIFT,DJ",,,,,,,"MISS 3PTR by SWIFT,DJ",2
--,,,,,"REBOUND DEF by MEADS,TYSIN",,,"REBOUND DEF by MEADS,TYSIN",2
16:48,,,,,"MISS 3PTR by BLANZ,BUCK",,,"MISS 3PTR by BLANZ,BUCK",2
--,"REBOUND DEF by SWIFT,DJ",,,,,,,"REBOUND DEF by SWIFT,DJ",2
16:40,,,,,"FOUL  by MEADS,TYSIN",,,"FOUL  by MEADS,TYSIN",2
16:40,"GOOD FT by SWIFT,DJ",55,,58 (+3),,RHODES 55-58 (+3),,"GOOD FT by SWIFT,DJ",2
16:40,"MISS FT by SWIFT,DJ",,,,,,,"MISS FT by SWIFT,DJ",2
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",2
16:40,,,,,"TURNOVER  by TURNER,JAMES",,,"TURNOVER  by TURNER,JAMES",2
16:40,"STEAL  by BERRY,BRYCE",,,,,,,"STEAL  by BERRY,BRYCE",2
16:40,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
16:40,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
16:40,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
16:40,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
16:40,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
16:40,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",2
16:40,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
16:40,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
16:40,,,,,"SUB IN by SULLIVAN,MICHAEL",,,"SUB IN by SULLIVAN,MICHAEL",2
16:40,,,,,"SUB IN by COLEMAN,DANIEL",,,"SUB IN by COLEMAN,DANIEL",2
16:40,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
16:40,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",2
16:40,,,,,"SUB OUT by GRANT,SHE'CHEM",,,"SUB OUT by GRANT,SHE'CHEM",2
16:40,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
16:40,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
16:40,,,,,"SUB OUT by MEADS,TYSIN",,,"SUB OUT by MEADS,TYSIN",2
16:33,,,,,"FOUL  by BURNETT,DREW",,,"FOUL  by BURNETT,DREW",2
16:26,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",2
16:26,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
16:26,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
16:26,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
16:26,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
16:26,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
16:26,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
16:26,"SUB OUT by SWIFT,DJ",,,,,,,"SUB OUT by SWIFT,DJ",2
16:26,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
16:26,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
16:12,"MISS LAYUP by SAMSON,VAUGHN",,,,,,,"MISS LAYUP by SAMSON,VAUGHN",2
16:12,,,,,"BLOCK  by BURNETT,DREW",,,"BLOCK  by BURNETT,DREW",2
--,,,,,"REBOUND DEF by SULLIVAN,MICHAEL",,,"REBOUND DEF by SULLIVAN,MICHAEL",2
16:07,,,,,"MISS LAYUP by SULLIVAN,MICHAEL",,,"MISS LAYUP by SULLIVAN,MICHAEL",2
--,,,,,"REBOUND OFF by BURNETT,DREW",,,"REBOUND OFF by BURNETT,DREW",2
16:04,"FOUL  by EVANS,ANDREW",,,,,,,"FOUL  by EVANS,ANDREW",2
15:57,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
15:57,,,,,"MISS FT by BURNETT,DREW",,,"MISS FT by BURNETT,DREW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:57,,55,,59 (+4),"GOOD FT by BURNETT,DREW",MILMB 55-59 (+4),,"GOOD FT by BURNETT,DREW",2
15:44,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
15:44,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
15:44,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
15:44,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
15:44,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
15:44,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",2
15:44,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
15:44,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
15:44,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
15:44,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
15:43,"TURNOVER  by ASHBY,KENDRICK",,,,,,,"TURNOVER  by ASHBY,KENDRICK",2
15:40,,55,,61 (+6),"GOOD LAYUP by BURNETT,DREW(fastbreak)(in the paint)",MILMB 55-61 (+6),,"GOOD LAYUP by BURNETT,DREW(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by COLEMAN,DANIEL",,,"ASSIST  by COLEMAN,DANIEL",2
15:18,"FOUL TECH by ASHBY,KENDRICK",,,,,,,"FOUL TECH by ASHBY,KENDRICK",2
15:18,"TURNOVER  by ASHBY,KENDRICK",,,,,,,"TURNOVER  by ASHBY,KENDRICK",2
15:18,,,,,"STEAL  by SULLIVAN,MICHAEL",,,"STEAL  by SULLIVAN,MICHAEL",2
15:18,,55,,62 (+7),"GOOD FT by KOHNKE,SAM",MILMB 55-62 (+7),,"GOOD FT by KOHNKE,SAM",2
15:18,,55,,63 (+8),"GOOD FT by KOHNKE,SAM",MILMB 55-63 (+8),,"GOOD FT by KOHNKE,SAM",2
15:07,,,,,"MISS LAYUP by TURNER,JAMES",,,"MISS LAYUP by TURNER,JAMES",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
14:52,"GOOD LAYUP by DARST,DANIEL(in the paint)",57,,63 (+6),,RHODES 57-63 (+6),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
14:39,,57,,65 (+8),"GOOD LAYUP by BURNETT,DREW(in the paint)",MILMB 57-65 (+8),,"GOOD LAYUP by BURNETT,DREW(in the paint)",2
14:29,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
14:29,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
14:29,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
14:29,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
14:29,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",2
14:29,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
14:29,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
14:29,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
14:29,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
14:29,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
14:29,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
14:29,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",2
14:29,,,,,"SUB IN by GRANT,SHE'CHEM",,,"SUB IN by GRANT,SHE'CHEM",2
14:29,,,,,"SUB OUT by SULLIVAN,MICHAEL",,,"SUB OUT by SULLIVAN,MICHAEL",2
14:29,,,,,"SUB OUT by COLEMAN,DANIEL",,,"SUB OUT by COLEMAN,DANIEL",2
14:29,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",2
14:22,,,,,"FOUL  by GRANT,SHE'CHEM",,,"FOUL  by GRANT,SHE'CHEM",2
14:17,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",59,,65 (+6),,RHODES 59-65 (+6),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
14:06,,59,,67 (+8),"GOOD LAYUP by BLANZ,BUCK(fastbreak)(in the paint)",MILMB 59-67 (+8),,"GOOD LAYUP by BLANZ,BUCK(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by KOHNKE,SAM",,,"ASSIST  by KOHNKE,SAM",2
13:54,"GOOD 3PTR by SAMSON,VAUGHN",62,,67 (+5),,RHODES 62-67 (+5),,"GOOD 3PTR by SAMSON,VAUGHN",2
--,"ASSIST  by NYAWATA,ANESU",,,,,,,"ASSIST  by NYAWATA,ANESU",2
13:44,,62,,70 (+8),"GOOD 3PTR by GRANT,SHE'CHEM",MILMB 62-70 (+8),,"GOOD 3PTR by GRANT,SHE'CHEM",2
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",2
13:34,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",64,,70 (+6),,RHODES 64-70 (+6),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
13:19,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
13:19,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
13:19,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",2
13:19,"SUB IN by SWIFT,DJ",,,,,,,"SUB IN by SWIFT,DJ",2
13:19,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
13:19,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
13:19,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
13:19,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
13:19,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
13:19,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",2
13:19,,,,,"SUB IN by SULLIVAN,MICHAEL",,,"SUB IN by SULLIVAN,MICHAEL",2
13:19,,,,,"SUB IN by MEADS,TYSIN",,,"SUB IN by MEADS,TYSIN",2
13:19,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
13:19,,,,,"SUB OUT by KOHNKE,SAM",,,"SUB OUT by KOHNKE,SAM",2
13:09,,,,,"TURNOVER  by SULLIVAN,MICHAEL",,,"TURNOVER  by SULLIVAN,MICHAEL",2
13:07,"STEAL  by MCINTYRE,WILLIAM",,,,,,,"STEAL  by MCINTYRE,WILLIAM",2
--,"REBOUND OFF by MCINTYRE,WILLIAM",,,,,,,"REBOUND OFF by MCINTYRE,WILLIAM",2
13:01,"TURNOVER  by MCINTYRE,WILLIAM",,,,,,,"TURNOVER  by MCINTYRE,WILLIAM",2
12:59,,,,,"STEAL  by SULLIVAN,MICHAEL",,,"STEAL  by SULLIVAN,MICHAEL",2
12:51,,,,,"TURNOVER  by MEADS,TYSIN",,,"TURNOVER  by MEADS,TYSIN",2
12:50,"STEAL  by GALVIN,OWEN",,,,,,,"STEAL  by GALVIN,OWEN",2
12:44,"TURNOVER  by FERIA,NICK DE",,,,,,,"TURNOVER  by FERIA,NICK DE",2
12:44,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:44,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
12:44,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
12:44,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
12:44,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
12:44,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
12:44,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
12:44,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
12:44,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
12:44,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",2
12:44,"SUB OUT by SWIFT,DJ",,,,,,,"SUB OUT by SWIFT,DJ",2
12:44,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
12:38,,,,,"MISS 3PTR by GRANT,SHE'CHEM",,,"MISS 3PTR by GRANT,SHE'CHEM",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
12:34,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",2
12:34,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
12:34,,,,,"SUB IN by KOHNKE,SAM",,,"SUB IN by KOHNKE,SAM",2
12:34,,,,,"SUB OUT by GRANT,SHE'CHEM",,,"SUB OUT by GRANT,SHE'CHEM",2
12:34,,,,,"SUB OUT by MEADS,TYSIN",,,"SUB OUT by MEADS,TYSIN",2
12:21,"MISS LAYUP by DARST,DANIEL",,,,,,,"MISS LAYUP by DARST,DANIEL",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:11,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
12:11,,64,,71 (+7),"GOOD FT by BLANZ,BUCK",MILMB 64-71 (+7),,"GOOD FT by BLANZ,BUCK",2
12:11,,64,,72 (+8),"GOOD FT by BLANZ,BUCK",MILMB 64-72 (+8),,"GOOD FT by BLANZ,BUCK",2
12:11,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
12:11,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
12:11,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",2
12:11,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
12:11,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
12:11,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
12:11,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
12:11,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
12:11,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
12:11,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
12:11,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
12:11,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",2
12:11,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
12:04,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",66,,72 (+6),,RHODES 66-72 (+6),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
12:04,,,,,"FOUL  by BURNETT,DREW",,,"FOUL  by BURNETT,DREW",2
12:04,"MISS FT by GIROUX,PRESTON",,,,,,,"MISS FT by GIROUX,PRESTON",2
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",2
12:02,"FOUL  by SAMSON,VAUGHN",,,,,,,"FOUL  by SAMSON,VAUGHN",2
11:53,,,,,"MISS LAYUP by TURNER,JAMES",,,"MISS LAYUP by TURNER,JAMES",2
--,,,,,"REBOUND OFF by TURNER,JAMES",,,"REBOUND OFF by TURNER,JAMES",2
11:52,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
11:52,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
11:52,,,,,"MISS FT by TURNER,JAMES",,,"MISS FT by TURNER,JAMES",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:52,,,,,"MISS FT by TURNER,JAMES",,,"MISS FT by TURNER,JAMES",2
--,"REBOUND DEF by SWIFT,DJ",,,,,,,"REBOUND DEF by SWIFT,DJ",2
11:52,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
11:52,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
11:52,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",2
11:52,"SUB IN by SWIFT,DJ",,,,,,,"SUB IN by SWIFT,DJ",2
11:52,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
11:52,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
11:52,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",2
11:52,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
11:52,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
11:47,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",2
11:35,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,,,,,"REBOUND OFF by SULLIVAN,MICHAEL",,,"REBOUND OFF by SULLIVAN,MICHAEL",2
11:27,,66,,74 (+8),"GOOD LAYUP by BURNETT,DREW(in the paint)",MILMB 66-74 (+8),,"GOOD LAYUP by BURNETT,DREW(in the paint)",2
--,,,,,"ASSIST  by TURNER,JAMES",,,"ASSIST  by TURNER,JAMES",2
11:05,"GOOD LAYUP by GALVIN,OWEN(in the paint)",68,,74 (+6),,RHODES 68-74 (+6),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
--,"ASSIST  by SWIFT,DJ",,,,,,,"ASSIST  by SWIFT,DJ",2
10:46,,,,,"MISS 3PTR by MILLER,JOSHUA",,,"MISS 3PTR by MILLER,JOSHUA",2
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",2
10:39,"MISS LAYUP by NYAWATA,ANESU",,,,,,,"MISS LAYUP by NYAWATA,ANESU",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:38,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
