Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
14:08,,,,,"SUB IN by KORN,LUKAS",,,"SUB IN by KORN,LUKAS",2
14:08,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
14:02,"FOUL  by ALDOUS,HANK",,,,,,,"FOUL  by ALDOUS,HANK",2
14:02,,,,,"MISS FT by MARDER,NICK",,,"MISS FT by MARDER,NICK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:02,,39,,42 (+3),"GOOD FT by MARDER,NICK",BCM 39-42 (-3),,"GOOD FT by MARDER,NICK",2
14:02,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
14:02,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",2
13:58,"TURNOVER  by BARRETT,JORDAN",,,,,,,"TURNOVER  by BARRETT,JORDAN",2
13:55,,,,,"STEAL  by CHAYKOWSKY,ZACK",,,"STEAL  by CHAYKOWSKY,ZACK",2
13:51,,,,,"MISS LAYUP by CHAYKOWSKY,ZACK",,,"MISS LAYUP by CHAYKOWSKY,ZACK",2
--,,,,,"REBOUND OFF by HARVILLE,TYLER",,,"REBOUND OFF by HARVILLE,TYLER",2
13:47,,,,,"MISS LAYUP by HARVILLE,TYLER",,,"MISS LAYUP by HARVILLE,TYLER",2
--,"REBOUND DEF by BARRETT,JORDAN",,,,,,,"REBOUND DEF by BARRETT,JORDAN",2
13:41,,,,,"FOUL  by CHAYKOWSKY,ZACK",,,"FOUL  by CHAYKOWSKY,ZACK",2
13:30,,,,,"FOUL  by KORN,LUKAS",,,"FOUL  by KORN,LUKAS",2
13:27,"GOOD JUMPER by NIKOLOVSKI,DREW",41,,42 (+1),,HC 41-42 (-1),,"GOOD JUMPER by NIKOLOVSKI,DREW",2
--,"ASSIST  by BARRETT,JORDAN",,,,,,,"ASSIST  by BARRETT,JORDAN",2
13:10,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
13:10,,,,,"MISS FT by CHAYKOWSKY,ZACK",,,"MISS FT by CHAYKOWSKY,ZACK",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
12:57,"GOOD LAYUP by VANCE,LUKE(in the paint)",43 (+1),,42,,HC 43-42 (+1),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,"ASSIST  by NIKOLOVSKI,DREW",,,,,,,"ASSIST  by NIKOLOVSKI,DREW",2
12:46,,43,,45 (+2),"GOOD 3PTR by HARVILLE,TYLER",BCM 43-45 (-2),,"GOOD 3PTR by HARVILLE,TYLER",2
12:24,,,,,"FOUL  by KORN,LUKAS",,,"FOUL  by KORN,LUKAS",2
12:24,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:24,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
12:24,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",,,"SUB IN by ELLINGSWORTH,COLEMAN",2
12:24,,,,,"SUB OUT by KORN,LUKAS",,,"SUB OUT by KORN,LUKAS",2
12:13,,43,,48 (+5),"GOOD 3PTR by MARDER,NICK",BCM 43-48 (-5),,"GOOD 3PTR by MARDER,NICK",2
11:39,"GOOD 3PTR by NIKOLOVSKI,DREW",46,,48 (+2),,HC 46-48 (-2),,"GOOD 3PTR by NIKOLOVSKI,DREW",2
--,"ASSIST  by GARRETT,TRAVIS",,,,,,,"ASSIST  by GARRETT,TRAVIS",2
11:24,,46,,50 (+4),"GOOD LAYUP by MARDER,NICK(in the paint)",BCM 46-50 (-4),,"GOOD LAYUP by MARDER,NICK(in the paint)",2
11:22,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:22,,,,,"SUB IN by MCCLOUD,LEE",,,"SUB IN by MCCLOUD,LEE",2
11:22,,,,,"SUB OUT by CHAYKOWSKY,ZACK",,,"SUB OUT by CHAYKOWSKY,ZACK",2
11:15,"GOOD 3PTR by GARRETT,TRAVIS",49,,50 (+1),,HC 49-50 (-1),,"GOOD 3PTR by GARRETT,TRAVIS",2
--,"ASSIST  by BARRETT,JORDAN",,,,,,,"ASSIST  by BARRETT,JORDAN",2
11:01,,49,,53 (+4),"GOOD 3PTR by HARVILLE,TYLER",BCM 49-53 (-4),,"GOOD 3PTR by HARVILLE,TYLER",2
10:51,,,,,"FOUL  by MARDER,NICK",,,"FOUL  by MARDER,NICK",2
10:51,"GOOD FT by BARRETT,JORDAN",50,,53 (+3),,HC 50-53 (-3),,"GOOD FT by BARRETT,JORDAN",2
10:51,"GOOD FT by BARRETT,JORDAN",51,,53 (+2),,HC 51-53 (-2),,"GOOD FT by BARRETT,JORDAN",2
10:51,,,,,"SUB IN by CHAYKOWSKY,ZACK",,,"SUB IN by CHAYKOWSKY,ZACK",2
10:51,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",2
10:32,,51,,56 (+5),"GOOD 3PTR by CHAYKOWSKY,ZACK",BCM 51-56 (-5),,"GOOD 3PTR by CHAYKOWSKY,ZACK",2
--,,,,,"ASSIST  by HARVILLE,TYLER",,,"ASSIST  by HARVILLE,TYLER",2
10:16,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",53,,56 (+3),,HC 53-56 (-3),,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",2
09:58,,,,,"MISS 3PTR by HARVILLE,TYLER",,,"MISS 3PTR by HARVILLE,TYLER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:31,"TURNOVER  by BARRETT,JORDAN",,,,,,,"TURNOVER  by BARRETT,JORDAN",2
09:18,,,,,"MISS LAYUP by JACOBS,OWEN",,,"MISS LAYUP by JACOBS,OWEN",2
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",2
09:08,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:49,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",,,"FOUL  by ELLINGSWORTH,COLEMAN",2
08:48,"GOOD FT by VANCE,LUKE",54,,56 (+2),,HC 54-56 (-2),,"GOOD FT by VANCE,LUKE",2
08:48,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
08:48,,,,,"SUB IN by KORN,LUKAS",,,"SUB IN by KORN,LUKAS",2
08:48,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
08:33,,,,,"MISS 3PTR by MCCLOUD,LEE",,,"MISS 3PTR by MCCLOUD,LEE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:30,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",2
08:30,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
08:30,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
08:30,,,,,"SUB OUT by CHAYKOWSKY,ZACK",,,"SUB OUT by CHAYKOWSKY,ZACK",2
07:57,"GOOD LAYUP by VANCE,LUKE(in the paint)",56,,56,,HC 56-56 (0),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,"ASSIST  by ALDOUS,HANK",,,,,,,"ASSIST  by ALDOUS,HANK",2
07:38,,56,,58 (+2),"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 56-58 (-2),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
07:38,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
07:38,,56,,59 (+3),"GOOD FT by JACOBS,OWEN",BCM 56-59 (-3),,"GOOD FT by JACOBS,OWEN",2
07:38,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
07:38,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
07:27,,,,,"FOUL  by MARDER,NICK",,,"FOUL  by MARDER,NICK",2
07:27,"MISS FT by GARRETT,TRAVIS",,,,,,,"MISS FT by GARRETT,TRAVIS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:27,"MISS FT by GARRETT,TRAVIS",,,,,,,"MISS FT by GARRETT,TRAVIS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:27,"GOOD FT by GARRETT,TRAVIS",57,,59 (+2),,HC 57-59 (-2),,"GOOD FT by GARRETT,TRAVIS",2
07:27,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
07:27,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
07:27,,,,,"SUB IN by CHAYKOWSKY,ZACK",,,"SUB IN by CHAYKOWSKY,ZACK",2
07:27,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",2
07:09,,,,,"MISS JUMPER by KORN,LUKAS",,,"MISS JUMPER by KORN,LUKAS",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
06:43,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
06:31,,,,,"MISS 3PTR by HARVILLE,TYLER",,,"MISS 3PTR by HARVILLE,TYLER",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
06:10,"GOOD LAYUP by VANCE,LUKE(in the paint)",59,,59,,HC 59-59 (0),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
05:54,,,,,"MISS LAYUP by CHAYKOWSKY,ZACK",,,"MISS LAYUP by CHAYKOWSKY,ZACK",2
--,,,,,"REBOUND OFF by KORN,LUKAS",,,"REBOUND OFF by KORN,LUKAS",2
05:41,,,,,"TURNOVER  by MCCLOUD,LEE",,,"TURNOVER  by MCCLOUD,LEE",2
05:27,"GOOD LAYUP by OGLE,JOHN(in the paint)",61 (+2),,59,,HC 61-59 (+2),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
--,"ASSIST  by BARRETT,JORDAN",,,,,,,"ASSIST  by BARRETT,JORDAN",2
05:14,,,,,"TURNOVER  by JACOBS,OWEN",,,"TURNOVER  by JACOBS,OWEN",2
05:14,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:59,"TURNOVER  by NIKOLOVSKI,DREW",,,,,,,"TURNOVER  by NIKOLOVSKI,DREW",2
04:59,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",,,"SUB IN by ELLINGSWORTH,COLEMAN",2
04:59,,,,,"SUB OUT by KORN,LUKAS",,,"SUB OUT by KORN,LUKAS",2
04:46,,,,,"MISS JUMPER by ELLINGSWORTH,COLEMAN",,,"MISS JUMPER by ELLINGSWORTH,COLEMAN",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
04:37,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
04:23,,61,,61,"GOOD LAYUP by CHAYKOWSKY,ZACK(in the paint)",BCM 61-61 (0),,"GOOD LAYUP by CHAYKOWSKY,ZACK(in the paint)",2
04:23,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
04:23,,,,,"MISS FT by CHAYKOWSKY,ZACK",,,"MISS FT by CHAYKOWSKY,ZACK",2
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",2
04:23,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
04:23,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
04:07,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",2
04:07,"MISS FT by OGLE,JOHN",,,,,,,"MISS FT by OGLE,JOHN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:07,"GOOD FT by OGLE,JOHN",62 (+1),,61,,HC 62-61 (+1),,"GOOD FT by OGLE,JOHN",2
03:54,,,,,"MISS LAYUP by CHAYKOWSKY,ZACK",,,"MISS LAYUP by CHAYKOWSKY,ZACK",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
03:53,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
03:53,,62,,62,"GOOD FT by JACOBS,OWEN",BCM 62-62 (0),,"GOOD FT by JACOBS,OWEN",2
03:53,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
03:53,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
03:52,,62,,63 (+1),"GOOD FT by JACOBS,OWEN",BCM 62-63 (-1),,"GOOD FT by JACOBS,OWEN",2
03:37,"GOOD 3PTR by ALDOUS,HANK",65 (+2),,63,,HC 65-63 (+2),,"GOOD 3PTR by ALDOUS,HANK",2
--,"ASSIST  by VANCE,LUKE",,,,,,,"ASSIST  by VANCE,LUKE",2
03:19,,,,,"MISS JUMPER by HARVILLE,TYLER",,,"MISS JUMPER by HARVILLE,TYLER",2
--,,,,,"REBOUND OFF by MCCLOUD,LEE",,,"REBOUND OFF by MCCLOUD,LEE",2
03:19,"FOUL  by BARRETT,JORDAN",,,,,,,"FOUL  by BARRETT,JORDAN",2
03:19,,,,,"MISS FT by MCCLOUD,LEE",,,"MISS FT by MCCLOUD,LEE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:19,,65 (+1),,64,"GOOD FT by MCCLOUD,LEE",BCM 65-64 (+1),,"GOOD FT by MCCLOUD,LEE",2
02:52,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",,,"FOUL  by ELLINGSWORTH,COLEMAN",2
02:52,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",,,"FOUL  by ELLINGSWORTH,COLEMAN",2
02:52,"GOOD FT by BARRETT,JORDAN",66 (+2),,64,,HC 66-64 (+2),,"GOOD FT by BARRETT,JORDAN",2
02:52,"MISS FT by BARRETT,JORDAN",,,,,,,"MISS FT by BARRETT,JORDAN",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
02:39,,66,,66,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 66-66 (0),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
--,,,,,"ASSIST  by MCCLOUD,LEE",,,"ASSIST  by MCCLOUD,LEE",2
02:16,,,,,"FOUL  by CHAYKOWSKY,ZACK",,,"FOUL  by CHAYKOWSKY,ZACK",2
02:16,"GOOD FT by ALDOUS,HANK",67 (+1),,66,,HC 67-66 (+1),,"GOOD FT by ALDOUS,HANK",2
02:16,"GOOD FT by ALDOUS,HANK",68 (+2),,66,,HC 68-66 (+2),,"GOOD FT by ALDOUS,HANK",2
02:16,"MISS FT by ALDOUS,HANK",,,,,,,"MISS FT by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by MCCLOUD,LEE",,,"REBOUND DEF by MCCLOUD,LEE",2
02:12,,,,,"MISS 3PTR by HARVILLE,TYLER",,,"MISS 3PTR by HARVILLE,TYLER",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
01:52,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:39,"TURNOVER  by BARRETT,JORDAN",,,,,,,"TURNOVER  by BARRETT,JORDAN",2
01:39,,,,,"STEAL  by JACOBS,OWEN",,,"STEAL  by JACOBS,OWEN",2
01:39,"FOUL  by BARRETT,JORDAN",,,,,,,"FOUL  by BARRETT,JORDAN",2
01:39,,,,,"MISS FT by JACOBS,OWEN",,,"MISS FT by JACOBS,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:39,,68 (+1),,67,"GOOD FT by JACOBS,OWEN",BCM 68-67 (+1),,"GOOD FT by JACOBS,OWEN",2
01:35,,,,,"FOUL  by CHAYKOWSKY,ZACK",,,"FOUL  by CHAYKOWSKY,ZACK",2
01:35,"GOOD FT by LITTLEFIELD,GEAREN",69 (+2),,67,,HC 69-67 (+2),,"GOOD FT by LITTLEFIELD,GEAREN",2
01:35,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
01:29,,,,,"FOUL  by HARVILLE,TYLER",,,"FOUL  by HARVILLE,TYLER",2
01:29,,69 (+1),,68,"GOOD FT by MCCLOUD,LEE",BCM 69-68 (+1),,"GOOD FT by MCCLOUD,LEE",2
01:29,,69,,69,"GOOD FT by MCCLOUD,LEE",BCM 69-69 (0),,"GOOD FT by MCCLOUD,LEE",2
01:17,"GOOD LAYUP by VANCE,LUKE(in the paint)",71 (+2),,69,,HC 71-69 (+2),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
01:01,,,,,"MISS LAYUP by MCCLOUD,LEE",,,"MISS LAYUP by MCCLOUD,LEE",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
00:50,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:45,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",73 (+4),,69,,HC 73-69 (+4),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,"ASSIST  by ALDOUS,HANK",,,,,,,"ASSIST  by ALDOUS,HANK",2
00:30,,73 (+3),,70,"GOOD FT by MCCLOUD,LEE",BCM 73-70 (+3),,"GOOD FT by MCCLOUD,LEE",2
00:30,,73 (+2),,71,"GOOD FT by MCCLOUD,LEE",BCM 73-71 (+2),,"GOOD FT by MCCLOUD,LEE",2
00:27,"FOUL  by BARRETT,JORDAN",,,,,,,"FOUL  by BARRETT,JORDAN",2
00:27,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
00:27,"SUB OUT by BARRETT,JORDAN",,,,,,,"SUB OUT by BARRETT,JORDAN",2
00:21,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
00:21,"GOOD FT by ALDOUS,HANK",74 (+3),,71,,HC 74-71 (+3),,"GOOD FT by ALDOUS,HANK",2
00:21,"GOOD FT by ALDOUS,HANK",75 (+4),,71,,HC 75-71 (+4),,"GOOD FT by ALDOUS,HANK",2
00:17,,,,,"MISS 3PTR by HARVILLE,TYLER",,,"MISS 3PTR by HARVILLE,TYLER",2
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",2
00:14,"GOOD FT by VANCE,LUKE",76 (+5),,71,,HC 76-71 (+5),,"GOOD FT by VANCE,LUKE",2
00:14,"GOOD FT by VANCE,LUKE",77 (+6),,71,,HC 77-71 (+6),,"GOOD FT by VANCE,LUKE",2
00:09,,77 (+4),,73,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 77-73 (+4),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
--,,,,,"ASSIST  by HARVILLE,TYLER",,,"ASSIST  by HARVILLE,TYLER",2
00:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:07,,,,,"FOUL  by CHAYKOWSKY,ZACK",,,"FOUL  by CHAYKOWSKY,ZACK",2
00:07,"GOOD FT by ALDOUS,HANK",78 (+5),,73,,HC 78-73 (+5),,"GOOD FT by ALDOUS,HANK",2
00:07,"GOOD FT by ALDOUS,HANK",79 (+6),,73,,HC 79-73 (+6),,"GOOD FT by ALDOUS,HANK",2
00:07,,,,,"SUB IN by POWELL,SAMUEL",,,"SUB IN by POWELL,SAMUEL",2
00:07,,,,,"SUB OUT by CHAYKOWSKY,ZACK",,,"SUB OUT by CHAYKOWSKY,ZACK",2
00:04,,,,,"MISS 3PTR by HARVILLE,TYLER",,,"MISS 3PTR by HARVILLE,TYLER",2
--,,,,,"REBOUND OFF by POWELL,SAMUEL",,,"REBOUND OFF by POWELL,SAMUEL",2
00:00,,,,,"MISS 3PTR by POWELL,SAMUEL",,,"MISS 3PTR by POWELL,SAMUEL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
