Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
11:14,,51 (+10),,41,"GOOD JUMPER by MCCULLOUGH,JACOB",SEWANEE 51-41 (+10),,"GOOD JUMPER by MCCULLOUGH,JACOB",2
10:55,"MISS 3PTR by STEELE,AARON",,,,,,,"MISS 3PTR by STEELE,AARON",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
10:44,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
10:41,,51 (+8),,43,"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 51-43 (+8),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
10:41,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
10:41,,51 (+7),,44,"GOOD FT by CARTER,KESHONN",SEWANEE 51-44 (+7),,"GOOD FT by CARTER,KESHONN",2
10:41,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
10:41,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",2
10:41,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
10:41,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
10:41,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
10:41,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
10:23,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
10:23,"GOOD FT by VANCE,LUKE",52 (+8),,44,,HC 52-44 (+8),,"GOOD FT by VANCE,LUKE",2
10:22,"GOOD FT by VANCE,LUKE",53 (+9),,44,,HC 53-44 (+9),,"GOOD FT by VANCE,LUKE",2
10:22,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
10:22,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
10:08,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
09:46,"MISS LAYUP by ALDOUS,HANK",,,,,,,"MISS LAYUP by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
09:34,,53 (+7),,46,"GOOD JUMPER by WILLIAMS,JORDEN",SEWANEE 53-46 (+7),,"GOOD JUMPER by WILLIAMS,JORDEN",2
09:10,"GOOD LAYUP by ALDOUS,HANK(in the paint)",55 (+9),,46,,HC 55-46 (+9),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
--,"ASSIST  by NIKOLOVSKI,DREW",,,,,,,"ASSIST  by NIKOLOVSKI,DREW",2
08:54,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
08:51,,55 (+7),,48,"GOOD JUMPER by CARTER,KESHONN(in the paint)",SEWANEE 55-48 (+7),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
08:50,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:50,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
08:50,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
08:50,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
08:50,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
08:37,"MISS LAYUP by VANCE,LUKE",,,,,,,"MISS LAYUP by VANCE,LUKE",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
08:18,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",2
08:04,"MISS LAYUP by VANCE,LUKE",,,,,,,"MISS LAYUP by VANCE,LUKE",2
08:04,,,,,"BLOCK  by CARTER,KESHONN",,,"BLOCK  by CARTER,KESHONN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:00,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:00,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
08:00,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
07:47,"GOOD LAYUP by OGLE,JOHN(in the paint)",57 (+9),,48,,HC 57-48 (+9),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
--,"ASSIST  by VANCE,LUKE",,,,,,,"ASSIST  by VANCE,LUKE",2
07:23,,57 (+7),,50,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",SEWANEE 57-50 (+7),,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",2
06:56,"GOOD LAYUP by OGLE,JOHN(in the paint)",59 (+9),,50,,HC 59-50 (+9),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
--,"ASSIST  by GUMM,GABE",,,,,,,"ASSIST  by GUMM,GABE",2
06:38,,59 (+6),,53,"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 59-53 (+6),,"GOOD 3PTR by WILLIAMS,JORDEN",2
06:12,"GOOD LAYUP by VANCE,LUKE(in the paint)",61 (+8),,53,,HC 61-53 (+8),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
05:55,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:54,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
05:54,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
05:54,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
05:54,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
05:54,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
05:54,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
05:49,"FOUL  by ALDOUS,HANK",,,,,,,"FOUL  by ALDOUS,HANK",2
05:49,,,,,"MISS FT by WILLIAMS,JORDEN",,,"MISS FT by WILLIAMS,JORDEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:49,,61 (+7),,54,"GOOD FT by WILLIAMS,JORDEN",SEWANEE 61-54 (+7),,"GOOD FT by WILLIAMS,JORDEN",2
05:34,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",2
05:34,"GOOD FT by OGLE,JOHN",62 (+8),,54,,HC 62-54 (+8),,"GOOD FT by OGLE,JOHN",2
05:34,"GOOD FT by OGLE,JOHN",63 (+9),,54,,HC 63-54 (+9),,"GOOD FT by OGLE,JOHN",2
05:34,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
05:34,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
05:19,,,,,"TURNOVER  by MCCULLOUGH,JACOB",,,"TURNOVER  by MCCULLOUGH,JACOB",2
05:18,"STEAL  by ALDOUS,HANK",,,,,,,"STEAL  by ALDOUS,HANK",2
05:12,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND OFF by VANCE,LUKE",,,,,,,"REBOUND OFF by VANCE,LUKE",2
05:10,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
05:10,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:10,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:10,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
05:10,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
04:59,"FOUL  by GUMM,GABE",,,,,,,"FOUL  by GUMM,GABE",2
04:58,,63 (+8),,55,"GOOD FT by WILLIAMS,JORDEN",SEWANEE 63-55 (+8),,"GOOD FT by WILLIAMS,JORDEN",2
04:58,,63 (+7),,56,"GOOD FT by WILLIAMS,JORDEN",SEWANEE 63-56 (+7),,"GOOD FT by WILLIAMS,JORDEN",2
04:39,"TURNOVER  by GUMM,GABE",,,,,,,"TURNOVER  by GUMM,GABE",2
04:38,,,,,"STEAL  by CALDWELL,MARCELLUS",,,"STEAL  by CALDWELL,MARCELLUS",2
04:35,"FOUL  by GUMM,GABE",,,,,,,"FOUL  by GUMM,GABE",2
04:35,,63 (+6),,57,"GOOD FT by WILLIAMS,JORDEN",SEWANEE 63-57 (+6),,"GOOD FT by WILLIAMS,JORDEN",2
04:32,,,,,"MISS FT by WILLIAMS,JORDEN",,,"MISS FT by WILLIAMS,JORDEN",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
04:23,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:04,"MISS LAYUP by OGLE,JOHN",,,,,,,"MISS LAYUP by OGLE,JOHN",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
03:53,,63 (+4),,59,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",SEWANEE 63-59 (+4),,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",2
03:25,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND OFF by VANCE,LUKE",,,,,,,"REBOUND OFF by VANCE,LUKE",2
03:22,"MISS LAYUP by VANCE,LUKE",,,,,,,"MISS LAYUP by VANCE,LUKE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:20,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
03:20,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
03:08,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
03:08,,63 (+3),,60,"GOOD FT by MCCULLOUGH,JACOB",SEWANEE 63-60 (+3),,"GOOD FT by MCCULLOUGH,JACOB",2
03:08,,63 (+2),,61,"GOOD FT by MCCULLOUGH,JACOB",SEWANEE 63-61 (+2),,"GOOD FT by MCCULLOUGH,JACOB",2
03:08,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
03:08,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
02:53,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",2
02:53,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:53,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
02:53,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
02:53,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
02:36,,,,,"MISS LAYUP by CALDWELL,MARCELLUS",,,"MISS LAYUP by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND OFF by VEAL,ROBERT",,,"REBOUND OFF by VEAL,ROBERT",2
02:05,,,,,"MISS 3PTR by VEAL,ROBERT",,,"MISS 3PTR by VEAL,ROBERT",2
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",2
01:47,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
01:47,,63 (+1),,62,"GOOD FT by CARTER,KESHONN",SEWANEE 63-62 (+1),,"GOOD FT by CARTER,KESHONN",2
01:47,,63,,63,"GOOD FT by CARTER,KESHONN",SEWANEE 63-63 (0),,"GOOD FT by CARTER,KESHONN",2
01:47,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
01:47,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
01:36,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
01:36,"MISS FT by GUMM,GABE",,,,,,,"MISS FT by GUMM,GABE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:36,"GOOD FT by GUMM,GABE",64 (+1),,63,,HC 64-63 (+1),,"GOOD FT by GUMM,GABE",2
01:36,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
01:36,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
01:24,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",2
01:02,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:51,"GOOD LAYUP by VANCE,LUKE(in the paint)",66 (+3),,63,,HC 66-63 (+3),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,"ASSIST  by GUMM,GABE",,,,,,,"ASSIST  by GUMM,GABE",2
00:36,,,,,"MISS LAYUP by CARTER,KESHONN",,,"MISS LAYUP by CARTER,KESHONN",2
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",2
00:36,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
00:36,"GOOD FT by VANCE,LUKE",67 (+4),,63,,HC 67-63 (+4),,"GOOD FT by VANCE,LUKE",2
00:36,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
00:28,,67 (+2),,65,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",SEWANEE 67-65 (+2),,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",2
00:28,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:28,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
00:28,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
00:23,"GOOD LAYUP by VANCE,LUKE(in the paint)",69 (+4),,65,,HC 69-65 (+4),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,"ASSIST  by GUMM,GABE",,,,,,,"ASSIST  by GUMM,GABE",2
00:23,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
00:22,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,,,,,"REBOUND DEF by WILLIAMS,JORDEN",,,"REBOUND DEF by WILLIAMS,JORDEN",2
00:15,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",2
00:15,"GOOD FT by ALDOUS,HANK",70 (+5),,65,,HC 70-65 (+5),,"GOOD FT by ALDOUS,HANK",2
00:14,"GOOD FT by ALDOUS,HANK",71 (+6),,65,,HC 71-65 (+6),,"GOOD FT by ALDOUS,HANK",2
00:14,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
00:14,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
00:08,,71 (+3),,68,"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 71-68 (+3),,"GOOD 3PTR by WILLIAMS,JORDEN",2
00:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:08,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
00:08,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
00:07,"FOUL  by GUMM,GABE",,,,,,,"FOUL  by GUMM,GABE",2
00:07,,71 (+2),,69,"GOOD FT by WILLIAMS,JORDEN",SEWANEE 71-69 (+2),,"GOOD FT by WILLIAMS,JORDEN",2
00:07,,71 (+1),,70,"GOOD FT by WILLIAMS,JORDEN",SEWANEE 71-70 (+1),,"GOOD FT by WILLIAMS,JORDEN",2
00:07,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
00:07,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
00:06,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",2
00:05,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
00:05,"GOOD FT by ALDOUS,HANK",72 (+2),,70,,HC 72-70 (+2),,"GOOD FT by ALDOUS,HANK",2
00:05,"GOOD FT by ALDOUS,HANK",73 (+3),,70,,HC 73-70 (+3),,"GOOD FT by ALDOUS,HANK",2
00:03,"FOUL  by GUMM,GABE",,,,,,,"FOUL  by GUMM,GABE",2
00:03,,73 (+2),,71,"GOOD FT by WILLIAMS,JORDEN",SEWANEE 73-71 (+2),,"GOOD FT by WILLIAMS,JORDEN",2
00:03,,,,,"MISS FT by WILLIAMS,JORDEN",,,"MISS FT by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
00:03,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
00:03,"SUB OUT by GUMM,GABE",,,,,,,"SUB OUT by GUMM,GABE",2
00:00,,,,,"MISS LAYUP by CARTER,KESHONN",,,"MISS LAYUP by CARTER,KESHONN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
