Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,ETBUM,Game Score,Team Indicator,Play,Period
17:13,,37,,44 (+7),"GOOD FT by FELICIA,JUSTIN",ETBUM 37-44 (-7),,"GOOD FT by FELICIA,JUSTIN",2
16:53,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
16:31,,,,,"MISS 3PTR by THOMPSON,ERBY",,,"MISS 3PTR by THOMPSON,ERBY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:06,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by MITCHELL,JUNIOR",,,"REBOUND DEF by MITCHELL,JUNIOR",2
15:45,"FOUL  by GUMM,GABE",,,,,,,"FOUL  by GUMM,GABE",2
15:45,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
15:31,,37,,46 (+9),"GOOD LAYUP by SAMUEL,JAMIL(in the paint)",ETBUM 37-46 (-9),,"GOOD LAYUP by SAMUEL,JAMIL(in the paint)",2
--,,,,,"ASSIST  by AUGUSTINE,DYLAN",,,"ASSIST  by AUGUSTINE,DYLAN",2
15:06,"TURNOVER  by GUMM,GABE",,,,,,,"TURNOVER  by GUMM,GABE",2
15:06,"FOUL  by GUMM,GABE",,,,,,,"FOUL  by GUMM,GABE",2
15:06,,,,,"SUB IN by DAY,TYLER",,,"SUB IN by DAY,TYLER",2
15:06,,,,,"SUB OUT by MITCHELL,JUNIOR",,,"SUB OUT by MITCHELL,JUNIOR",2
14:55,,,,,"MISS 3PTR by DAY,TYLER",,,"MISS 3PTR by DAY,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:52,,,,,"FOUL  by SAMUEL,JAMIL",,,"FOUL  by SAMUEL,JAMIL",2
14:37,,,,,"FOUL  by AUGUSTINE,DYLAN",,,"FOUL  by AUGUSTINE,DYLAN",2
14:30,,,,,"FOUL  by AUGUSTINE,DYLAN",,,"FOUL  by AUGUSTINE,DYLAN",2
14:28,"GOOD LAYUP by VANCE,LUKE(in the paint)",39,,46 (+7),,HC 39-46 (-7),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,"ASSIST  by GUMM,GABE",,,,,,,"ASSIST  by GUMM,GABE",2
14:10,,39,,49 (+10),"GOOD 3PTR by DAY,TYLER",ETBUM 39-49 (-10),,"GOOD 3PTR by DAY,TYLER",2
--,,,,,"ASSIST  by THOMPSON,ERBY",,,"ASSIST  by THOMPSON,ERBY",2
13:45,,,,,"FOUL  by SAMUEL,JAMIL",,,"FOUL  by SAMUEL,JAMIL",2
13:45,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:45,"GOOD FT by VANCE,LUKE",40,,49 (+9),,HC 40-49 (-9),,"GOOD FT by VANCE,LUKE",2
13:45,,,,,"SUB IN by ATKINS,BRET",,,"SUB IN by ATKINS,BRET",2
13:45,,,,,"SUB OUT by THOMPSON,ERBY",,,"SUB OUT by THOMPSON,ERBY",2
13:23,,40,,51 (+11),"GOOD LAYUP by DAY,TYLER(in the paint)",ETBUM 40-51 (-11),,"GOOD LAYUP by DAY,TYLER(in the paint)",2
13:23,"FOUL  by GUMM,GABE",,,,,,,"FOUL  by GUMM,GABE",2
13:23,,,,,"MISS FT by DAY,TYLER",,,"MISS FT by DAY,TYLER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:23,,,,,"SUB IN by GRAY,AHNRE",,,"SUB IN by GRAY,AHNRE",2
13:23,,,,,"SUB OUT by SAMUEL,JAMIL",,,"SUB OUT by SAMUEL,JAMIL",2
13:21,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
13:21,"SUB OUT by GUMM,GABE",,,,,,,"SUB OUT by GUMM,GABE",2
13:05,"GOOD LAYUP by VANCE,LUKE(in the paint)",42,,51 (+9),,HC 42-51 (-9),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
12:53,,42,,54 (+12),"GOOD 3PTR by ATKINS,BRET",ETBUM 42-54 (-12),,"GOOD 3PTR by ATKINS,BRET",2
--,,,,,"ASSIST  by DAY,TYLER",,,"ASSIST  by DAY,TYLER",2
12:33,"GOOD LAYUP by VANCE,LUKE(in the paint)",44,,54 (+10),,HC 44-54 (-10),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
12:22,,44,,56 (+12),"GOOD LAYUP by GRAY,AHNRE(in the paint)",ETBUM 44-56 (-12),,"GOOD LAYUP by GRAY,AHNRE(in the paint)",2
11:50,"MISS LAYUP by ALDOUS,HANK",,,,,,,"MISS LAYUP by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by FELICIA,JUSTIN",,,"REBOUND DEF by FELICIA,JUSTIN",2
11:27,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
11:27,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
11:27,,44,,57 (+13),"GOOD FT by AUGUSTINE,DYLAN",ETBUM 44-57 (-13),,"GOOD FT by AUGUSTINE,DYLAN",2
11:27,,44,,58 (+14),"GOOD FT by AUGUSTINE,DYLAN",ETBUM 44-58 (-14),,"GOOD FT by AUGUSTINE,DYLAN",2
11:27,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
11:27,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
11:16,,,,,"FOUL  by GRAY,AHNRE",,,"FOUL  by GRAY,AHNRE",2
11:16,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:16,"GOOD FT by VANCE,LUKE",45,,58 (+13),,HC 45-58 (-13),,"GOOD FT by VANCE,LUKE",2
11:04,,45,,60 (+15),"GOOD LAYUP by GRAY,AHNRE(in the paint)",ETBUM 45-60 (-15),,"GOOD LAYUP by GRAY,AHNRE(in the paint)",2
10:39,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",2
10:39,,,,,"SUB IN by SAMUEL,JAMIL",,,"SUB IN by SAMUEL,JAMIL",2
10:39,,,,,"SUB IN by THOMPSON,ERBY",,,"SUB IN by THOMPSON,ERBY",2
10:39,,,,,"SUB IN by MITCHELL,JUNIOR",,,"SUB IN by MITCHELL,JUNIOR",2
10:39,,,,,"SUB OUT by GRAY,AHNRE",,,"SUB OUT by GRAY,AHNRE",2
10:39,,,,,"SUB OUT by DAY,TYLER",,,"SUB OUT by DAY,TYLER",2
10:39,,,,,"SUB OUT by AUGUSTINE,DYLAN",,,"SUB OUT by AUGUSTINE,DYLAN",2
10:27,,,,,"TURNOVER  by MITCHELL,JUNIOR",,,"TURNOVER  by MITCHELL,JUNIOR",2
10:04,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
10:04,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:31,,,,,"MISS LAYUP by MITCHELL,JUNIOR",,,"MISS LAYUP by MITCHELL,JUNIOR",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
09:15,,,,,"FOUL  by SAMUEL,JAMIL",,,"FOUL  by SAMUEL,JAMIL",2
09:15,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:15,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,,,,,"REBOUND DEF by GRAY,AHNRE",,,"REBOUND DEF by GRAY,AHNRE",2
09:15,,,,,"SUB IN by GRAY,AHNRE",,,"SUB IN by GRAY,AHNRE",2
09:15,,,,,"SUB IN by AUGUSTINE,DYLAN",,,"SUB IN by AUGUSTINE,DYLAN",2
09:15,,,,,"SUB OUT by SAMUEL,JAMIL",,,"SUB OUT by SAMUEL,JAMIL",2
09:15,,,,,"SUB OUT by ATKINS,BRET",,,"SUB OUT by ATKINS,BRET",2
09:05,,,,,"MISS LAYUP by GRAY,AHNRE",,,"MISS LAYUP by GRAY,AHNRE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:50,,45,,62 (+17),"GOOD LAYUP by FELICIA,JUSTIN(in the paint)",ETBUM 45-62 (-17),,"GOOD LAYUP by FELICIA,JUSTIN(in the paint)",2
--,,,,,"ASSIST  by GRAY,AHNRE",,,"ASSIST  by GRAY,AHNRE",2
08:35,"MISS DUNK by ALDOUS,HANK",,,,,,,"MISS DUNK by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by FELICIA,JUSTIN",,,"REBOUND DEF by FELICIA,JUSTIN",2
08:26,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
08:26,,,,,"MISS FT by MITCHELL,JUNIOR",,,"MISS FT by MITCHELL,JUNIOR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:26,,,,,"MISS FT by MITCHELL,JUNIOR",,,"MISS FT by MITCHELL,JUNIOR",2
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",2
08:13,"GOOD LAYUP by ALDOUS,HANK(in the paint)",47,,62 (+15),,HC 47-62 (-15),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
--,"ASSIST  by VANCE,LUKE",,,,,,,"ASSIST  by VANCE,LUKE",2
08:01,,,,,"TURNOVER  by AUGUSTINE,DYLAN",,,"TURNOVER  by AUGUSTINE,DYLAN",2
08:01,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:50,"MISS LAYUP by VANCE,LUKE",,,,,,,"MISS LAYUP by VANCE,LUKE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:39,"MISS LAYUP by VANCE,LUKE",,,,,,,"MISS LAYUP by VANCE,LUKE",2
--,,,,,"REBOUND DEF by GRAY,AHNRE",,,"REBOUND DEF by GRAY,AHNRE",2
07:19,,47,,65 (+18),"GOOD 3PTR by THOMPSON,ERBY",ETBUM 47-65 (-18),,"GOOD 3PTR by THOMPSON,ERBY",2
--,,,,,"ASSIST  by GRAY,AHNRE",,,"ASSIST  by GRAY,AHNRE",2
07:00,"MISS JUMPER by OGLE,JOHN",,,,,,,"MISS JUMPER by OGLE,JOHN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:56,"FOUL  by ALDOUS,HANK",,,,,,,"FOUL  by ALDOUS,HANK",2
06:56,,47,,66 (+19),"GOOD FT by AUGUSTINE,DYLAN",ETBUM 47-66 (-19),,"GOOD FT by AUGUSTINE,DYLAN",2
06:56,,47,,67 (+20),"GOOD FT by AUGUSTINE,DYLAN",ETBUM 47-67 (-20),,"GOOD FT by AUGUSTINE,DYLAN",2
06:56,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
06:56,"SUB IN by GUMM,GABE",,,,,,,"SUB IN by GUMM,GABE",2
06:56,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
06:56,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
06:56,,,,,"SUB IN by DAY,TYLER",,,"SUB IN by DAY,TYLER",2
06:56,,,,,"SUB OUT by MITCHELL,JUNIOR",,,"SUB OUT by MITCHELL,JUNIOR",2
06:45,"MISS JUMPER by NIKOLOVSKI,DREW",,,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by FELICIA,JUSTIN",,,"REBOUND DEF by FELICIA,JUSTIN",2
06:34,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",2
06:34,,,,,"MISS FT by GRAY,AHNRE",,,"MISS FT by GRAY,AHNRE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:34,,47,,68 (+21),"GOOD FT by GRAY,AHNRE",ETBUM 47-68 (-21),,"GOOD FT by GRAY,AHNRE",2
06:18,,,,,"SUB IN by SAMUEL,JAMIL",,,"SUB IN by SAMUEL,JAMIL",2
06:18,,,,,"SUB OUT by GRAY,AHNRE",,,"SUB OUT by GRAY,AHNRE",2
06:01,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by FELICIA,JUSTIN",,,"REBOUND DEF by FELICIA,JUSTIN",2
05:39,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",2
05:39,,,,,"MISS FT by SAMUEL,JAMIL",,,"MISS FT by SAMUEL,JAMIL",2
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",2
05:39,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
05:39,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",2
05:27,,,,,"FOUL  by AUGUSTINE,DYLAN",,,"FOUL  by AUGUSTINE,DYLAN",2
05:27,"MISS FT by ALDOUS,HANK",,,,,,,"MISS FT by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by SAMUEL,JAMIL",,,"REBOUND DEF by SAMUEL,JAMIL",2
05:27,,,,,"SUB IN by ATKINS,BRET",,,"SUB IN by ATKINS,BRET",2
05:27,,,,,"SUB OUT by AUGUSTINE,DYLAN",,,"SUB OUT by AUGUSTINE,DYLAN",2
05:04,,47,,70 (+23),"GOOD DUNK by SAMUEL,JAMIL(in the paint)",ETBUM 47-70 (-23),,"GOOD DUNK by SAMUEL,JAMIL(in the paint)",2
--,,,,,"ASSIST  by THOMPSON,ERBY",,,"ASSIST  by THOMPSON,ERBY",2
04:48,"MISS LAYUP by OGLE,JOHN",,,,,,,"MISS LAYUP by OGLE,JOHN",2
04:48,,,,,"BLOCK  by SAMUEL,JAMIL",,,"BLOCK  by SAMUEL,JAMIL",2
--,"REBOUND OFF by GUMM,GABE",,,,,,,"REBOUND OFF by GUMM,GABE",2
04:43,"GOOD DUNK by ALDOUS,HANK(in the paint)",49,,70 (+21),,HC 49-70 (-21),,"GOOD DUNK by ALDOUS,HANK(in the paint)",2
--,"ASSIST  by GUMM,GABE",,,,,,,"ASSIST  by GUMM,GABE",2
04:41,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:30,"FOUL  by GUMM,GABE",,,,,,,"FOUL  by GUMM,GABE",2
04:30,,,,,"MISS FT by DAY,TYLER",,,"MISS FT by DAY,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:30,,49,,71 (+22),"GOOD FT by DAY,TYLER",ETBUM 49-71 (-22),,"GOOD FT by DAY,TYLER",2
04:30,"SUB IN by BARRETT,JORDAN",,,,,,,"SUB IN by BARRETT,JORDAN",2
04:30,"SUB OUT by GUMM,GABE",,,,,,,"SUB OUT by GUMM,GABE",2
04:16,"MISS JUMPER by ALDOUS,HANK",,,,,,,"MISS JUMPER by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by FELICIA,JUSTIN",,,"REBOUND DEF by FELICIA,JUSTIN",2
04:07,,,,,"TURNOVER  by DAY,TYLER",,,"TURNOVER  by DAY,TYLER",2
04:05,"STEAL  by ALDOUS,HANK",,,,,,,"STEAL  by ALDOUS,HANK",2
04:02,"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",51,,71 (+20),,HC 51-71 (-20),,"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",2
--,"ASSIST  by BARRETT,JORDAN",,,,,,,"ASSIST  by BARRETT,JORDAN",2
03:52,,,,,"TURNOVER  by THOMPSON,ERBY",,,"TURNOVER  by THOMPSON,ERBY",2
03:51,"STEAL  by NIKOLOVSKI,DREW",,,,,,,"STEAL  by NIKOLOVSKI,DREW",2
03:44,,,,,"FOUL  by FELICIA,JUSTIN",,,"FOUL  by FELICIA,JUSTIN",2
03:44,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:44,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by FELICIA,JUSTIN",,,"REBOUND DEF by FELICIA,JUSTIN",2
03:44,,,,,"SUB IN by AUGUSTINE,DYLAN",,,"SUB IN by AUGUSTINE,DYLAN",2
03:44,,,,,"SUB IN by HERRING,CHAD",,,"SUB IN by HERRING,CHAD",2
03:44,,,,,"SUB IN by MITCHELL,JUNIOR",,,"SUB IN by MITCHELL,JUNIOR",2
03:44,,,,,"SUB OUT by DAY,TYLER",,,"SUB OUT by DAY,TYLER",2
03:44,,,,,"SUB OUT by THOMPSON,ERBY",,,"SUB OUT by THOMPSON,ERBY",2
03:44,,,,,"SUB OUT by SAMUEL,JAMIL",,,"SUB OUT by SAMUEL,JAMIL",2
03:37,,51,,73 (+22),"GOOD LAYUP by HERRING,CHAD(fastbreak)(in the paint)",ETBUM 51-73 (-22),,"GOOD LAYUP by HERRING,CHAD(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by AUGUSTINE,DYLAN",,,"ASSIST  by AUGUSTINE,DYLAN",2
03:29,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by MITCHELL,JUNIOR",,,"REBOUND DEF by MITCHELL,JUNIOR",2
03:23,,,,,"TURNOVER  by ATKINS,BRET",,,"TURNOVER  by ATKINS,BRET",2
03:23,,,,,"FOUL  by ATKINS,BRET",,,"FOUL  by ATKINS,BRET",2
03:23,"GOOD FT by ALDOUS,HANK",52,,73 (+21),,HC 52-73 (-21),,"GOOD FT by ALDOUS,HANK",2
03:23,"GOOD FT by ALDOUS,HANK",53,,73 (+20),,HC 53-73 (-20),,"GOOD FT by ALDOUS,HANK",2
03:18,,,,,"TURNOVER  by HERRING,CHAD",,,"TURNOVER  by HERRING,CHAD",2
03:10,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND OFF by NIKOLOVSKI,DREW",,,,,,,"REBOUND OFF by NIKOLOVSKI,DREW",2
03:03,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",2
--,"REBOUND OFF by NIKOLOVSKI,DREW",,,,,,,"REBOUND OFF by NIKOLOVSKI,DREW",2
03:01,,,,,"MISS FT by ATKINS,BRET",,,"MISS FT by ATKINS,BRET",2
03:01,"TURNOVER  by NIKOLOVSKI,DREW",,,,,,,"TURNOVER  by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",2
03:01,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",55,,73 (+18),,HC 55-73 (-18),,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",2
03:01,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
03:00,"FOUL  by BARRETT,JORDAN",,,,,,,"FOUL  by BARRETT,JORDAN",2
02:59,,55,,75 (+20),"GOOD LAYUP by AUGUSTINE,DYLAN(fastbreak)(in the paint)",ETBUM 55-75 (-20),,"GOOD LAYUP by AUGUSTINE,DYLAN(fastbreak)(in the paint)",2
02:30,,55,,76 (+21),"GOOD FT by ATKINS,BRET",ETBUM 55-76 (-21),,"GOOD FT by ATKINS,BRET",2
02:27,"GOOD LAYUP by ALDOUS,HANK(in the paint)",57,,76 (+19),,HC 57-76 (-19),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
02:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:27,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
02:27,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
02:22,,57,,78 (+21),"GOOD LAYUP by GRAY,AHNRE(fastbreak)(in the paint)",ETBUM 57-78 (-21),,"GOOD LAYUP by GRAY,AHNRE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MITCHELL,JUNIOR",,,"ASSIST  by MITCHELL,JUNIOR",2
02:08,"MISS JUMPER by NIKOLOVSKI,DREW",,,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by AUGUSTINE,DYLAN",,,"REBOUND DEF by AUGUSTINE,DYLAN",2
01:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:59,"SUB IN by SHEPPARD,MARK",,,,,,,"SUB IN by SHEPPARD,MARK",2
01:59,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",2
01:59,"SUB IN by CRISWELL,SEAN",,,,,,,"SUB IN by CRISWELL,SEAN",2
01:59,"SUB IN by BAKER,BRUCE",,,,,,,"SUB IN by BAKER,BRUCE",2
01:59,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
01:59,"SUB OUT by BARRETT,JORDAN",,,,,,,"SUB OUT by BARRETT,JORDAN",2
01:59,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",2
01:59,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
01:59,,,,,"SUB IN by THOMPSON,ERBY",,,"SUB IN by THOMPSON,ERBY",2
01:59,,,,,"SUB IN by HORTON,ERIC",,,"SUB IN by HORTON,ERIC",2
01:59,,,,,"SUB IN by GRAY,AHNRE",,,"SUB IN by GRAY,AHNRE",2
01:59,,,,,"SUB OUT by AUGUSTINE,DYLAN",,,"SUB OUT by AUGUSTINE,DYLAN",2
01:59,,,,,"SUB OUT by HERRING,CHAD",,,"SUB OUT by HERRING,CHAD",2
01:59,,,,,"SUB OUT by FELICIA,JUSTIN",,,"SUB OUT by FELICIA,JUSTIN",2
01:40,,,,,"TURNOVER  by HORTON,ERIC",,,"TURNOVER  by HORTON,ERIC",2
01:40,,,,,"FOUL  by HORTON,ERIC",,,"FOUL  by HORTON,ERIC",2
01:28,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",59,,78 (+19),,HC 59-78 (-19),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
01:28,,,,,"FOUL  by HORTON,ERIC",,,"FOUL  by HORTON,ERIC",2
01:28,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by ATKINS,BRET",,,"REBOUND DEF by ATKINS,BRET",2
01:28,,,,,"SUB IN by DAY,TYLER",,,"SUB IN by DAY,TYLER",2
01:28,,,,,"SUB OUT by MITCHELL,JUNIOR",,,"SUB OUT by MITCHELL,JUNIOR",2
01:09,"FOUL  by SHEPPARD,MARK",,,,,,,"FOUL  by SHEPPARD,MARK",2
01:09,,59,,79 (+20),"GOOD FT by ATKINS,BRET",ETBUM 59-79 (-20),,"GOOD FT by ATKINS,BRET",2
01:09,,,,,"MISS FT by ATKINS,BRET",,,"MISS FT by ATKINS,BRET",2
--,"REBOUND DEF by PARKER,BRYCE",,,,,,,"REBOUND DEF by PARKER,BRYCE",2
01:09,,,,,"SUB IN by MCCLAHAN,KERRY",,,"SUB IN by MCCLAHAN,KERRY",2
01:09,,,,,"SUB OUT by GRAY,AHNRE",,,"SUB OUT by GRAY,AHNRE",2
00:55,"MISS LAYUP by PARKER,BRYCE",,,,,,,"MISS LAYUP by PARKER,BRYCE",2
--,,,,,"REBOUND DEF by ATKINS,BRET",,,"REBOUND DEF by ATKINS,BRET",2
00:34,,,,,"MISS LAYUP by MCCLAHAN,KERRY",,,"MISS LAYUP by MCCLAHAN,KERRY",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
00:22,"TURNOVER  by LITTLEFIELD,GEAREN",,,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",2
00:19,,,,,"STEAL  by MCCLAHAN,KERRY",,,"STEAL  by MCCLAHAN,KERRY",2
