Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",2
18:32,,27,,42 (+15),"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 27-42 (+15),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,,,,,"ASSIST  by GUMM,GABE",,,"ASSIST  by GUMM,GABE",2
18:18,"MISS JUMPER by CHAYKOWSKY,ZACK",,,,,,,"MISS JUMPER by CHAYKOWSKY,ZACK",2
18:18,,,,,"BLOCK  by NIKOLOVSKI,DREW",,,"BLOCK  by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",2
18:16,"FOUL  by CHAYKOWSKY,ZACK",,,,,,,"FOUL  by CHAYKOWSKY,ZACK",2
17:56,"FOUL  by KORN,LUKAS",,,,,,,"FOUL  by KORN,LUKAS",2
17:56,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
17:56,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
17:56,"SUB OUT by CHAYKOWSKY,ZACK",,,,,,,"SUB OUT by CHAYKOWSKY,ZACK",2
17:56,"SUB OUT by KORN,LUKAS",,,,,,,"SUB OUT by KORN,LUKAS",2
17:50,,,,,"TURNOVER  by VANCE,LUKE",,,"TURNOVER  by VANCE,LUKE",2
17:49,"STEAL  by JACOBS,OWEN",,,,,,,"STEAL  by JACOBS,OWEN",2
17:47,,,,,"FOUL  by GUMM,GABE",,,"FOUL  by GUMM,GABE",2
17:35,"MISS JUMPER by JACOBS,OWEN",,,,,,,"MISS JUMPER by JACOBS,OWEN",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
17:32,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,"REBOUND OFF by MARDER,NICK",,,,,,,"REBOUND OFF by MARDER,NICK",2
17:07,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",2
17:07,,,,,"BLOCK  by VANCE,LUKE",,,"BLOCK  by VANCE,LUKE",2
--,"REBOUND OFF by ELLINGSWORTH,COLEMAN",,,,,,,"REBOUND OFF by ELLINGSWORTH,COLEMAN",2
17:04,"GOOD LAYUP by ELLINGSWORTH,COLEMAN(in the paint)",29,,42 (+13),,BCM 29-42 (+13),,"GOOD LAYUP by ELLINGSWORTH,COLEMAN(in the paint)",2
16:47,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",2
16:47,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",2
16:47,,,,,"SUB OUT by VANCE,LUKE",,,"SUB OUT by VANCE,LUKE",2
16:46,,29,,45 (+16),"GOOD 3PTR by NIKOLOVSKI,DREW",HC 29-45 (+16),,"GOOD 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"ASSIST  by GUMM,GABE",,,"ASSIST  by GUMM,GABE",2
16:32,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",2
16:32,"MISS FT by MCCLOUD,LEE",,,,,,,"MISS FT by MCCLOUD,LEE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:32,"GOOD FT by MCCLOUD,LEE",30,,45 (+15),,BCM 30-45 (+15),,"GOOD FT by MCCLOUD,LEE",2
16:27,,,,,"TURNOVER  by OGLE,JOHN",,,"TURNOVER  by OGLE,JOHN",2
16:26,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",2
16:24,"GOOD LAYUP by ELLINGSWORTH,COLEMAN(fastbreak)(in the paint)",32,,45 (+13),,BCM 32-45 (+13),,"GOOD LAYUP by ELLINGSWORTH,COLEMAN(fastbreak)(in the paint)",2
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",2
16:07,,32,,47 (+15),"GOOD JUMPER by ALDOUS,HANK",HC 32-47 (+15),,"GOOD JUMPER by ALDOUS,HANK",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
15:44,"MISS 3PTR by ELLINGSWORTH,COLEMAN",,,,,,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
15:38,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
15:26,"FOUL  by POWELL,SAMUEL",,,,,,,"FOUL  by POWELL,SAMUEL",2
15:26,"SUB IN by POWELL,SAMUEL",,,,,,,"SUB IN by POWELL,SAMUEL",2
15:26,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
15:17,,32,,50 (+18),"GOOD 3PTR by ALDOUS,HANK",HC 32-50 (+18),,"GOOD 3PTR by ALDOUS,HANK",2
--,,,,,"ASSIST  by GUMM,GABE",,,"ASSIST  by GUMM,GABE",2
14:57,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
14:36,"FOUL  by POWELL,SAMUEL",,,,,,,"FOUL  by POWELL,SAMUEL",2
14:33,,,,,"TURNOVER  by GUMM,GABE",,,"TURNOVER  by GUMM,GABE",2
14:32,"STEAL  by HARVILLE,TYLER",,,,,,,"STEAL  by HARVILLE,TYLER",2
14:29,"GOOD LAYUP by HARVILLE,TYLER(fastbreak)(in the paint)",34,,50 (+16),,BCM 34-50 (+16),,"GOOD LAYUP by HARVILLE,TYLER(fastbreak)(in the paint)",2
14:17,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",2
14:17,,34,,51 (+17),"GOOD FT by OGLE,JOHN",HC 34-51 (+17),,"GOOD FT by OGLE,JOHN",2
14:17,,34,,52 (+18),"GOOD FT by OGLE,JOHN",HC 34-52 (+18),,"GOOD FT by OGLE,JOHN",2
14:17,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:17,"SUB IN by CHAYKOWSKY,ZACK",,,,,,,"SUB IN by CHAYKOWSKY,ZACK",2
14:17,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",2
14:17,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
14:17,"SUB OUT by POWELL,SAMUEL",,,,,,,"SUB OUT by POWELL,SAMUEL",2
14:17,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",2
14:17,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",2
14:17,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",2
14:10,"GOOD LAYUP by MARDER,NICK(in the paint)",36,,52 (+16),,BCM 36-52 (+16),,"GOOD LAYUP by MARDER,NICK(in the paint)",2
13:53,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",2
13:51,"STEAL  by MARDER,NICK",,,,,,,"STEAL  by MARDER,NICK",2
13:48,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
13:22,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",2
13:22,,36,,53 (+17),"GOOD FT by ALDOUS,HANK",HC 36-53 (+17),,"GOOD FT by ALDOUS,HANK",2
13:22,,36,,54 (+18),"GOOD FT by ALDOUS,HANK",HC 36-54 (+18),,"GOOD FT by ALDOUS,HANK",2
13:12,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",2
13:12,,,,,"BLOCK  by LITTLEFIELD,GEAREN",,,"BLOCK  by LITTLEFIELD,GEAREN",2
--,"REBOUND OFF by MCCLOUD,LEE",,,,,,,"REBOUND OFF by MCCLOUD,LEE",2
12:54,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",38,,54 (+16),,BCM 38-54 (+16),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",2
--,"ASSIST  by HARVILLE,TYLER",,,,,,,"ASSIST  by HARVILLE,TYLER",2
12:34,,38,,56 (+18),"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HC 38-56 (+18),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
12:16,"GOOD JUMPER by MARDER,NICK(in the paint)",40,,56 (+16),,BCM 40-56 (+16),,"GOOD JUMPER by MARDER,NICK(in the paint)",2
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",2
12:08,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:04,"FOUL  by CHAYKOWSKY,ZACK",,,,,,,"FOUL  by CHAYKOWSKY,ZACK",2
12:04,,40,,57 (+17),"GOOD FT by NIKOLOVSKI,DREW",HC 40-57 (+17),,"GOOD FT by NIKOLOVSKI,DREW",2
12:04,,40,,58 (+18),"GOOD FT by NIKOLOVSKI,DREW",HC 40-58 (+18),,"GOOD FT by NIKOLOVSKI,DREW",2
11:55,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",2
11:55,"GOOD FT by JACOBS,OWEN",41,,58 (+17),,BCM 41-58 (+17),,"GOOD FT by JACOBS,OWEN",2
11:55,"GOOD FT by JACOBS,OWEN",42,,58 (+16),,BCM 42-58 (+16),,"GOOD FT by JACOBS,OWEN",2
11:36,,42,,60 (+18),"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HC 42-60 (+18),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
11:23,"GOOD LAYUP by MARDER,NICK(in the paint)",44,,60 (+16),,BCM 44-60 (+16),,"GOOD LAYUP by MARDER,NICK(in the paint)",2
11:04,,,,,"MISS JUMPER by ALDOUS,HANK",,,"MISS JUMPER by ALDOUS,HANK",2
--,"REBOUND DEF by MARDER,NICK",,,,,,,"REBOUND DEF by MARDER,NICK",2
10:58,"GOOD 3PTR by MCCLOUD,LEE(fastbreak)",47,,60 (+13),,BCM 47-60 (+13),,"GOOD 3PTR by MCCLOUD,LEE(fastbreak)",2
--,"ASSIST  by MARDER,NICK",,,,,,,"ASSIST  by MARDER,NICK",2
10:42,,47,,62 (+15),"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",HC 47-62 (+15),,"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",2
10:38,"SUB IN by PARK,BRANDON",,,,,,,"SUB IN by PARK,BRANDON",2
10:38,"SUB OUT by HARVILLE,TYLER",,,,,,,"SUB OUT by HARVILLE,TYLER",2
10:38,,,,,"SUB IN by PARKER,BRYCE",,,"SUB IN by PARKER,BRYCE",2
10:38,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",2
10:31,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",2
10:29,,,,,"FOUL  by NIKOLOVSKI,DREW",,,"FOUL  by NIKOLOVSKI,DREW",2
10:29,"GOOD FT by CHAYKOWSKY,ZACK",48,,62 (+14),,BCM 48-62 (+14),,"GOOD FT by CHAYKOWSKY,ZACK",2
10:29,"GOOD FT by CHAYKOWSKY,ZACK",49,,62 (+13),,BCM 49-62 (+13),,"GOOD FT by CHAYKOWSKY,ZACK",2
10:17,,,,,"MISS 3PTR by PARKER,BRYCE",,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND DEF by CHAYKOWSKY,ZACK",,,,,,,"REBOUND DEF by CHAYKOWSKY,ZACK",2
10:08,"MISS LAYUP by CHAYKOWSKY,ZACK",,,,,,,"MISS LAYUP by CHAYKOWSKY,ZACK",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
10:05,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
10:05,,,,,"MISS FT by PARKER,BRYCE",,,"MISS FT by PARKER,BRYCE",2
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",2
10:05,,,,,"SUB IN by VANCE,LUKE",,,"SUB IN by VANCE,LUKE",2
10:05,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
09:53,"GOOD LAYUP by JACOBS,OWEN(in the paint)",51,,62 (+11),,BCM 51-62 (+11),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
--,"ASSIST  by CHAYKOWSKY,ZACK",,,,,,,"ASSIST  by CHAYKOWSKY,ZACK",2
09:17,,,,,"MISS LAYUP by VANCE,LUKE",,,"MISS LAYUP by VANCE,LUKE",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
09:01,"GOOD LAYUP by PARK,BRANDON(in the paint)",53,,62 (+9),,BCM 53-62 (+9),,"GOOD LAYUP by PARK,BRANDON(in the paint)",2
08:45,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:45,,,,,"SUB IN by ALDOUS,HANK",,,"SUB IN by ALDOUS,HANK",2
08:45,,,,,"SUB OUT by PARKER,BRYCE",,,"SUB OUT by PARKER,BRYCE",2
08:43,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND OFF by NIKOLOVSKI,DREW",,,"REBOUND OFF by NIKOLOVSKI,DREW",2
08:36,,53,,65 (+12),"GOOD 3PTR by STEELE,AARON",HC 53-65 (+12),,"GOOD 3PTR by STEELE,AARON",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
08:17,,,,,"FOUL  by GUMM,GABE",,,"FOUL  by GUMM,GABE",2
08:17,"GOOD FT by PARK,BRANDON",54,,65 (+11),,BCM 54-65 (+11),,"GOOD FT by PARK,BRANDON",2
08:17,"MISS FT by PARK,BRANDON",,,,,,,"MISS FT by PARK,BRANDON",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
08:13,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
08:13,,,,,"BLOCK  by STEELE,AARON",,,"BLOCK  by STEELE,AARON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:00,"TURNOVER  by PARK,BRANDON",,,,,,,"TURNOVER  by PARK,BRANDON",2
07:59,,,,,"STEAL  by GUMM,GABE",,,"STEAL  by GUMM,GABE",2
07:45,,,,,"MISS 3PTR by ALDOUS,HANK",,,"MISS 3PTR by ALDOUS,HANK",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
07:35,"GOOD LAYUP by MARDER,NICK(fastbreak)(in the paint)",56,,65 (+9),,BCM 56-65 (+9),,"GOOD LAYUP by MARDER,NICK(fastbreak)(in the paint)",2
07:19,,,,,"TURNOVER  by NIKOLOVSKI,DREW",,,"TURNOVER  by NIKOLOVSKI,DREW",2
07:18,"STEAL  by MARDER,NICK",,,,,,,"STEAL  by MARDER,NICK",2
07:18,"GOOD LAYUP by MARDER,NICK(fastbreak)(in the paint)",58,,65 (+7),,BCM 58-65 (+7),,"GOOD LAYUP by MARDER,NICK(fastbreak)(in the paint)",2
07:07,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:07,"SUB IN by HARVILLE,TYLER",,,,,,,"SUB IN by HARVILLE,TYLER",2
06:52,,58,,67 (+9),"GOOD JUMPER by GUMM,GABE",HC 58-67 (+9),,"GOOD JUMPER by GUMM,GABE",2
06:41,"MISS 3PTR by CHAYKOWSKY,ZACK",,,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
06:41,,,,,"BLOCK  by NIKOLOVSKI,DREW",,,"BLOCK  by NIKOLOVSKI,DREW",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
06:37,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
06:21,"FOUL  by HARVILLE,TYLER",,,,,,,"FOUL  by HARVILLE,TYLER",2
06:21,,,,,"MISS FT by STEELE,AARON",,,"MISS FT by STEELE,AARON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:21,,58,,68 (+10),"GOOD FT by STEELE,AARON",HC 58-68 (+10),,"GOOD FT by STEELE,AARON",2
06:21,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
06:21,"SUB OUT by PARK,BRANDON",,,,,,,"SUB OUT by PARK,BRANDON",2
06:06,"MISS JUMPER by MARDER,NICK",,,,,,,"MISS JUMPER by MARDER,NICK",2
--,,,,,"REBOUND DEF by GUMM,GABE",,,"REBOUND DEF by GUMM,GABE",2
05:56,,,,,"MISS LAYUP by GUMM,GABE",,,"MISS LAYUP by GUMM,GABE",2
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",2
05:47,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
05:19,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",2
--,,,,,"REBOUND OFF by VANCE,LUKE",,,"REBOUND OFF by VANCE,LUKE",2
04:47,,,,,"MISS 3PTR by ALDOUS,HANK",,,"MISS 3PTR by ALDOUS,HANK",2
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",2
04:24,"MISS 3PTR by CHAYKOWSKY,ZACK",,,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
04:13,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
04:07,"GOOD 3PTR by HARVILLE,TYLER(fastbreak)",61,,68 (+7),,BCM 61-68 (+7),,"GOOD 3PTR by HARVILLE,TYLER(fastbreak)",2
04:06,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:03,"FOUL  by PARK,BRANDON",,,,,,,"FOUL  by PARK,BRANDON",2
04:03,"FOUL  by JACOBS,OWEN",,,,,,,"FOUL  by JACOBS,OWEN",2
04:03,"FOUL TECH by JACOBS,OWEN",,,,,,,"FOUL TECH by JACOBS,OWEN",2
04:03,,61,,69 (+8),"GOOD FT by GUMM,GABE",HC 61-69 (+8),,"GOOD FT by GUMM,GABE",2
04:03,,61,,70 (+9),"GOOD FT by GUMM,GABE",HC 61-70 (+9),,"GOOD FT by GUMM,GABE",2
04:03,,61,,71 (+10),"GOOD FT by GUMM,GABE",HC 61-71 (+10),,"GOOD FT by GUMM,GABE",2
04:03,,61,,72 (+11),"GOOD FT by GUMM,GABE",HC 61-72 (+11),,"GOOD FT by GUMM,GABE",2
04:03,"SUB IN by PARK,BRANDON",,,,,,,"SUB IN by PARK,BRANDON",2
04:03,"SUB OUT by CHAYKOWSKY,ZACK",,,,,,,"SUB OUT by CHAYKOWSKY,ZACK",2
03:56,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",2
--,"REBOUND OFF by MARDER,NICK",,,,,,,"REBOUND OFF by MARDER,NICK",2
03:52,"GOOD LAYUP by MARDER,NICK(in the paint)",63,,72 (+9),,BCM 63-72 (+9),,"GOOD LAYUP by MARDER,NICK(in the paint)",2
03:29,,,,,"MISS LAYUP by ALDOUS,HANK",,,"MISS LAYUP by ALDOUS,HANK",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
03:25,"SUB IN by CHAYKOWSKY,ZACK",,,,,,,"SUB IN by CHAYKOWSKY,ZACK",2
03:25,"SUB OUT by PARK,BRANDON",,,,,,,"SUB OUT by PARK,BRANDON",2
03:15,"GOOD LAYUP by JACOBS,OWEN(in the paint)",65,,72 (+7),,BCM 65-72 (+7),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
--,"ASSIST  by HARVILLE,TYLER",,,,,,,"ASSIST  by HARVILLE,TYLER",2
03:14,,,,,"FOUL  by VANCE,LUKE",,,"FOUL  by VANCE,LUKE",2
03:14,"GOOD FT by JACOBS,OWEN",66,,72 (+6),,BCM 66-72 (+6),,"GOOD FT by JACOBS,OWEN",2
03:14,"SUB IN by PARK,BRANDON",,,,,,,"SUB IN by PARK,BRANDON",2
03:14,"SUB OUT by CHAYKOWSKY,ZACK",,,,,,,"SUB OUT by CHAYKOWSKY,ZACK",2
02:53,,66,,74 (+8),"GOOD LAYUP by ALDOUS,HANK(in the paint)",HC 66-74 (+8),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
02:41,"TURNOVER  by MARDER,NICK",,,,,,,"TURNOVER  by MARDER,NICK",2
02:41,,,,,"STEAL  by NIKOLOVSKI,DREW",,,"STEAL  by NIKOLOVSKI,DREW",2
02:40,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:40,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",2
02:40,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",2
02:26,"FOUL  by PARK,BRANDON",,,,,,,"FOUL  by PARK,BRANDON",2
02:26,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
02:26,"FOUL  by HARVILLE,TYLER",,,,,,,"FOUL  by HARVILLE,TYLER",2
02:26,"FOUL TECH by HARVILLE,TYLER",,,,,,,"FOUL TECH by HARVILLE,TYLER",2
02:26,,66,,75 (+9),"GOOD FT by GUMM,GABE",HC 66-75 (+9),,"GOOD FT by GUMM,GABE",2
02:26,,66,,76 (+10),"GOOD FT by GUMM,GABE",HC 66-76 (+10),,"GOOD FT by GUMM,GABE",2
02:26,,66,,77 (+11),"GOOD FT by GUMM,GABE",HC 66-77 (+11),,"GOOD FT by GUMM,GABE",2
02:26,,66,,78 (+12),"GOOD FT by GUMM,GABE",HC 66-78 (+12),,"GOOD FT by GUMM,GABE",2
02:26,,66,,79 (+13),"GOOD FT by GUMM,GABE",HC 66-79 (+13),,"GOOD FT by GUMM,GABE",2
02:26,,,,,"MISS FT by GUMM,GABE",,,"MISS FT by GUMM,GABE",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
02:21,"MISS 3PTR by HARVILLE,TYLER",,,,,,,"MISS 3PTR by HARVILLE,TYLER",2
--,"REBOUND OFF by MARDER,NICK",,,,,,,"REBOUND OFF by MARDER,NICK",2
02:14,"MISS 3PTR by HARVILLE,TYLER",,,,,,,"MISS 3PTR by HARVILLE,TYLER",2
--,"REBOUND OFF by PARK,BRANDON",,,,,,,"REBOUND OFF by PARK,BRANDON",2
02:08,"MISS LAYUP by PARK,BRANDON",,,,,,,"MISS LAYUP by PARK,BRANDON",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
01:56,,66,,81 (+15),"GOOD LAYUP by OGLE,JOHN(fastbreak)(in the paint)",HC 66-81 (+15),,"GOOD LAYUP by OGLE,JOHN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
01:45,,,,,"FOUL  by ALDOUS,HANK",,,"FOUL  by ALDOUS,HANK",2
01:45,"MISS FT by MARDER,NICK",,,,,,,"MISS FT by MARDER,NICK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:45,"GOOD FT by MARDER,NICK",67,,81 (+14),,BCM 67-81 (+14),,"GOOD FT by MARDER,NICK",2
01:41,"FOUL  by HARVILLE,TYLER",,,,,,,"FOUL  by HARVILLE,TYLER",2
01:41,,,,,"MISS FT by OGLE,JOHN",,,"MISS FT by OGLE,JOHN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:41,,67,,82 (+15),"GOOD FT by OGLE,JOHN",HC 67-82 (+15),,"GOOD FT by OGLE,JOHN",2
01:41,"SUB IN by CHAYKOWSKY,ZACK",,,,,,,"SUB IN by CHAYKOWSKY,ZACK",2
01:41,"SUB OUT by PARK,BRANDON",,,,,,,"SUB OUT by PARK,BRANDON",2
01:36,"GOOD JUMPER by MARDER,NICK(in the paint)",69,,82 (+13),,BCM 69-82 (+13),,"GOOD JUMPER by MARDER,NICK(in the paint)",2
01:19,,,,,"MISS LAYUP by OGLE,JOHN",,,"MISS LAYUP by OGLE,JOHN",2
01:19,"BLOCK  by CHAYKOWSKY,ZACK",,,,,,,"BLOCK  by CHAYKOWSKY,ZACK",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
01:09,"TURNOVER  by MARDER,NICK",,,,,,,"TURNOVER  by MARDER,NICK",2
01:09,,,,,"STEAL  by ALDOUS,HANK",,,"STEAL  by ALDOUS,HANK",2
01:07,,69,,84 (+15),"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",HC 69-84 (+15),,"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",2
00:58,"GOOD LAYUP by MARDER,NICK(in the paint)",71,,84 (+13),,BCM 71-84 (+13),,"GOOD LAYUP by MARDER,NICK(in the paint)",2
00:58,,,,,"FOUL  by ALDOUS,HANK",,,"FOUL  by ALDOUS,HANK",2
00:58,"GOOD FT by MARDER,NICK",72,,84 (+12),,BCM 72-84 (+12),,"GOOD FT by MARDER,NICK",2
00:45,"FOUL  by HARVILLE,TYLER",,,,,,,"FOUL  by HARVILLE,TYLER",2
00:45,,72,,85 (+13),"GOOD FT by STEELE,AARON",HC 72-85 (+13),,"GOOD FT by STEELE,AARON",2
00:45,,72,,86 (+14),"GOOD FT by STEELE,AARON",HC 72-86 (+14),,"GOOD FT by STEELE,AARON",2
00:45,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:45,"SUB OUT by HARVILLE,TYLER",,,,,,,"SUB OUT by HARVILLE,TYLER",2
00:33,,72,,88 (+16),"GOOD DUNK by ALDOUS,HANK(fastbreak)(in the paint)",HC 72-88 (+16),,"GOOD DUNK by ALDOUS,HANK(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by OGLE,JOHN",,,"ASSIST  by OGLE,JOHN",2
