Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
12:39,"GOOD FT by LITTLEFIELD,GEAREN",18,,49 (+31),,HC 18-49 (-31),,"GOOD FT by LITTLEFIELD,GEAREN",2
12:25,,,,,"MISS LAYUP by BURNS,DREW",,,"MISS LAYUP by BURNS,DREW",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
12:10,"MISS 3PTR by GUMM,GABE",,,,,,,"MISS 3PTR by GUMM,GABE",2
--,"REBOUND OFF by VANCE,LUKE",,,,,,,"REBOUND OFF by VANCE,LUKE",2
12:09,"MISS LAYUP by VANCE,LUKE",,,,,,,"MISS LAYUP by VANCE,LUKE",2
--,"REBOUND OFF by GARRETT,TRAVIS",,,,,,,"REBOUND OFF by GARRETT,TRAVIS",2
11:57,,,,,"FOUL  by SCHMUCKER,ZACH",,,"FOUL  by SCHMUCKER,ZACH",2
11:57,"GOOD FT by GARRETT,TRAVIS",19,,49 (+30),,HC 19-49 (-30),,"GOOD FT by GARRETT,TRAVIS",2
11:57,"GOOD FT by GARRETT,TRAVIS",20,,49 (+29),,HC 20-49 (-29),,"GOOD FT by GARRETT,TRAVIS",2
11:30,,,,,"MISS 3PTR by STEGGEMAN,ANDREW",,,"MISS 3PTR by STEGGEMAN,ANDREW",2
--,,,,,"REBOUND OFF by BURNS,DREW",,,"REBOUND OFF by BURNS,DREW",2
11:27,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
11:20,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",2
--,"REBOUND DEF by PARKER,BRYCE",,,,,,,"REBOUND DEF by PARKER,BRYCE",2
11:07,"MISS JUMPER by VANCE,LUKE",,,,,,,"MISS JUMPER by VANCE,LUKE",2
--,,,,,"REBOUND DEF by GEEGAN,MIKE",,,"REBOUND DEF by GEEGAN,MIKE",2
10:59,,,,,"FOUL  by BURNS,DREW",,,"FOUL  by BURNS,DREW",2
10:59,,,,,"TURNOVER  by BURNS,DREW",,,"TURNOVER  by BURNS,DREW",2
10:59,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
10:59,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
10:59,,,,,"SUB IN by MAGUIRE,WILL",,,"SUB IN by MAGUIRE,WILL",2
10:59,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
10:36,"GOOD 3PTR by PARKER,BRYCE",23,,49 (+26),,HC 23-49 (-26),,"GOOD 3PTR by PARKER,BRYCE",2
--,"ASSIST  by VANCE,LUKE",,,,,,,"ASSIST  by VANCE,LUKE",2
10:18,"FOUL  by STEELE,AARON",,,,,,,"FOUL  by STEELE,AARON",2
10:18,,,,,"MISS FT by STEGGEMAN,ANDREW",,,"MISS FT by STEGGEMAN,ANDREW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:18,,23,,50 (+27),"GOOD FT by STEGGEMAN,ANDREW",CENTRE_M 23-50 (-27),,"GOOD FT by STEGGEMAN,ANDREW",2
10:18,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
10:18,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
10:18,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
10:18,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
10:18,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
10:18,,,,,"SUB OUT by BURNS,DREW",,,"SUB OUT by BURNS,DREW",2
10:05,"GOOD 3PTR by STEELE,AARON",26,,50 (+24),,HC 26-50 (-24),,"GOOD 3PTR by STEELE,AARON",2
--,"ASSIST  by PARKER,BRYCE",,,,,,,"ASSIST  by PARKER,BRYCE",2
09:53,,,,,"MISS 3PTR by SCINTA,BLAKE",,,"MISS 3PTR by SCINTA,BLAKE",2
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",2
09:49,"FOUL  by PARKER,BRYCE",,,,,,,"FOUL  by PARKER,BRYCE",2
09:28,,26,,52 (+26),"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 26-52 (-26),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
09:11,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",2
09:11,"GOOD FT by GUMM,GABE",27,,52 (+25),,HC 27-52 (-25),,"GOOD FT by GUMM,GABE",2
09:11,"GOOD FT by GUMM,GABE",28,,52 (+24),,HC 28-52 (-24),,"GOOD FT by GUMM,GABE",2
09:11,,28,,54 (+26),"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 28-54 (-26),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
09:10,"MISS JUMPER by GUMM,GABE",,,,,,,"MISS JUMPER by GUMM,GABE",2
--,"REBOUND OFF by VANCE,LUKE",,,,,,,"REBOUND OFF by VANCE,LUKE",2
09:05,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
08:58,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:46,"GOOD FT by VANCE,LUKE",29,,54 (+25),,HC 29-54 (-25),,"GOOD FT by VANCE,LUKE",2
08:40,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
08:40,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",2
08:38,"FOUL  by PARKER,BRYCE",,,,,,,"FOUL  by PARKER,BRYCE",2
08:09,,,,,"MISS 3PTR by MAGUIRE,WILL",,,"MISS 3PTR by MAGUIRE,WILL",2
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",2
07:54,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
07:19,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
07:19,,29,,55 (+26),"GOOD FT by WESLEY,TYLER",CENTRE_M 29-55 (-26),,"GOOD FT by WESLEY,TYLER",2
07:19,,29,,56 (+27),"GOOD FT by WESLEY,TYLER",CENTRE_M 29-56 (-27),,"GOOD FT by WESLEY,TYLER",2
07:19,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
07:19,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
07:19,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
07:19,,,,,"SUB OUT by MAGUIRE,WILL",,,"SUB OUT by MAGUIRE,WILL",2
07:05,"MISS 3PTR by OGLE,JOHN",,,,,,,"MISS 3PTR by OGLE,JOHN",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
06:37,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND OFF by GUMP,MATT",,,"REBOUND OFF by GUMP,MATT",2
06:15,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
06:15,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
06:14,"FOUL  by PARKER,BRYCE",,,,,,,"FOUL  by PARKER,BRYCE",2
06:14,,29,,57 (+28),"GOOD FT by KARSNER,JOSH",CENTRE_M 29-57 (-28),,"GOOD FT by KARSNER,JOSH",2
06:14,,29,,58 (+29),"GOOD FT by KARSNER,JOSH",CENTRE_M 29-58 (-29),,"GOOD FT by KARSNER,JOSH",2
06:14,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",2
06:14,,,,,"SUB IN by MAGUIRE,WILL",,,"SUB IN by MAGUIRE,WILL",2
06:14,,,,,"SUB IN by BURNS,DREW",,,"SUB IN by BURNS,DREW",2
06:14,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
06:14,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
06:14,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
06:09,"GOOD JUMPER by GUMM,GABE",31,,58 (+27),,HC 31-58 (-27),,"GOOD JUMPER by GUMM,GABE",2
--,"ASSIST  by PARKER,BRYCE",,,,,,,"ASSIST  by PARKER,BRYCE",2
06:00,"FOUL  by GUMM,GABE",,,,,,,"FOUL  by GUMM,GABE",2
05:43,"MISS FT by OGLE,JOHN",,,,,,,"MISS FT by OGLE,JOHN",2
--,,,,,"REBOUND DEF by MAGUIRE,WILL",,,"REBOUND DEF by MAGUIRE,WILL",2
05:43,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",2
05:43,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",2
05:30,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
05:30,,31,,59 (+28),"GOOD FT by MAGUIRE,WILL",CENTRE_M 31-59 (-28),,"GOOD FT by MAGUIRE,WILL",2
05:30,,31,,60 (+29),"GOOD FT by MAGUIRE,WILL",CENTRE_M 31-60 (-29),,"GOOD FT by MAGUIRE,WILL",2
05:30,"SUB IN by BAKER,BRUCE",,,,,,,"SUB IN by BAKER,BRUCE",2
05:30,"SUB IN by CRISWELL,SEAN",,,,,,,"SUB IN by CRISWELL,SEAN",2
05:30,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
05:30,"SUB OUT by GUMM,GABE",,,,,,,"SUB OUT by GUMM,GABE",2
05:30,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",2
05:30,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
05:30,,,,,"SUB IN by SANDOVAL,MARK",,,"SUB IN by SANDOVAL,MARK",2
05:30,,,,,"SUB IN by ARNETT,MICHAEL",,,"SUB IN by ARNETT,MICHAEL",2
05:30,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
05:30,,,,,"SUB OUT by BURNS,DREW",,,"SUB OUT by BURNS,DREW",2
05:18,"MISS LAYUP by LITTLEFIELD,GEAREN",,,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by SANDOVAL,MARK",,,"REBOUND DEF by SANDOVAL,MARK",2
05:07,,,,,"MISS 3PTR by STEGGEMAN,ANDREW",,,"MISS 3PTR by STEGGEMAN,ANDREW",2
--,,,,,"REBOUND OFF by SANDOVAL,MARK",,,"REBOUND OFF by SANDOVAL,MARK",2
05:02,,,,,"TURNOVER  by SANDOVAL,MARK",,,"TURNOVER  by SANDOVAL,MARK",2
05:00,"STEAL  by PARKER,BRYCE",,,,,,,"STEAL  by PARKER,BRYCE",2
04:53,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",33,,60 (+27),,HC 33-60 (-27),,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",2
04:22,,,,,"SUB IN by MILLER,GUNNAR",,,"SUB IN by MILLER,GUNNAR",2
04:22,,,,,"SUB IN by JONES,BRETT",,,"SUB IN by JONES,BRETT",2
04:22,,,,,"SUB IN by MANN,KYLE",,,"SUB IN by MANN,KYLE",2
04:22,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",2
04:22,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
04:22,,,,,"SUB OUT by MAGUIRE,WILL",,,"SUB OUT by MAGUIRE,WILL",2
04:02,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,,,,,"REBOUND DEF by SANDOVAL,MARK",,,"REBOUND DEF by SANDOVAL,MARK",2
03:41,,,,,"MISS 3PTR by MANN,KYLE",,,"MISS 3PTR by MANN,KYLE",2
--,,,,,"REBOUND OFF by SANDOVAL,MARK",,,"REBOUND OFF by SANDOVAL,MARK",2
03:33,,33,,62 (+29),"GOOD JUMPER by ARNETT,MICHAEL",CENTRE_M 33-62 (-29),,"GOOD JUMPER by ARNETT,MICHAEL",2
--,,,,,"ASSIST  by SANDOVAL,MARK",,,"ASSIST  by SANDOVAL,MARK",2
03:18,"MISS LAYUP by PARKER,BRYCE",,,,,,,"MISS LAYUP by PARKER,BRYCE",2
--,"REBOUND DEF by CRISWELL,SEAN",,,,,,,"REBOUND DEF by CRISWELL,SEAN",2
03:07,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",35,,62 (+27),,HC 35-62 (-27),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
02:55,,,,,"MISS 3PTR by MANN,KYLE",,,"MISS 3PTR by MANN,KYLE",2
--,,,,,"REBOUND OFF by MANN,KYLE",,,"REBOUND OFF by MANN,KYLE",2
02:48,,35,,65 (+30),"GOOD 3PTR by JONES,BRETT",CENTRE_M 35-65 (-30),,"GOOD 3PTR by JONES,BRETT",2
--,,,,,"ASSIST  by MANN,KYLE",,,"ASSIST  by MANN,KYLE",2
02:48,,35,,66 (+31),"GOOD FT by JONES,BRETT",CENTRE_M 35-66 (-31),,"GOOD FT by JONES,BRETT",2
02:35,"MISS LAYUP by LITTLEFIELD,GEAREN",,,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,"REBOUND OFF by CRISWELL,SEAN",,,,,,,"REBOUND OFF by CRISWELL,SEAN",2
02:27,,,,,"FOUL  by ARNETT,MICHAEL",,,"FOUL  by ARNETT,MICHAEL",2
02:19,"MISS FT by CRISWELL,SEAN",,,,,,,"MISS FT by CRISWELL,SEAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:19,"GOOD FT by CRISWELL,SEAN",36,,66 (+30),,HC 36-66 (-30),,"GOOD FT by CRISWELL,SEAN",2
02:19,"SUB IN by SHEPPARD,MARK",,,,,,,"SUB IN by SHEPPARD,MARK",2
02:19,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
01:59,,,,,"MISS 3PTR by SANDOVAL,MARK",,,"MISS 3PTR by SANDOVAL,MARK",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
01:36,,,,,"FOUL  by ARNETT,MICHAEL",,,"FOUL  by ARNETT,MICHAEL",2
01:36,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:36,"GOOD FT by LITTLEFIELD,GEAREN",37,,66 (+29),,HC 37-66 (-29),,"GOOD FT by LITTLEFIELD,GEAREN",2
01:36,,,,,"TURNOVER  by MILLER,GUNNAR",,,"TURNOVER  by MILLER,GUNNAR",2
01:34,"STEAL  by PARKER,BRYCE",,,,,,,"STEAL  by PARKER,BRYCE",2
01:31,"MISS LAYUP by CRISWELL,SEAN",,,,,,,"MISS LAYUP by CRISWELL,SEAN",2
01:31,,,,,"BLOCK  by SANDOVAL,MARK",,,"BLOCK  by SANDOVAL,MARK",2
--,,,,,"REBOUND DEF by SANDOVAL,MARK",,,"REBOUND DEF by SANDOVAL,MARK",2
01:15,,37,,68 (+31),"GOOD JUMPER by ARNETT,MICHAEL",CENTRE_M 37-68 (-31),,"GOOD JUMPER by ARNETT,MICHAEL",2
--,,,,,"ASSIST  by SANDOVAL,MARK",,,"ASSIST  by SANDOVAL,MARK",2
01:15,,,,,"SUB IN by TARTER,ZACH",,,"SUB IN by TARTER,ZACH",2
01:15,,,,,"SUB OUT by SANDOVAL,MARK",,,"SUB OUT by SANDOVAL,MARK",2
00:45,"MISS JUMPER by LITTLEFIELD,GEAREN",,,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by TARTER,ZACH",,,"REBOUND DEF by TARTER,ZACH",2
00:42,"FOUL  by SHEPPARD,MARK",,,,,,,"FOUL  by SHEPPARD,MARK",2
00:42,,37,,69 (+32),"GOOD FT by ARNETT,MICHAEL",CENTRE_M 37-69 (-32),,"GOOD FT by ARNETT,MICHAEL",2
00:42,,37,,70 (+33),"GOOD FT by ARNETT,MICHAEL",CENTRE_M 37-70 (-33),,"GOOD FT by ARNETT,MICHAEL",2
00:38,"GOOD LAYUP by PARKER,BRYCE(in the paint)",39,,70 (+31),,HC 39-70 (-31),,"GOOD LAYUP by PARKER,BRYCE(in the paint)",2
00:35,,,,,"TURNOVER  by TARTER,ZACH",,,"TURNOVER  by TARTER,ZACH",2
00:35,"STEAL  by SHEPPARD,MARK",,,,,,,"STEAL  by SHEPPARD,MARK",2
00:35,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND OFF by CRISWELL,SEAN",,,,,,,"REBOUND OFF by CRISWELL,SEAN",2
00:35,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",41,,70 (+29),,HC 41-70 (-29),,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",2
--,"ASSIST  by BAKER,BRUCE",,,,,,,"ASSIST  by BAKER,BRUCE",2
