Time Remaining,FUM,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by JOHNSON,EVAN",,,,,,,"REBOUND DEF by JOHNSON,EVAN",1
17:22,"MISS LAYUP by RUCKER,DARIUS",,,,,,,"MISS LAYUP by RUCKER,DARIUS",1
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",1
17:17,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",1
17:01,"GOOD LAYUP by RUCKER,DARIUS(in the paint)",2,,4 (+2),,FUM 2-4 (+2),,"GOOD LAYUP by RUCKER,DARIUS(in the paint)",1
--,"ASSIST  by SCHIRMER,COLIN",,,,,,,"ASSIST  by SCHIRMER,COLIN",1
16:21,,,,,"MISS 3PTR by GUMM,GABE",,,"MISS 3PTR by GUMM,GABE",1
--,"REBOUND DEF by SCHIRMER,COLIN",,,,,,,"REBOUND DEF by SCHIRMER,COLIN",1
16:05,"MISS LAYUP by RUCKER,DARIUS",,,,,,,"MISS LAYUP by RUCKER,DARIUS",1
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",1
15:54,,2,,6 (+4),"GOOD LAYUP by ALDOUS,HANK(in the paint)",HC 2-6 (+4),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",1
15:30,"MISS LAYUP by RUCKER,DARIUS",,,,,,,"MISS LAYUP by RUCKER,DARIUS",1
--,,,,,"REBOUND DEF by CONARD,ALEC",,,"REBOUND DEF by CONARD,ALEC",1
15:10,,2,,8 (+6),"GOOD LAYUP by OGLE,JOHN(in the paint)",HC 2-8 (+6),,"GOOD LAYUP by OGLE,JOHN(in the paint)",1
14:53,"TURNOVER  by BAKIS,ORKAN",,,,,,,"TURNOVER  by BAKIS,ORKAN",1
14:50,,,,,"STEAL  by GUMM,GABE",,,"STEAL  by GUMM,GABE",1
14:48,"SUB IN by DJONA,LELIS",,,,,,,"SUB IN by DJONA,LELIS",1
14:48,"SUB IN by WELCH,BLAKE",,,,,,,"SUB IN by WELCH,BLAKE",1
14:48,"SUB OUT by JOHNSON,EVAN",,,,,,,"SUB OUT by JOHNSON,EVAN",1
14:48,"SUB OUT by BAKIS,ORKAN",,,,,,,"SUB OUT by BAKIS,ORKAN",1
14:48,,,,,"SUB IN by CONARD,ALEC",,,"SUB IN by CONARD,ALEC",1
14:48,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",1
14:48,,,,,"SUB OUT by GUMM,GABE",,,"SUB OUT by GUMM,GABE",1
14:48,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",1
14:41,,,,,"TURNOVER  by BARRETT,JORDAN",,,"TURNOVER  by BARRETT,JORDAN",1
14:37,"MISS JUMPER by SCHIRMER,COLIN",,,,,,,"MISS JUMPER by SCHIRMER,COLIN",1
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",1
14:28,,,,,"MISS LAYUP by BARRETT,JORDAN",,,"MISS LAYUP by BARRETT,JORDAN",1
--,"REBOUND DEF by SCHIRMER,COLIN",,,,,,,"REBOUND DEF by SCHIRMER,COLIN",1
14:22,"GOOD 3PTR by WELCH,BLAKE",5,,8 (+3),,FUM 5-8 (+3),,"GOOD 3PTR by WELCH,BLAKE",1
14:18,"SUB IN by MCDOWELL,GARRETT",,,,,,,"SUB IN by MCDOWELL,GARRETT",1
14:18,"SUB OUT by DJONA,LELIS",,,,,,,"SUB OUT by DJONA,LELIS",1
13:55,"SUB IN by WILLIAMS,K TYLER",,,,,,,"SUB IN by WILLIAMS,K TYLER",1
13:55,"SUB OUT by DORHAUER,RICHARD",,,,,,,"SUB OUT by DORHAUER,RICHARD",1
13:54,,,,,"MISS 3PTR by ALDOUS,HANK",,,"MISS 3PTR by ALDOUS,HANK",1
--,"REBOUND DEF by WELCH,BLAKE",,,,,,,"REBOUND DEF by WELCH,BLAKE",1
13:24,"MISS JUMPER by SCHIRMER,COLIN",,,,,,,"MISS JUMPER by SCHIRMER,COLIN",1
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",1
13:13,,,,,"MISS 3PTR by ALDOUS,HANK",,,"MISS 3PTR by ALDOUS,HANK",1
--,"REBOUND DEF by DORHAUER,RICHARD",,,,,,,"REBOUND DEF by DORHAUER,RICHARD",1
12:53,"TURNOVER  by DORHAUER,RICHARD",,,,,,,"TURNOVER  by DORHAUER,RICHARD",1
12:53,,,,,"SUB IN by GUMM,GABE",,,"SUB IN by GUMM,GABE",1
12:53,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",1
12:53,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",1
12:53,,,,,"SUB OUT by BARRETT,JORDAN",,,"SUB OUT by BARRETT,JORDAN",1
12:51,,5,,10 (+5),"GOOD LAYUP by NIKOLOVSKI,DREW(in the paint)",HC 5-10 (+5),,"GOOD LAYUP by NIKOLOVSKI,DREW(in the paint)",1
--,,,,,"ASSIST  by GUMM,GABE",,,"ASSIST  by GUMM,GABE",1
12:38,"GOOD 3PTR by MCDOWELL,GARRETT",8,,10 (+2),,FUM 8-10 (+2),,"GOOD 3PTR by MCDOWELL,GARRETT",1
12:09,,8,,12 (+4),"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 8-12 (+4),,"GOOD LAYUP by VANCE,LUKE(in the paint)",1
--,,,,,"ASSIST  by GUMM,GABE",,,"ASSIST  by GUMM,GABE",1
11:37,"MISS 3PTR by MCDOWELL,GARRETT",,,,,,,"MISS 3PTR by MCDOWELL,GARRETT",1
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",1
11:13,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",1
--,"REBOUND DEF by WILLIAMS,K TYLER",,,,,,,"REBOUND DEF by WILLIAMS,K TYLER",1
11:06,"TURNOVER  by WILLIAMS,K TYLER",,,,,,,"TURNOVER  by WILLIAMS,K TYLER",1
11:06,"FOUL  by WILLIAMS,K TYLER",,,,,,,"FOUL  by WILLIAMS,K TYLER",1
11:06,"SUB IN by DJONA,LELIS",,,,,,,"SUB IN by DJONA,LELIS",1
11:06,"SUB IN by LAKE,JACK",,,,,,,"SUB IN by LAKE,JACK",1
11:06,"SUB OUT by RUCKER,DARIUS",,,,,,,"SUB OUT by RUCKER,DARIUS",1
11:06,"SUB OUT by SCHIRMER,COLIN",,,,,,,"SUB OUT by SCHIRMER,COLIN",1
11:06,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",1
11:06,,,,,"SUB OUT by VANCE,LUKE",,,"SUB OUT by VANCE,LUKE",1
10:48,,,,,"TURNOVER  by GUMM,GABE",,,"TURNOVER  by GUMM,GABE",1
10:43,,,,,"FOUL  by GARRETT,TRAVIS",,,"FOUL  by GARRETT,TRAVIS",1
10:41,"GOOD FT by MCDOWELL,GARRETT",9,,12 (+3),,FUM 9-12 (+3),,"GOOD FT by MCDOWELL,GARRETT",1
10:41,"GOOD FT by MCDOWELL,GARRETT",10,,12 (+2),,FUM 10-12 (+2),,"GOOD FT by MCDOWELL,GARRETT",1
10:41,"SUB IN by RUCKER,DARIUS",,,,,,,"SUB IN by RUCKER,DARIUS",1
10:41,"SUB OUT by DJONA,LELIS",,,,,,,"SUB OUT by DJONA,LELIS",1
10:30,,10,,15 (+5),"GOOD 3PTR by NIKOLOVSKI,DREW",HC 10-15 (+5),,"GOOD 3PTR by NIKOLOVSKI,DREW",1
--,,,,,"ASSIST  by CONARD,ALEC",,,"ASSIST  by CONARD,ALEC",1
10:11,"GOOD LAYUP by LAKE,JACK(in the paint)",12,,15 (+3),,FUM 12-15 (+3),,"GOOD LAYUP by LAKE,JACK(in the paint)",1
09:47,,12,,17 (+5),"GOOD JUMPER by CONARD,ALEC",HC 12-17 (+5),,"GOOD JUMPER by CONARD,ALEC",1
09:37,"MISS 3PTR by LAKE,JACK",,,,,,,"MISS 3PTR by LAKE,JACK",1
--,"REBOUND OFF by RUCKER,DARIUS",,,,,,,"REBOUND OFF by RUCKER,DARIUS",1
09:33,"GOOD LAYUP by RUCKER,DARIUS(in the paint)",14,,17 (+3),,FUM 14-17 (+3),,"GOOD LAYUP by RUCKER,DARIUS(in the paint)",1
09:09,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
08:59,,,,,"FOUL  by CONARD,ALEC",,,"FOUL  by CONARD,ALEC",1
08:56,"TURNOVER  by RUCKER,DARIUS",,,,,,,"TURNOVER  by RUCKER,DARIUS",1
08:46,,,,,"TURNOVER  by GUMM,GABE",,,"TURNOVER  by GUMM,GABE",1
08:34,,,,,"FOUL  by CONARD,ALEC",,,"FOUL  by CONARD,ALEC",1
08:34,"SUB IN by SCHIRMER,COLIN",,,,,,,"SUB IN by SCHIRMER,COLIN",1
08:34,"SUB OUT by LAKE,JACK",,,,,,,"SUB OUT by LAKE,JACK",1
08:34,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",1
08:34,,,,,"SUB OUT by CONARD,ALEC",,,"SUB OUT by CONARD,ALEC",1
08:15,"MISS 3PTR by DORHAUER,RICHARD",,,,,,,"MISS 3PTR by DORHAUER,RICHARD",1
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",1
08:04,,14,,20 (+6),"GOOD 3PTR by GUMM,GABE",HC 14-20 (+6),,"GOOD 3PTR by GUMM,GABE",1
08:00,"SUB IN by DORHAUER,RICHARD",,,,,,,"SUB IN by DORHAUER,RICHARD",1
08:00,"SUB OUT by WILLIAMS,K TYLER",,,,,,,"SUB OUT by WILLIAMS,K TYLER",1
07:49,"MISS JUMPER by JOHNSON,EVAN",,,,,,,"MISS JUMPER by JOHNSON,EVAN",1
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",1
07:38,,,,,"MISS JUMPER by GARRETT,TRAVIS",,,"MISS JUMPER by GARRETT,TRAVIS",1
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",1
07:31,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",,,"MISS JUMPER by NIKOLOVSKI,DREW",1
--,"REBOUND DEF by SCHIRMER,COLIN",,,,,,,"REBOUND DEF by SCHIRMER,COLIN",1
07:23,"MISS LAYUP by RUCKER,DARIUS",,,,,,,"MISS LAYUP by RUCKER,DARIUS",1
07:23,,,,,"BLOCK  by NIKOLOVSKI,DREW",,,"BLOCK  by NIKOLOVSKI,DREW",1
--,"REBOUND OFF by RUCKER,DARIUS",,,,,,,"REBOUND OFF by RUCKER,DARIUS",1
07:17,"GOOD LAYUP by RUCKER,DARIUS(in the paint)",16,,20 (+4),,FUM 16-20 (+4),,"GOOD LAYUP by RUCKER,DARIUS(in the paint)",1
07:11,"SUB IN by WILLIAMS,K TYLER",,,,,,,"SUB IN by WILLIAMS,K TYLER",1
07:11,"SUB OUT by WELCH,BLAKE",,,,,,,"SUB OUT by WELCH,BLAKE",1
07:00,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",,,"MISS LAYUP by LITTLEFIELD,GEAREN",1
--,"REBOUND DEF by JOHNSON,EVAN",,,,,,,"REBOUND DEF by JOHNSON,EVAN",1
06:50,"TURNOVER  by MCDOWELL,GARRETT",,,,,,,"TURNOVER  by MCDOWELL,GARRETT",1
06:48,,,,,"STEAL  by LITTLEFIELD,GEAREN",,,"STEAL  by LITTLEFIELD,GEAREN",1
06:43,"FOUL  by JOHNSON,EVAN",,,,,,,"FOUL  by JOHNSON,EVAN",1
06:43,"SUB IN by JOHNSON,EVAN",,,,,,,"SUB IN by JOHNSON,EVAN",1
06:43,"SUB OUT by WILLIAMS,K TYLER",,,,,,,"SUB OUT by WILLIAMS,K TYLER",1
06:42,,,,,"TURNOVER  by GUMM,GABE",,,"TURNOVER  by GUMM,GABE",1
06:41,"STEAL  by JOHNSON,EVAN",,,,,,,"STEAL  by JOHNSON,EVAN",1
06:39,"GOOD LAYUP by JOHNSON,EVAN(fastbreak)(in the paint)",18,,20 (+2),,FUM 18-20 (+2),,"GOOD LAYUP by JOHNSON,EVAN(fastbreak)(in the paint)",1
06:35,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
06:35,"SUB IN by DJONA,LELIS",,,,,,,"SUB IN by DJONA,LELIS",1
06:35,"SUB IN by BAKIS,ORKAN",,,,,,,"SUB IN by BAKIS,ORKAN",1
06:35,"SUB OUT by MCDOWELL,GARRETT",,,,,,,"SUB OUT by MCDOWELL,GARRETT",1
06:35,"SUB OUT by SCHIRMER,COLIN",,,,,,,"SUB OUT by SCHIRMER,COLIN",1
06:10,,18,,23 (+5),"GOOD 3PTR by GARRETT,TRAVIS",HC 18-23 (+5),,"GOOD 3PTR by GARRETT,TRAVIS",1
--,,,,,"ASSIST  by GUMM,GABE",,,"ASSIST  by GUMM,GABE",1
05:45,"TURNOVER  by RUCKER,DARIUS",,,,,,,"TURNOVER  by RUCKER,DARIUS",1
05:31,,,,,"TURNOVER  by GUMM,GABE",,,"TURNOVER  by GUMM,GABE",1
05:30,"STEAL  by DORHAUER,RICHARD",,,,,,,"STEAL  by DORHAUER,RICHARD",1
05:05,"GOOD LAYUP by RUCKER,DARIUS(in the paint)",20,,23 (+3),,FUM 20-23 (+3),,"GOOD LAYUP by RUCKER,DARIUS(in the paint)",1
05:03,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",1
05:03,"GOOD FT by RUCKER,DARIUS",21,,23 (+2),,FUM 21-23 (+2),,"GOOD FT by RUCKER,DARIUS",1
05:03,,,,,"SUB IN by BARRETT,JORDAN",,,"SUB IN by BARRETT,JORDAN",1
05:03,,,,,"SUB IN by ALDOUS,HANK",,,"SUB IN by ALDOUS,HANK",1
05:03,,,,,"SUB IN by VANCE,LUKE",,,"SUB IN by VANCE,LUKE",1
05:03,,,,,"SUB OUT by GUMM,GABE",,,"SUB OUT by GUMM,GABE",1
05:03,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",1
05:03,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",1
04:39,"FOUL  by BAKIS,ORKAN",,,,,,,"FOUL  by BAKIS,ORKAN",1
04:39,,21,,24 (+3),"GOOD FT by VANCE,LUKE",HC 21-24 (+3),,"GOOD FT by VANCE,LUKE",1
04:39,,21,,25 (+4),"GOOD FT by VANCE,LUKE",HC 21-25 (+4),,"GOOD FT by VANCE,LUKE",1
04:39,"SUB IN by WELCH,BLAKE",,,,,,,"SUB IN by WELCH,BLAKE",1
04:39,"SUB IN by SCHIRMER,COLIN",,,,,,,"SUB IN by SCHIRMER,COLIN",1
04:39,"SUB OUT by DJONA,LELIS",,,,,,,"SUB OUT by DJONA,LELIS",1
04:39,"SUB OUT by BAKIS,ORKAN",,,,,,,"SUB OUT by BAKIS,ORKAN",1
04:27,"GOOD 3PTR by JOHNSON,EVAN",24,,25 (+1),,FUM 24-25 (+1),,"GOOD 3PTR by JOHNSON,EVAN",1
--,"ASSIST  by DORHAUER,RICHARD",,,,,,,"ASSIST  by DORHAUER,RICHARD",1
04:12,"FOUL  by RUCKER,DARIUS",,,,,,,"FOUL  by RUCKER,DARIUS",1
04:12,,24,,26 (+2),"GOOD FT by VANCE,LUKE",HC 24-26 (+2),,"GOOD FT by VANCE,LUKE",1
04:12,,24,,27 (+3),"GOOD FT by VANCE,LUKE",HC 24-27 (+3),,"GOOD FT by VANCE,LUKE",1
04:12,"SUB IN by DJONA,LELIS",,,,,,,"SUB IN by DJONA,LELIS",1
04:12,"SUB OUT by RUCKER,DARIUS",,,,,,,"SUB OUT by RUCKER,DARIUS",1
04:12,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",1
04:12,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",1
03:55,"MISS LAYUP by SCHIRMER,COLIN",,,,,,,"MISS LAYUP by SCHIRMER,COLIN",1
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",1
03:38,,24,,29 (+5),"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 24-29 (+5),,"GOOD LAYUP by VANCE,LUKE(in the paint)",1
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",1
03:22,"MISS 3PTR by WELCH,BLAKE",,,,,,,"MISS 3PTR by WELCH,BLAKE",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
03:20,"SUB IN by LAKE,JACK",,,,,,,"SUB IN by LAKE,JACK",1
03:20,"SUB OUT by SCHIRMER,COLIN",,,,,,,"SUB OUT by SCHIRMER,COLIN",1
03:05,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",1
02:40,"TURNOVER  by WELCH,BLAKE",,,,,,,"TURNOVER  by WELCH,BLAKE",1
02:39,,,,,"STEAL  by BARRETT,JORDAN",,,"STEAL  by BARRETT,JORDAN",1
02:37,,24,,31 (+7),"GOOD LAYUP by BARRETT,JORDAN(fastbreak)(in the paint)",HC 24-31 (+7),,"GOOD LAYUP by BARRETT,JORDAN(fastbreak)(in the paint)",1
02:35,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
02:22,"MISS 3PTR by DORHAUER,RICHARD",,,,,,,"MISS 3PTR by DORHAUER,RICHARD",1
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",1
02:08,"FOUL  by JOHNSON,EVAN",,,,,,,"FOUL  by JOHNSON,EVAN",1
02:08,,,,,"MISS FT by OGLE,JOHN",,,"MISS FT by OGLE,JOHN",1
--,"REBOUND DEF by DJONA,LELIS",,,,,,,"REBOUND DEF by DJONA,LELIS",1
02:08,"SUB IN by MCDOWELL,GARRETT",,,,,,,"SUB IN by MCDOWELL,GARRETT",1
02:08,"SUB OUT by JOHNSON,EVAN",,,,,,,"SUB OUT by JOHNSON,EVAN",1
01:53,"TURNOVER  by DORHAUER,RICHARD",,,,,,,"TURNOVER  by DORHAUER,RICHARD",1
01:53,,,,,"STEAL  by ALDOUS,HANK",,,"STEAL  by ALDOUS,HANK",1
01:53,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",1
01:53,"SUB IN by WILLIAMS,K TYLER",,,,,,,"SUB IN by WILLIAMS,K TYLER",1
01:53,"SUB OUT by DORHAUER,RICHARD",,,,,,,"SUB OUT by DORHAUER,RICHARD",1
01:49,"TURNOVER  by WILLIAMS,K TYLER",,,,,,,"TURNOVER  by WILLIAMS,K TYLER",1
01:47,,,,,"STEAL  by OGLE,JOHN",,,"STEAL  by OGLE,JOHN",1
01:45,,,,,"TURNOVER  by BARRETT,JORDAN",,,"TURNOVER  by BARRETT,JORDAN",1
01:27,"MISS 3PTR by MCDOWELL,GARRETT",,,,,,,"MISS 3PTR by MCDOWELL,GARRETT",1
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",1
01:09,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",1
--,"REBOUND DEF by DJONA,LELIS",,,,,,,"REBOUND DEF by DJONA,LELIS",1
00:59,"MISS LAYUP by MCDOWELL,GARRETT",,,,,,,"MISS LAYUP by MCDOWELL,GARRETT",1
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",1
00:49,"FOUL  by LAKE,JACK",,,,,,,"FOUL  by LAKE,JACK",1
00:49,,24,,32 (+8),"GOOD FT by BARRETT,JORDAN",HC 24-32 (+8),,"GOOD FT by BARRETT,JORDAN",1
00:49,,24,,33 (+9),"GOOD FT by BARRETT,JORDAN",HC 24-33 (+9),,"GOOD FT by BARRETT,JORDAN",1
00:49,"SUB IN by SCHIRMER,COLIN",,,,,,,"SUB IN by SCHIRMER,COLIN",1
00:49,"SUB OUT by LAKE,JACK",,,,,,,"SUB OUT by LAKE,JACK",1
00:40,,,,,"FOUL  by BARRETT,JORDAN",,,"FOUL  by BARRETT,JORDAN",1
00:40,"MISS FT by WILLIAMS,K TYLER",,,,,,,"MISS FT by WILLIAMS,K TYLER",1
--,"REBOUND OFF by DJONA,LELIS",,,,,,,"REBOUND OFF by DJONA,LELIS",1
00:40,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",1
00:40,"MISS FT by DJONA,LELIS",,,,,,,"MISS FT by DJONA,LELIS",1
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",1
00:40,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",1
00:40,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",1
00:05,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",,,"MISS JUMPER by LITTLEFIELD,GEAREN",1
--,"REBOUND DEF by WELCH,BLAKE",,,,,,,"REBOUND DEF by WELCH,BLAKE",1
19:48,,24,,35 (+11),"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 24-35 (+11),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
19:35,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",2
19:35,,,,,"SUB IN by CONARD,ALEC",,,"SUB IN by CONARD,ALEC",2
19:35,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",2
19:18,"GOOD 3PTR by JOHNSON,EVAN",27,,35 (+8),,FUM 27-35 (+8),,"GOOD 3PTR by JOHNSON,EVAN",2
--,"ASSIST  by RUCKER,DARIUS",,,,,,,"ASSIST  by RUCKER,DARIUS",2
18:58,,,,,"TURNOVER  by BARRETT,JORDAN",,,"TURNOVER  by BARRETT,JORDAN",2
18:56,"STEAL  by RUCKER,DARIUS",,,,,,,"STEAL  by RUCKER,DARIUS",2
18:47,"GOOD LAYUP by RUCKER,DARIUS(in the paint)",29,,35 (+6),,FUM 29-35 (+6),,"GOOD LAYUP by RUCKER,DARIUS(in the paint)",2
18:33,,29,,37 (+8),"GOOD LAYUP by ALDOUS,HANK(in the paint)",HC 29-37 (+8),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
18:23,,,,,"FOUL  by VANCE,LUKE",,,"FOUL  by VANCE,LUKE",2
18:23,"MISS FT by RUCKER,DARIUS",,,,,,,"MISS FT by RUCKER,DARIUS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:23,"GOOD FT by RUCKER,DARIUS",30,,37 (+7),,FUM 30-37 (+7),,"GOOD FT by RUCKER,DARIUS",2
18:23,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",2
18:23,,,,,"SUB OUT by CONARD,ALEC",,,"SUB OUT by CONARD,ALEC",2
18:10,,,,,"MISS JUMPER by GUMM,GABE",,,"MISS JUMPER by GUMM,GABE",2
--,"REBOUND DEF by SCHIRMER,COLIN",,,,,,,"REBOUND DEF by SCHIRMER,COLIN",2
18:01,,,,,"FOUL  by VANCE,LUKE",,,"FOUL  by VANCE,LUKE",2
17:54,"GOOD LAYUP by DORHAUER,RICHARD(in the paint)",32,,37 (+5),,FUM 32-37 (+5),,"GOOD LAYUP by DORHAUER,RICHARD(in the paint)",2
17:43,"FOUL  by RUCKER,DARIUS",,,,,,,"FOUL  by RUCKER,DARIUS",2
17:43,,32,,38 (+6),"GOOD FT by BARRETT,JORDAN",HC 32-38 (+6),,"GOOD FT by BARRETT,JORDAN",2
17:43,,32,,39 (+7),"GOOD FT by BARRETT,JORDAN",HC 32-39 (+7),,"GOOD FT by BARRETT,JORDAN",2
17:43,"SUB IN by WILLIAMS,K TYLER",,,,,,,"SUB IN by WILLIAMS,K TYLER",2
17:43,"SUB IN by DJONA,LELIS",,,,,,,"SUB IN by DJONA,LELIS",2
17:43,"SUB OUT by DORHAUER,RICHARD",,,,,,,"SUB OUT by DORHAUER,RICHARD",2
17:43,"SUB OUT by RUCKER,DARIUS",,,,,,,"SUB OUT by RUCKER,DARIUS",2
17:28,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",2
17:28,"GOOD FT by BAKIS,ORKAN",33,,39 (+6),,FUM 33-39 (+6),,"GOOD FT by BAKIS,ORKAN",2
17:28,"MISS FT by BAKIS,ORKAN",,,,,,,"MISS FT by BAKIS,ORKAN",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
17:07,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",2
16:55,"MISS 3PTR by JOHNSON,EVAN",,,,,,,"MISS 3PTR by JOHNSON,EVAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
