Time Remaining,Schr,Away Team Score,Play Team Indicator,Home Team Score,Hend,Game Score,Team Indicator,Play,Period
19:05,"GOOD JUMPER by ROSS,KAMDEN(in the paint)",38 (+17),,21,,Schr 38-21 (-17),,"GOOD JUMPER by ROSS,KAMDEN(in the paint)",2
--,"ASSIST  by MACKEY,DYLAN",,,,,,,"ASSIST  by MACKEY,DYLAN",2
18:49,,38 (+15),,23,"GOOD JUMPER by MCMULLIN,COLTON",Hend 38-23 (-15),,"GOOD JUMPER by MCMULLIN,COLTON",2
18:26,"FOUL  by REID,JACKSON",,,,,,,"FOUL  by REID,JACKSON",2
18:26,"TURNOVER  by REID,JACKSON",,,,,,,"TURNOVER  by REID,JACKSON",2
18:11,"FOUL  by ROSS,KAMDEN",,,,,,,"FOUL  by ROSS,KAMDEN",2
18:11,,38 (+14),,24,"GOOD FT by BERRY,COLTEN",Hend 38-24 (-14),,"GOOD FT by BERRY,COLTEN",2
18:11,,38 (+13),,25,"GOOD FT by BERRY,COLTEN",Hend 38-25 (-13),,"GOOD FT by BERRY,COLTEN",2
17:54,"MISS JUMPER by NED,JALEN(in the paint)",,,,,,,"MISS JUMPER by NED,JALEN(in the paint)",2
17:54,,,,,"BLOCK  by BERRY,COLTEN",,,"BLOCK  by BERRY,COLTEN",2
--,"REBOUND OFF by NED,JALEN",,,,,,,"REBOUND OFF by NED,JALEN",2
17:51,"GOOD JUMPER by GIBSON,DARIAN(in the paint)",40 (+15),,25,,Schr 40-25 (-15),,"GOOD JUMPER by GIBSON,DARIAN(in the paint)",2
17:34,,,,,"MISS JUMPER by RYAN,JONATHAN(in the paint)",,,"MISS JUMPER by RYAN,JONATHAN(in the paint)",2
--,"REBOUND DEF by ROSS,KAMDEN",,,,,,,"REBOUND DEF by ROSS,KAMDEN",2
17:22,"TURNOVER  by NED,JALEN",,,,,,,"TURNOVER  by NED,JALEN",2
17:22,,,,,"SUB OUT by RYAN,JONATHAN",,,"SUB OUT by RYAN,JONATHAN",2
17:22,,,,,"SUB IN by SQUIRES,CALEB",,,"SUB IN by SQUIRES,CALEB",2
17:22,"SUB OUT by ROSS,KAMDEN",,,,,,,"SUB OUT by ROSS,KAMDEN",2
17:22,"SUB IN by RODRIGUEZ,CRISTIAN",,,,,,,"SUB IN by RODRIGUEZ,CRISTIAN",2
17:09,"FOUL  by REID,JACKSON",,,,,,,"FOUL  by REID,JACKSON",2
17:09,"SUB OUT by REID,JACKSON",,,,,,,"SUB OUT by REID,JACKSON",2
17:09,"SUB IN by CERVANTES,BEAU",,,,,,,"SUB IN by CERVANTES,BEAU",2
17:09,,40 (+12),,28,"GOOD 3PTR by MCMULLIN,COLTON",Hend 40-28 (-12),,"GOOD 3PTR by MCMULLIN,COLTON",2
--,,,,,"ASSIST  by BERRY,COLTEN",,,"ASSIST  by BERRY,COLTEN",2
16:57,"TURNOVER  by MACKEY,DYLAN",,,,,,,"TURNOVER  by MACKEY,DYLAN",2
16:45,,,,,"TURNOVER  by MCMULLIN,COLTON",,,"TURNOVER  by MCMULLIN,COLTON",2
16:45,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:09,"GOOD JUMPER by RODRIGUEZ,CRISTIAN(in the paint)",42 (+14),,28,,Schr 42-28 (-14),,"GOOD JUMPER by RODRIGUEZ,CRISTIAN(in the paint)",2
--,"ASSIST  by CERVANTES,BEAU",,,,,,,"ASSIST  by CERVANTES,BEAU",2
16:02,,,,,"TURNOVER  by KRONENBERGER,BEAU",,,"TURNOVER  by KRONENBERGER,BEAU",2
15:53,"MISS 3PTR by CERVANTES,BEAU",,,,,,,"MISS 3PTR by CERVANTES,BEAU",2
--,"REBOUND OFF by MACKEY,DYLAN",,,,,,,"REBOUND OFF by MACKEY,DYLAN",2
15:47,"GOOD JUMPER by RODRIGUEZ,CRISTIAN(in the paint)",44 (+16),,28,,Schr 44-28 (-16),,"GOOD JUMPER by RODRIGUEZ,CRISTIAN(in the paint)",2
--,"ASSIST  by MACKEY,DYLAN",,,,,,,"ASSIST  by MACKEY,DYLAN",2
15:22,,,,,"MISS JUMPER by WEAVER,BRADEN(in the paint)",,,"MISS JUMPER by WEAVER,BRADEN(in the paint)",2
15:22,"BLOCK  by RODRIGUEZ,CRISTIAN",,,,,,,"BLOCK  by RODRIGUEZ,CRISTIAN",2
--,"REBOUND DEF by RODRIGUEZ,CRISTIAN",,,,,,,"REBOUND DEF by RODRIGUEZ,CRISTIAN",2
15:15,"GOOD LAYUP by MACKEY,DYLAN(in the paint)",46 (+18),,28,,Schr 46-28 (-18),,"GOOD LAYUP by MACKEY,DYLAN(in the paint)",2
15:01,,,,,"MISS 3PTR by WEAVER,BRADEN",,,"MISS 3PTR by WEAVER,BRADEN",2
--,"REBOUND DEF by MACKEY,DYLAN",,,,,,,"REBOUND DEF by MACKEY,DYLAN",2
14:55,"TURNOVER  by MACKEY,DYLAN",,,,,,,"TURNOVER  by MACKEY,DYLAN",2
14:55,,,,,"STEAL  by KRONENBERGER,BEAU",,,"STEAL  by KRONENBERGER,BEAU",2
14:49,,,,,"MISS JUMPER by KRONENBERGER,BEAU(in the paint)",,,"MISS JUMPER by KRONENBERGER,BEAU(in the paint)",2
--,,,,,"REBOUND OFF by WEAVER,BRADEN",,,"REBOUND OFF by WEAVER,BRADEN",2
14:44,,,,,"MISS JUMPER by KRONENBERGER,BEAU(in the paint)",,,"MISS JUMPER by KRONENBERGER,BEAU(in the paint)",2
--,"REBOUND DEF by CERVANTES,BEAU",,,,,,,"REBOUND DEF by CERVANTES,BEAU",2
14:34,"GOOD JUMPER by CERVANTES,BEAU(in the paint)",48 (+20),,28,,Schr 48-28 (-20),,"GOOD JUMPER by CERVANTES,BEAU(in the paint)",2
14:08,,,,,"MISS 3PTR by SQUIRES,CALEB",,,"MISS 3PTR by SQUIRES,CALEB",2
--,"REBOUND DEF by NED,JALEN",,,,,,,"REBOUND DEF by NED,JALEN",2
14:01,,,,,"FOUL  by MCMULLIN,COLTON",,,"FOUL  by MCMULLIN,COLTON",2
14:01,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:01,,,,,"SUB OUT by KRONENBERGER,BEAU",,,"SUB OUT by KRONENBERGER,BEAU",2
14:01,,,,,"SUB OUT by WEAVER,BRADEN",,,"SUB OUT by WEAVER,BRADEN",2
14:01,,,,,"SUB OUT by BERRY,COLTEN",,,"SUB OUT by BERRY,COLTEN",2
14:01,,,,,"SUB IN by RYAN,GRAYSON",,,"SUB IN by RYAN,GRAYSON",2
14:01,,,,,"SUB IN by MAYO,DREW",,,"SUB IN by MAYO,DREW",2
14:01,,,,,"SUB IN by INGRAM,KYLE",,,"SUB IN by INGRAM,KYLE",2
14:01,"SUB OUT by NED,JALEN",,,,,,,"SUB OUT by NED,JALEN",2
14:01,"SUB OUT by GIBSON,DARIAN",,,,,,,"SUB OUT by GIBSON,DARIAN",2
14:01,"SUB IN by EVANS,BRONSON",,,,,,,"SUB IN by EVANS,BRONSON",2
14:01,"SUB IN by AUNGST,AJ",,,,,,,"SUB IN by AUNGST,AJ",2
14:01,"GOOD FT by MACKEY,DYLAN(fastbreak)",49 (+21),,28,,Schr 49-28 (-21),,"GOOD FT by MACKEY,DYLAN(fastbreak)",2
14:01,"GOOD FT by MACKEY,DYLAN(fastbreak)",50 (+22),,28,,Schr 50-28 (-22),,"GOOD FT by MACKEY,DYLAN(fastbreak)",2
14:01,,,,,"SUB OUT by MCMULLIN,COLTON",,,"SUB OUT by MCMULLIN,COLTON",2
14:01,,,,,"SUB IN by COLLIER II,CRAIG",,,"SUB IN by COLLIER II,CRAIG",2
13:51,,50 (+20),,30,"GOOD JUMPER by COLLIER II,CRAIG(in the paint)",Hend 50-30 (-20),,"GOOD JUMPER by COLLIER II,CRAIG(in the paint)",2
13:37,"GOOD JUMPER by AUNGST,AJ(in the paint)",52 (+22),,30,,Schr 52-30 (-22),,"GOOD JUMPER by AUNGST,AJ(in the paint)",2
--,"ASSIST  by MACKEY,DYLAN",,,,,,,"ASSIST  by MACKEY,DYLAN",2
13:24,,,,,"MISS JUMPER by SQUIRES,CALEB(in the paint)",,,"MISS JUMPER by SQUIRES,CALEB(in the paint)",2
13:24,"BLOCK  by RODRIGUEZ,CRISTIAN",,,,,,,"BLOCK  by RODRIGUEZ,CRISTIAN",2
--,"REBOUND DEF by RODRIGUEZ,CRISTIAN",,,,,,,"REBOUND DEF by RODRIGUEZ,CRISTIAN",2
13:04,,,,,"MISS 3PTR by SQUIRES,CALEB",,,"MISS 3PTR by SQUIRES,CALEB",2
--,"REBOUND DEF by AUNGST,AJ",,,,,,,"REBOUND DEF by AUNGST,AJ",2
12:54,"MISS 3PTR by CERVANTES,BEAU",,,,,,,"MISS 3PTR by CERVANTES,BEAU",2
--,"REBOUND OFF by CERVANTES,BEAU",,,,,,,"REBOUND OFF by CERVANTES,BEAU",2
12:47,,,,,"FOUL  by COLLIER II,CRAIG",,,"FOUL  by COLLIER II,CRAIG",2
12:37,"MISS FT by MACKEY,DYLAN",,,,,,,"MISS FT by MACKEY,DYLAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:24,"MISS FT by MACKEY,DYLAN",,,,,,,"MISS FT by MACKEY,DYLAN",2
--,,,,,"REBOUND DEF by SQUIRES,CALEB",,,"REBOUND DEF by SQUIRES,CALEB",2
12:09,,,,,"TURNOVER  by RYAN,GRAYSON",,,"TURNOVER  by RYAN,GRAYSON",2
12:04,,,,,"SUB OUT by SQUIRES,CALEB",,,"SUB OUT by SQUIRES,CALEB",2
12:04,,,,,"SUB IN by RYAN,JONATHAN",,,"SUB IN by RYAN,JONATHAN",2
12:04,"SUB OUT by MACKEY,DYLAN",,,,,,,"SUB OUT by MACKEY,DYLAN",2
12:04,"SUB OUT by RODRIGUEZ,CRISTIAN",,,,,,,"SUB OUT by RODRIGUEZ,CRISTIAN",2
12:04,"SUB IN by REICHERT BLUME,MATEU",,,,,,,"SUB IN by REICHERT BLUME,MATEU",2
12:04,"SUB IN by ALCOCER,JOSHUA",,,,,,,"SUB IN by ALCOCER,JOSHUA",2
12:03,,,,,"FOUL  by RYAN,JONATHAN",,,"FOUL  by RYAN,JONATHAN",2
12:02,"FOUL  by ALCOCER,JOSHUA",,,,,,,"FOUL  by ALCOCER,JOSHUA",2
12:02,"TURNOVER  by ALCOCER,JOSHUA",,,,,,,"TURNOVER  by ALCOCER,JOSHUA",2
11:52,,,,,"MISS FT by INGRAM,KYLE",,,"MISS FT by INGRAM,KYLE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:52,,52 (+21),,31,"GOOD FT by INGRAM,KYLE",Hend 52-31 (-21),,"GOOD FT by INGRAM,KYLE",2
11:38,"MISS JUMPER by EVANS,BRONSON(in the paint)",,,,,,,"MISS JUMPER by EVANS,BRONSON(in the paint)",2
--,,,,,"REBOUND DEF by INGRAM,KYLE",,,"REBOUND DEF by INGRAM,KYLE",2
11:33,"FOUL  by ALCOCER,JOSHUA",,,,,,,"FOUL  by ALCOCER,JOSHUA",2
11:33,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:31,,,,,"MISS 3PTR by MAYO,DREW",,,"MISS 3PTR by MAYO,DREW",2
--,"REBOUND DEF by EVANS,BRONSON",,,,,,,"REBOUND DEF by EVANS,BRONSON",2
11:31,"GOOD JUMPER by REICHERT BLUME,MATEU(in the paint)",54 (+23),,31,,Schr 54-31 (-23),,"GOOD JUMPER by REICHERT BLUME,MATEU(in the paint)",2
11:27,"FOUL  by AUNGST,AJ",,,,,,,"FOUL  by AUNGST,AJ",2
11:18,"SUB OUT by CERVANTES,BEAU",,,,,,,"SUB OUT by CERVANTES,BEAU",2
11:18,"SUB IN by VILLARREAL,MARCUS",,,,,,,"SUB IN by VILLARREAL,MARCUS",2
11:09,,,,,"MISS 3PTR by COLLIER II,CRAIG",,,"MISS 3PTR by COLLIER II,CRAIG",2
--,,,,,"REBOUND OFF by RYAN,GRAYSON",,,"REBOUND OFF by RYAN,GRAYSON",2
11:00,,54 (+21),,33,"GOOD LAYUP by RYAN,GRAYSON(in the paint)",Hend 54-33 (-21),,"GOOD LAYUP by RYAN,GRAYSON(in the paint)",2
10:48,"TURNOVER  by ALCOCER,JOSHUA",,,,,,,"TURNOVER  by ALCOCER,JOSHUA",2
10:30,,,,,"MISS JUMPER by INGRAM,KYLE(in the paint)",,,"MISS JUMPER by INGRAM,KYLE(in the paint)",2
--,"REBOUND DEF by AUNGST,AJ",,,,,,,"REBOUND DEF by AUNGST,AJ",2
10:25,"MISS 3PTR by VILLARREAL,MARCUS",,,,,,,"MISS 3PTR by VILLARREAL,MARCUS",2
--,"REBOUND OFF by ALCOCER,JOSHUA",,,,,,,"REBOUND OFF by ALCOCER,JOSHUA",2
10:20,"MISS JUMPER by ALCOCER,JOSHUA(in the paint)",,,,,,,"MISS JUMPER by ALCOCER,JOSHUA(in the paint)",2
--,"REBOUND OFF by ALCOCER,JOSHUA",,,,,,,"REBOUND OFF by ALCOCER,JOSHUA",2
10:09,"GOOD JUMPER by ALCOCER,JOSHUA(in the paint)",56 (+23),,33,,Schr 56-33 (-23),,"GOOD JUMPER by ALCOCER,JOSHUA(in the paint)",2
--,"ASSIST  by AUNGST,AJ",,,,,,,"ASSIST  by AUNGST,AJ",2
09:49,,,,,"MISS JUMPER by COLLIER II,CRAIG",,,"MISS JUMPER by COLLIER II,CRAIG",2
09:49,"BLOCK  by ALCOCER,JOSHUA",,,,,,,"BLOCK  by ALCOCER,JOSHUA",2
--,"REBOUND DEF by VILLARREAL,MARCUS",,,,,,,"REBOUND DEF by VILLARREAL,MARCUS",2
09:43,"MISS JUMPER by EVANS,BRONSON(in the paint)",,,,,,,"MISS JUMPER by EVANS,BRONSON(in the paint)",2
09:43,,,,,"BLOCK  by MAYO,DREW",,,"BLOCK  by MAYO,DREW",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
09:43,,,,,"SUB OUT by MAYO,DREW",,,"SUB OUT by MAYO,DREW",2
09:43,,,,,"SUB OUT by INGRAM,KYLE",,,"SUB OUT by INGRAM,KYLE",2
09:43,,,,,"SUB IN by SCIFES,COLIN",,,"SUB IN by SCIFES,COLIN",2
09:43,,,,,"SUB IN by BERRY,COLTEN",,,"SUB IN by BERRY,COLTEN",2
09:43,"SUB OUT by AUNGST,AJ",,,,,,,"SUB OUT by AUNGST,AJ",2
09:43,"SUB IN by HUNTER,RODNEY",,,,,,,"SUB IN by HUNTER,RODNEY",2
09:43,,,,,"FOUL  by RYAN,JONATHAN",,,"FOUL  by RYAN,JONATHAN",2
09:43,,,,,"SUB OUT by RYAN,GRAYSON",,,"SUB OUT by RYAN,GRAYSON",2
09:43,,,,,"SUB IN by MCMULLIN,COLTON",,,"SUB IN by MCMULLIN,COLTON",2
09:27,,,,,"SUB OUT by RYAN,JONATHAN",,,"SUB OUT by RYAN,JONATHAN",2
09:27,,,,,"SUB IN by TORRES,JADEN",,,"SUB IN by TORRES,JADEN",2
09:24,"MISS 3PTR by VILLARREAL,MARCUS",,,,,,,"MISS 3PTR by VILLARREAL,MARCUS",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
08:59,,56 (+21),,35,"GOOD JUMPER by COLLIER II,CRAIG(in the paint)",Hend 56-35 (-21),,"GOOD JUMPER by COLLIER II,CRAIG(in the paint)",2
08:33,"MISS JUMPER by ALCOCER,JOSHUA(in the paint)",,,,,,,"MISS JUMPER by ALCOCER,JOSHUA(in the paint)",2
--,,,,,"REBOUND DEF by TORRES,JADEN",,,"REBOUND DEF by TORRES,JADEN",2
08:21,,56 (+18),,38,"GOOD 3PTR by COLLIER II,CRAIG",Hend 56-38 (-18),,"GOOD 3PTR by COLLIER II,CRAIG",2
--,,,,,"ASSIST  by SCIFES,COLIN",,,"ASSIST  by SCIFES,COLIN",2
08:02,"GOOD 3PTR by ALCOCER,JOSHUA",59 (+21),,38,,Schr 59-38 (-21),,"GOOD 3PTR by ALCOCER,JOSHUA",2
07:46,"FOUL  by EVANS,BRONSON",,,,,,,"FOUL  by EVANS,BRONSON",2
07:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:46,"SUB OUT by EVANS,BRONSON",,,,,,,"SUB OUT by EVANS,BRONSON",2
07:46,"SUB OUT by ALCOCER,JOSHUA",,,,,,,"SUB OUT by ALCOCER,JOSHUA",2
07:46,"SUB IN by CALDWELL,CHRISTIAN",,,,,,,"SUB IN by CALDWELL,CHRISTIAN",2
07:46,"SUB IN by RODRIGUEZ,CRISTIAN",,,,,,,"SUB IN by RODRIGUEZ,CRISTIAN",2
07:46,"TURNOVER  by VILLARREAL,MARCUS",,,,,,,"TURNOVER  by VILLARREAL,MARCUS",2
07:46,,,,,"STEAL  by TORRES,JADEN",,,"STEAL  by TORRES,JADEN",2
07:40,,,,,"MISS 3PTR by MCMULLIN,COLTON",,,"MISS 3PTR by MCMULLIN,COLTON",2
--,"REBOUND DEF by VILLARREAL,MARCUS",,,,,,,"REBOUND DEF by VILLARREAL,MARCUS",2
07:16,"MISS 3PTR by REICHERT BLUME,MATEU",,,,,,,"MISS 3PTR by REICHERT BLUME,MATEU",2
--,"REBOUND OFF by RODRIGUEZ,CRISTIAN",,,,,,,"REBOUND OFF by RODRIGUEZ,CRISTIAN",2
06:26,"FOUL  by VILLARREAL,MARCUS",,,,,,,"FOUL  by VILLARREAL,MARCUS",2
06:26,"TURNOVER  by VILLARREAL,MARCUS",,,,,,,"TURNOVER  by VILLARREAL,MARCUS",2
06:13,,59 (+19),,40,"GOOD JUMPER by COLLIER II,CRAIG",Hend 59-40 (-19),,"GOOD JUMPER by COLLIER II,CRAIG",2
05:58,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:54,"SUB OUT by REICHERT BLUME,MATEU",,,,,,,"SUB OUT by REICHERT BLUME,MATEU",2
05:54,"SUB IN by WASHINGTON,BLAKE",,,,,,,"SUB IN by WASHINGTON,BLAKE",2
05:35,"SUB OUT by HUNTER,RODNEY",,,,,,,"SUB OUT by HUNTER,RODNEY",2
05:35,"SUB IN by RUSSELL,BRADLEY",,,,,,,"SUB IN by RUSSELL,BRADLEY",2
05:31,"GOOD 3PTR by RUSSELL,BRADLEY",62 (+22),,40,,Schr 62-40 (-22),,"GOOD 3PTR by RUSSELL,BRADLEY",2
05:16,"TURNOVER  by CALDWELL,CHRISTIAN",,,,,,,"TURNOVER  by CALDWELL,CHRISTIAN",2
05:16,,,,,"STEAL  by BERRY,COLTEN",,,"STEAL  by BERRY,COLTEN",2
05:02,,,,,"MISS JUMPER by COLLIER II,CRAIG",,,"MISS JUMPER by COLLIER II,CRAIG",2
--,,,,,"REBOUND OFF by TORRES,JADEN",,,"REBOUND OFF by TORRES,JADEN",2
04:31,"GOOD JUMPER by RODRIGUEZ,CRISTIAN(in the paint)",64 (+24),,40,,Schr 64-40 (-24),,"GOOD JUMPER by RODRIGUEZ,CRISTIAN(in the paint)",2
04:22,,,,,"FOUL  by SCIFES,COLIN",,,"FOUL  by SCIFES,COLIN",2
04:09,"MISS FT by RODRIGUEZ,CRISTIAN",,,,,,,"MISS FT by RODRIGUEZ,CRISTIAN",2
--,,,,,"REBOUND DEF by COLLIER II,CRAIG",,,"REBOUND DEF by COLLIER II,CRAIG",2
04:09,,64 (+21),,43,"GOOD 3PTR by COLLIER II,CRAIG",Hend 64-43 (-21),,"GOOD 3PTR by COLLIER II,CRAIG",2
03:59,,,,,"MISS 3PTR by MCMULLIN,COLTON",,,"MISS 3PTR by MCMULLIN,COLTON",2
03:59,,64 (+18),,46,"GOOD 3PTR by SCIFES,COLIN",Hend 64-46 (-18),,"GOOD 3PTR by SCIFES,COLIN",2
--,"REBOUND DEF by RODRIGUEZ,CRISTIAN",,,,,,,"REBOUND DEF by RODRIGUEZ,CRISTIAN",2
03:49,"GOOD 3PTR by WASHINGTON,BLAKE",67 (+21),,46,,Schr 67-46 (-21),,"GOOD 3PTR by WASHINGTON,BLAKE",2
--,"ASSIST  by RUSSELL,BRADLEY",,,,,,,"ASSIST  by RUSSELL,BRADLEY",2
03:30,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:30,,,,,"SUB OUT by TORRES,JADEN",,,"SUB OUT by TORRES,JADEN",2
03:30,,,,,"SUB IN by WEAVER,BRADEN",,,"SUB IN by WEAVER,BRADEN",2
03:30,"SUB OUT by VILLARREAL,MARCUS",,,,,,,"SUB OUT by VILLARREAL,MARCUS",2
03:30,"SUB OUT by RODRIGUEZ,CRISTIAN",,,,,,,"SUB OUT by RODRIGUEZ,CRISTIAN",2
03:30,"SUB IN by GUAJARDO,CRISTIAN",,,,,,,"SUB IN by GUAJARDO,CRISTIAN",2
03:30,"SUB IN by MALDONADO,DAMIAN",,,,,,,"SUB IN by MALDONADO,DAMIAN",2
03:24,"FOUL  by WASHINGTON,BLAKE",,,,,,,"FOUL  by WASHINGTON,BLAKE",2
03:24,,67 (+20),,47,"GOOD FT by MCMULLIN,COLTON",Hend 67-47 (-20),,"GOOD FT by MCMULLIN,COLTON",2
03:24,,67 (+19),,48,"GOOD FT by MCMULLIN,COLTON",Hend 67-48 (-19),,"GOOD FT by MCMULLIN,COLTON",2
03:17,"MISS JUMPER by CALDWELL,CHRISTIAN",,,,,,,"MISS JUMPER by CALDWELL,CHRISTIAN",2
--,,,,,"REBOUND DEF by COLLIER II,CRAIG",,,"REBOUND DEF by COLLIER II,CRAIG",2
03:12,,,,,"SUB OUT by COLLIER II,CRAIG",,,"SUB OUT by COLLIER II,CRAIG",2
03:12,,,,,"SUB IN by TORRES,JADEN",,,"SUB IN by TORRES,JADEN",2
03:12,"FOUL  by CALDWELL,CHRISTIAN",,,,,,,"FOUL  by CALDWELL,CHRISTIAN",2
03:12,,,,,"MISS FT by TORRES,JADEN",,,"MISS FT by TORRES,JADEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:12,,67 (+18),,49,"GOOD FT by TORRES,JADEN",Hend 67-49 (-18),,"GOOD FT by TORRES,JADEN",2
03:08,"TURNOVER  by CALDWELL,CHRISTIAN",,,,,,,"TURNOVER  by CALDWELL,CHRISTIAN",2
03:08,,,,,"STEAL  by MCMULLIN,COLTON",,,"STEAL  by MCMULLIN,COLTON",2
03:02,,67 (+16),,51,"GOOD JUMPER by MCMULLIN,COLTON(fastbreak)(in the paint)",Hend 67-51 (-16),,"GOOD JUMPER by MCMULLIN,COLTON(fastbreak)(in the paint)",2
02:46,"GOOD JUMPER by MALDONADO,DAMIAN(in the paint)",69 (+18),,51,,Schr 69-51 (-18),,"GOOD JUMPER by MALDONADO,DAMIAN(in the paint)",2
02:21,"SUB OUT by CALDWELL,CHRISTIAN",,,,,,,"SUB OUT by CALDWELL,CHRISTIAN",2
02:21,"SUB OUT by RUSSELL,BRADLEY",,,,,,,"SUB OUT by RUSSELL,BRADLEY",2
02:21,"SUB IN by ROBERTSON,MICHAEL",,,,,,,"SUB IN by ROBERTSON,MICHAEL",2
02:21,"SUB IN by JOHNSON,MARIO",,,,,,,"SUB IN by JOHNSON,MARIO",2
02:20,,,,,"MISS 3PTR by MCMULLIN,COLTON",,,"MISS 3PTR by MCMULLIN,COLTON",2
--,"REBOUND DEF by WASHINGTON,BLAKE",,,,,,,"REBOUND DEF by WASHINGTON,BLAKE",2
02:10,"MISS 3PTR by ROBERTSON,MICHAEL",,,,,,,"MISS 3PTR by ROBERTSON,MICHAEL",2
--,,,,,"REBOUND DEF by MCMULLIN,COLTON",,,"REBOUND DEF by MCMULLIN,COLTON",2
01:59,"FOUL  by GUAJARDO,CRISTIAN",,,,,,,"FOUL  by GUAJARDO,CRISTIAN",2
01:59,,69 (+17),,52,"GOOD FT by MCMULLIN,COLTON",Hend 69-52 (-17),,"GOOD FT by MCMULLIN,COLTON",2
01:59,,,,,"MISS FT by MCMULLIN,COLTON",,,"MISS FT by MCMULLIN,COLTON",2
--,"REBOUND DEF by ROBERTSON,MICHAEL",,,,,,,"REBOUND DEF by ROBERTSON,MICHAEL",2
01:54,,,,,"FOUL  by WEAVER,BRADEN",,,"FOUL  by WEAVER,BRADEN",2
01:42,"MISS FT by ROBERTSON,MICHAEL(fastbreak)",,,,,,,"MISS FT by ROBERTSON,MICHAEL(fastbreak)",2
--,,,,,"REBOUND DEF by SCIFES,COLIN",,,"REBOUND DEF by SCIFES,COLIN",2
01:34,,,,,"MISS JUMPER by MCMULLIN,COLTON",,,"MISS JUMPER by MCMULLIN,COLTON",2
--,"REBOUND DEF by JOHNSON,MARIO",,,,,,,"REBOUND DEF by JOHNSON,MARIO",2
01:14,"MISS JUMPER by ROBERTSON,MICHAEL",,,,,,,"MISS JUMPER by ROBERTSON,MICHAEL",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
01:04,,,,,"TURNOVER  by TORRES,JADEN",,,"TURNOVER  by TORRES,JADEN",2
01:04,"STEAL  by ROBERTSON,MICHAEL",,,,,,,"STEAL  by ROBERTSON,MICHAEL",2
00:59,"MISS 3PTR by WASHINGTON,BLAKE",,,,,,,"MISS 3PTR by WASHINGTON,BLAKE",2
--,"REBOUND OFF by GUAJARDO,CRISTIAN",,,,,,,"REBOUND OFF by GUAJARDO,CRISTIAN",2
00:53,"MISS 3PTR by MALDONADO,DAMIAN",,,,,,,"MISS 3PTR by MALDONADO,DAMIAN",2
--,,,,,"REBOUND DEF by MCMULLIN,COLTON",,,"REBOUND DEF by MCMULLIN,COLTON",2
00:43,"FOUL  by JOHNSON,MARIO",,,,,,,"FOUL  by JOHNSON,MARIO",2
00:43,,,,,"MISS FT by SCIFES,COLIN",,,"MISS FT by SCIFES,COLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:43,,,,,"MISS FT by SCIFES,COLIN",,,"MISS FT by SCIFES,COLIN",2
--,"REBOUND DEF by JOHNSON,MARIO",,,,,,,"REBOUND DEF by JOHNSON,MARIO",2
00:33,"GOOD JUMPER by MALDONADO,DAMIAN(in the paint)",71 (+19),,52,,Schr 71-52 (-19),,"GOOD JUMPER by MALDONADO,DAMIAN(in the paint)",2
--,"ASSIST  by ROBERTSON,MICHAEL",,,,,,,"ASSIST  by ROBERTSON,MICHAEL",2
00:16,,71 (+17),,54,"GOOD DUNK by BERRY,COLTEN(in the paint)",Hend 71-54 (-17),,"GOOD DUNK by BERRY,COLTEN(in the paint)",2
--,,,,,"ASSIST  by TORRES,JADEN",,,"ASSIST  by TORRES,JADEN",2
