Time Remaining,Hend,Away Team Score,Play Team Indicator,Home Team Score,UCA,Game Score,Team Indicator,Play,Period
05:12,"MISS LAYUP by MCMULLIN,COLTON(in the paint)",,,,,,,"MISS LAYUP by MCMULLIN,COLTON(in the paint)",2
--,,,,,"REBOUND DEF by KAYOULOUD,EDDY",,,"REBOUND DEF by KAYOULOUD,EDDY",2
05:05,,49,,84 (+35),"GOOD JUMPER by KAYOULOUD,EDDY(fastbreak)(in the paint)",UCA 49-84 (-35),,"GOOD JUMPER by KAYOULOUD,EDDY(fastbreak)(in the paint)",2
04:35,"TURNOVER  by CARLOS,MASON",,,,,,,"TURNOVER  by CARLOS,MASON",2
04:35,,,,,"STEAL  by KLINTMAN,IBBE",,,"STEAL  by KLINTMAN,IBBE",2
04:31,,49,,86 (+37),"GOOD DUNK by OLOWOKERE,MASAI(fastbreak)(in the paint)",UCA 49-86 (-37),,"GOOD DUNK by OLOWOKERE,MASAI(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by KLINTMAN,IBBE",,,"ASSIST  by KLINTMAN,IBBE",2
04:20,"GOOD JUMPER by COLLIER II,CRAIG",51,,86 (+35),,Hend 51-86 (-35),,"GOOD JUMPER by COLLIER II,CRAIG",2
04:06,,51,,89 (+38),"GOOD 3PTR by OLOWOKERE,MASAI",UCA 51-89 (-38),,"GOOD 3PTR by OLOWOKERE,MASAI",2
03:53,"TURNOVER  by COLLIER II,CRAIG",,,,,,,"TURNOVER  by COLLIER II,CRAIG",2
03:53,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:53,,,,,"SUB OUT by MCDANIEL,LEWIS",,,"SUB OUT by MCDANIEL,LEWIS",2
03:53,,,,,"SUB OUT by OLOWOKERE,MASAI",,,"SUB OUT by OLOWOKERE,MASAI",2
03:53,,,,,"SUB OUT by KLINTMAN,IBBE",,,"SUB OUT by KLINTMAN,IBBE",2
03:53,,,,,"SUB OUT by KAYOULOUD,EDDY",,,"SUB OUT by KAYOULOUD,EDDY",2
03:53,,,,,"SUB IN by REEVES,VJ",,,"SUB IN by REEVES,VJ",2
03:53,,,,,"SUB IN by KIRSIPUU,JOHANNES",,,"SUB IN by KIRSIPUU,JOHANNES",2
03:53,,,,,"SUB IN by CATO,ELIAS",,,"SUB IN by CATO,ELIAS",2
03:53,,,,,"SUB IN by BOUNDS,CHURCHILLL",,,"SUB IN by BOUNDS,CHURCHILLL",2
03:53,"SUB OUT by COLLIER II,CRAIG",,,,,,,"SUB OUT by COLLIER II,CRAIG",2
03:53,"SUB IN by BOWER,CARSON",,,,,,,"SUB IN by BOWER,CARSON",2
03:39,,51,,91 (+40),"GOOD LAYUP by BOUNDS,CHURCHILLL(in the paint)",UCA 51-91 (-40),,"GOOD LAYUP by BOUNDS,CHURCHILLL(in the paint)",2
03:20,"TURNOVER  by MCMULLIN,COLTON",,,,,,,"TURNOVER  by MCMULLIN,COLTON",2
03:05,,51,,94 (+43),"GOOD 3PTR by DAUGHERTY JR.,CARL",UCA 51-94 (-43),,"GOOD 3PTR by DAUGHERTY JR.,CARL",2
02:54,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:54,,,,,"SUB OUT by DAUGHERTY JR.,CARL",,,"SUB OUT by DAUGHERTY JR.,CARL",2
02:54,,,,,"SUB IN by SIMMONS,BRENDAN",,,"SUB IN by SIMMONS,BRENDAN",2
02:54,"SUB OUT by RYAN,JONATHAN",,,,,,,"SUB OUT by RYAN,JONATHAN",2
02:54,"SUB OUT by MCMULLIN,COLTON",,,,,,,"SUB OUT by MCMULLIN,COLTON",2
02:54,"SUB OUT by CARLOS,MASON",,,,,,,"SUB OUT by CARLOS,MASON",2
02:54,"SUB IN by SAVARIO,JACK",,,,,,,"SUB IN by SAVARIO,JACK",2
02:54,"SUB IN by SCIFES,COLIN",,,,,,,"SUB IN by SCIFES,COLIN",2
02:54,"SUB IN by TORRES,JADEN",,,,,,,"SUB IN by TORRES,JADEN",2
02:54,,,,,"FOUL  by SIMMONS,BRENDAN",,,"FOUL  by SIMMONS,BRENDAN",2
02:54,"MISS FT by SAVARIO,JACK",,,,,,,"MISS FT by SAVARIO,JACK",2
--,,,,,"REBOUND DEF by KIRSIPUU,JOHANNES",,,"REBOUND DEF by KIRSIPUU,JOHANNES",2
02:42,,,,,"MISS 3PTR by SIMMONS,BRENDAN",,,"MISS 3PTR by SIMMONS,BRENDAN",2
--,"REBOUND DEF by SCIFES,COLIN",,,,,,,"REBOUND DEF by SCIFES,COLIN",2
02:30,"GOOD 3PTR by BOWER,CARSON",54,,94 (+40),,Hend 54-94 (-40),,"GOOD 3PTR by BOWER,CARSON",2
--,"ASSIST  by SCIFES,COLIN",,,,,,,"ASSIST  by SCIFES,COLIN",2
02:17,,54,,97 (+43),"GOOD 3PTR by SIMMONS,BRENDAN",UCA 54-97 (-43),,"GOOD 3PTR by SIMMONS,BRENDAN",2
--,,,,,"ASSIST  by REEVES,VJ",,,"ASSIST  by REEVES,VJ",2
01:58,"MISS JUMPER by SCIFES,COLIN",,,,,,,"MISS JUMPER by SCIFES,COLIN",2
--,,,,,"REBOUND DEF by BOUNDS,CHURCHILLL",,,"REBOUND DEF by BOUNDS,CHURCHILLL",2
01:51,,54,,100 (+46),"GOOD 3PTR by SIMMONS,BRENDAN(fastbreak)",UCA 54-100 (-46),,"GOOD 3PTR by SIMMONS,BRENDAN(fastbreak)",2
--,,,,,"ASSIST  by KIRSIPUU,JOHANNES",,,"ASSIST  by KIRSIPUU,JOHANNES",2
01:32,"MISS JUMPER by SCIFES,COLIN(in the paint)",,,,,,,"MISS JUMPER by SCIFES,COLIN(in the paint)",2
--,,,,,"REBOUND DEF by CATO,ELIAS",,,"REBOUND DEF by CATO,ELIAS",2
01:26,,54,,102 (+48),"GOOD DUNK by BOUNDS,CHURCHILLL(fastbreak)(in the paint)",UCA 54-102 (-48),,"GOOD DUNK by BOUNDS,CHURCHILLL(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by REEVES,VJ",,,"ASSIST  by REEVES,VJ",2
01:17,,,,,"SUB OUT by CATO,ELIAS",,,"SUB OUT by CATO,ELIAS",2
01:17,,,,,"SUB OUT by BOUNDS,CHURCHILLL",,,"SUB OUT by BOUNDS,CHURCHILLL",2
01:17,,,,,"SUB IN by KEITH,SAWYER",,,"SUB IN by KEITH,SAWYER",2
01:17,,,,,"SUB IN by MUNSON,JONAS",,,"SUB IN by MUNSON,JONAS",2
01:17,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:07,"GOOD JUMPER by SAVARIO,JACK(in the paint)",56,,102 (+46),,Hend 56-102 (-46),,"GOOD JUMPER by SAVARIO,JACK(in the paint)",2
--,"ASSIST  by SCIFES,COLIN",,,,,,,"ASSIST  by SCIFES,COLIN",2
00:51,,56,,105 (+49),"GOOD 3PTR by KIRSIPUU,JOHANNES",UCA 56-105 (-49),,"GOOD 3PTR by KIRSIPUU,JOHANNES",2
--,,,,,"ASSIST  by KEITH,SAWYER",,,"ASSIST  by KEITH,SAWYER",2
00:35,"MISS LAYUP by SAVARIO,JACK(in the paint)",,,,,,,"MISS LAYUP by SAVARIO,JACK(in the paint)",2
--,,,,,"REBOUND DEF by MUNSON,JONAS",,,"REBOUND DEF by MUNSON,JONAS",2
00:22,,56,,107 (+51),"GOOD JUMPER by KEITH,SAWYER(in the paint)",UCA 56-107 (-51),,"GOOD JUMPER by KEITH,SAWYER(in the paint)",2
00:06,,,,,"FOUL  by KIRSIPUU,JOHANNES",,,"FOUL  by KIRSIPUU,JOHANNES",2
00:06,,,,,"SUB OUT by KIRSIPUU,JOHANNES",,,"SUB OUT by KIRSIPUU,JOHANNES",2
00:06,,,,,"SUB IN by MCDANIEL,LEWIS",,,"SUB IN by MCDANIEL,LEWIS",2
00:06,"MISS FT by BOWER,CARSON",,,,,,,"MISS FT by BOWER,CARSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:06,"MISS FT by BOWER,CARSON",,,,,,,"MISS FT by BOWER,CARSON",2
--,,,,,"REBOUND DEF by REEVES,VJ",,,"REBOUND DEF by REEVES,VJ",2
