Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,Hend,Game Score,Team Indicator,Play,Period
18:39,,,,,"MISS 3PTR by DEITHLOFF,TYLER",,,"MISS 3PTR by DEITHLOFF,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:11,,46 (+14),,32,"GOOD JUMPER by BERRY,COLTEN(in the paint)",Hend 46-32 (-14),,"GOOD JUMPER by BERRY,COLTEN(in the paint)",2
18:11,"MISS JUMPER by BENHAM,BRAXTON(in the paint)",,,,,,,"MISS JUMPER by BENHAM,BRAXTON(in the paint)",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
17:53,"GOOD JUMPER by ELLIS,CHASE(in the paint)",48 (+16),,32,,Berry 48-32 (-16),,"GOOD JUMPER by ELLIS,CHASE(in the paint)",2
17:23,,,,,"MISS 3PTR by SQUIRES,CALEB",,,"MISS 3PTR by SQUIRES,CALEB",2
17:23,"FOUL  by BENHAM,BRAXTON",,,,,,,"FOUL  by BENHAM,BRAXTON",2
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",2
17:03,"GOOD 3PTR by HONROTH,OWEN",51 (+19),,32,,Berry 51-32 (-19),,"GOOD 3PTR by HONROTH,OWEN",2
--,"ASSIST  by BENHAM,BRAXTON",,,,,,,"ASSIST  by BENHAM,BRAXTON",2
16:50,,,,,"MISS JUMPER by COBB,DANIEL(in the paint)",,,"MISS JUMPER by COBB,DANIEL(in the paint)",2
--,,,,,"REBOUND OFF by COBB,DANIEL",,,"REBOUND OFF by COBB,DANIEL",2
16:47,,,,,"TURNOVER  by COBB,DANIEL",,,"TURNOVER  by COBB,DANIEL",2
16:47,,,,,"SUB OUT by COBB,DANIEL",,,"SUB OUT by COBB,DANIEL",2
16:47,,,,,"SUB OUT by WEAVER,BRADEN",,,"SUB OUT by WEAVER,BRADEN",2
16:47,,,,,"SUB IN by TORRES,JADEN",,,"SUB IN by TORRES,JADEN",2
16:47,,,,,"SUB IN by MCMULLIN,COLTON",,,"SUB IN by MCMULLIN,COLTON",2
16:47,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",2
16:47,"SUB IN by SEGALL,RYAN",,,,,,,"SUB IN by SEGALL,RYAN",2
16:33,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",2
--,"REBOUND OFF by HONROTH,OWEN",,,,,,,"REBOUND OFF by HONROTH,OWEN",2
16:12,"TURNOVER  by BENHAM,BRAXTON",,,,,,,"TURNOVER  by BENHAM,BRAXTON",2
16:12,,,,,"STEAL  by BERRY,COLTEN",,,"STEAL  by BERRY,COLTEN",2
16:04,,,,,"MISS 3PTR by DEITHLOFF,TYLER",,,"MISS 3PTR by DEITHLOFF,TYLER",2
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",2
15:49,"GOOD JUMPER by HONROTH,OWEN(in the paint)",53 (+21),,32,,Berry 53-32 (-21),,"GOOD JUMPER by HONROTH,OWEN(in the paint)",2
--,"ASSIST  by SEGALL,RYAN",,,,,,,"ASSIST  by SEGALL,RYAN",2
15:28,,,,,"MISS 3PTR by MCMULLIN,COLTON",,,"MISS 3PTR by MCMULLIN,COLTON",2
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",2
15:13,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:09,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
15:09,,,,,"SUB IN by KRONENBERGER,BEAU",,,"SUB IN by KRONENBERGER,BEAU",2
15:09,"SUB OUT by BENHAM,BRAXTON",,,,,,,"SUB OUT by BENHAM,BRAXTON",2
15:09,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",2
15:09,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",2
15:09,"SUB IN by CRAFT,JAKE",,,,,,,"SUB IN by CRAFT,JAKE",2
15:09,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:08,"SUB OUT by CRAFT,JAKE",,,,,,,"SUB OUT by CRAFT,JAKE",2
15:08,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",2
14:53,,53 (+19),,34,"GOOD JUMPER by KRONENBERGER,BEAU(in the paint)",Hend 53-34 (-19),,"GOOD JUMPER by KRONENBERGER,BEAU(in the paint)",2
14:26,"GOOD JUMPER by ELLIS,CHASE(in the paint)",55 (+21),,34,,Berry 55-34 (-21),,"GOOD JUMPER by ELLIS,CHASE(in the paint)",2
14:05,,,,,"TURNOVER  by BERRY,COLTEN",,,"TURNOVER  by BERRY,COLTEN",2
14:05,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",2
14:05,"SUB IN by CAMPBELL,BLAKE",,,,,,,"SUB IN by CAMPBELL,BLAKE",2
13:44,"GOOD LAYUP by SEGALL,RYAN(in the paint)",57 (+23),,34,,Berry 57-34 (-23),,"GOOD LAYUP by SEGALL,RYAN(in the paint)",2
13:22,"FOUL  by ELLIS,CHASE",,,,,,,"FOUL  by ELLIS,CHASE",2
13:22,,,,,"SUB OUT by BERRY,COLTEN",,,"SUB OUT by BERRY,COLTEN",2
13:22,,,,,"SUB IN by PATTON,LUKE",,,"SUB IN by PATTON,LUKE",2
13:18,,57 (+21),,36,"GOOD JUMPER by SQUIRES,CALEB(in the paint)",Hend 57-36 (-21),,"GOOD JUMPER by SQUIRES,CALEB(in the paint)",2
13:10,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:10,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
13:10,,,,,"SUB OUT by SQUIRES,CALEB",,,"SUB OUT by SQUIRES,CALEB",2
13:10,,,,,"SUB IN by MAYO,DREW",,,"SUB IN by MAYO,DREW",2
13:10,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",2
13:10,"SUB IN by BENHAM,BRAXTON",,,,,,,"SUB IN by BENHAM,BRAXTON",2
12:46,"MISS 3PTR by JOHNSON,MICHAEL",,,,,,,"MISS 3PTR by JOHNSON,MICHAEL",2
--,,,,,"REBOUND DEF by KRONENBERGER,BEAU",,,"REBOUND DEF by KRONENBERGER,BEAU",2
12:22,,,,,"MISS JUMPER by MAYO,DREW(in the paint)",,,"MISS JUMPER by MAYO,DREW(in the paint)",2
--,"REBOUND DEF by BENHAM,BRAXTON",,,,,,,"REBOUND DEF by BENHAM,BRAXTON",2
12:03,"GOOD 3PTR by CAMPBELL,BLAKE",60 (+24),,36,,Berry 60-36 (-24),,"GOOD 3PTR by CAMPBELL,BLAKE",2
11:46,"FOUL  by SEGALL,RYAN",,,,,,,"FOUL  by SEGALL,RYAN",2
11:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:46,"SUB OUT by SEGALL,RYAN",,,,,,,"SUB OUT by SEGALL,RYAN",2
11:46,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",2
11:33,,,,,"TURNOVER  by MCMULLIN,COLTON",,,"TURNOVER  by MCMULLIN,COLTON",2
11:21,"MISS 3PTR by CAMPBELL,BLAKE",,,,,,,"MISS 3PTR by CAMPBELL,BLAKE",2
--,"REBOUND OFF by JOHNSON,MICHAEL",,,,,,,"REBOUND OFF by JOHNSON,MICHAEL",2
11:09,"GOOD 3PTR by JOHNSON,MICHAEL",63 (+27),,36,,Berry 63-36 (-27),,"GOOD 3PTR by JOHNSON,MICHAEL",2
--,"ASSIST  by BENHAM,BRAXTON",,,,,,,"ASSIST  by BENHAM,BRAXTON",2
10:55,"FOUL  by CLARK,BRYCE",,,,,,,"FOUL  by CLARK,BRYCE",2
10:55,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",2
10:55,"SUB IN by CRAFT,JAKE",,,,,,,"SUB IN by CRAFT,JAKE",2
10:55,,,,,"MISS 3PTR by TORRES,JADEN",,,"MISS 3PTR by TORRES,JADEN",2
--,"REBOUND DEF by CAMPBELL,BLAKE",,,,,,,"REBOUND DEF by CAMPBELL,BLAKE",2
10:22,"GOOD JUMPER by JOHNSON,MICHAEL(in the paint)",65 (+29),,36,,Berry 65-36 (-29),,"GOOD JUMPER by JOHNSON,MICHAEL(in the paint)",2
10:07,,65 (+27),,38,"GOOD JUMPER by KRONENBERGER,BEAU(in the paint)",Hend 65-38 (-27),,"GOOD JUMPER by KRONENBERGER,BEAU(in the paint)",2
09:46,"GOOD 3PTR by JOHNSON,MICHAEL",68 (+30),,38,,Berry 68-38 (-30),,"GOOD 3PTR by JOHNSON,MICHAEL",2
--,"ASSIST  by CRAFT,JAKE",,,,,,,"ASSIST  by CRAFT,JAKE",2
09:44,,,,,"SUB OUT by KRONENBERGER,BEAU",,,"SUB OUT by KRONENBERGER,BEAU",2
09:44,,,,,"SUB OUT by TORRES,JADEN",,,"SUB OUT by TORRES,JADEN",2
09:44,,,,,"SUB OUT by MCMULLIN,COLTON",,,"SUB OUT by MCMULLIN,COLTON",2
09:44,,,,,"SUB OUT by MAYO,DREW",,,"SUB OUT by MAYO,DREW",2
09:44,,,,,"SUB OUT by PATTON,LUKE",,,"SUB OUT by PATTON,LUKE",2
09:44,,,,,"SUB IN by COBB,DANIEL",,,"SUB IN by COBB,DANIEL",2
09:44,,,,,"SUB IN by WEAVER,BRADEN",,,"SUB IN by WEAVER,BRADEN",2
09:44,,,,,"SUB IN by SQUIRES,CALEB",,,"SUB IN by SQUIRES,CALEB",2
09:44,,,,,"SUB IN by BERRY,COLTEN",,,"SUB IN by BERRY,COLTEN",2
09:44,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
09:44,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:18,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",2
09:18,"SUB IN by CONROY,DREW",,,,,,,"SUB IN by CONROY,DREW",2
09:12,"FOUL  by CONROY,DREW",,,,,,,"FOUL  by CONROY,DREW",2
09:12,,68 (+28),,40,"GOOD JUMPER by BERRY,COLTEN(in the paint)",Hend 68-40 (-28),,"GOOD JUMPER by BERRY,COLTEN(in the paint)",2
09:02,,,,,"MISS FT by BERRY,COLTEN",,,"MISS FT by BERRY,COLTEN",2
--,"REBOUND DEF by CRAFT,JAKE",,,,,,,"REBOUND DEF by CRAFT,JAKE",2
08:57,"MISS JUMPER by CRAFT,JAKE(in the paint)",,,,,,,"MISS JUMPER by CRAFT,JAKE(in the paint)",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
08:46,,68 (+26),,42,"GOOD JUMPER by BERRY,COLTEN(in the paint)",Hend 68-42 (-26),,"GOOD JUMPER by BERRY,COLTEN(in the paint)",2
08:46,"SUB OUT by BENHAM,BRAXTON",,,,,,,"SUB OUT by BENHAM,BRAXTON",2
08:46,"SUB OUT by CONROY,DREW",,,,,,,"SUB OUT by CONROY,DREW",2
08:46,"SUB IN by FULKROD,JT",,,,,,,"SUB IN by FULKROD,JT",2
08:46,"SUB IN by SEGALL,RYAN",,,,,,,"SUB IN by SEGALL,RYAN",2
08:44,,,,,"FOUL  by COBB,DANIEL",,,"FOUL  by COBB,DANIEL",2
08:25,"MISS JUMPER by CRAFT,JAKE(in the paint)",,,,,,,"MISS JUMPER by CRAFT,JAKE(in the paint)",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
08:13,,,,,"MISS JUMPER by DEITHLOFF,TYLER",,,"MISS JUMPER by DEITHLOFF,TYLER",2
--,"REBOUND DEF by CAMPBELL,BLAKE",,,,,,,"REBOUND DEF by CAMPBELL,BLAKE",2
08:09,"GOOD DUNK by SEGALL,RYAN(fastbreak)(in the paint)",70 (+28),,42,,Berry 70-42 (-28),,"GOOD DUNK by SEGALL,RYAN(fastbreak)(in the paint)",2
--,"ASSIST  by CAMPBELL,BLAKE",,,,,,,"ASSIST  by CAMPBELL,BLAKE",2
07:43,,70 (+26),,44,"GOOD JUMPER by BERRY,COLTEN(in the paint)",Hend 70-44 (-26),,"GOOD JUMPER by BERRY,COLTEN(in the paint)",2
07:28,"TURNOVER  by SEGALL,RYAN",,,,,,,"TURNOVER  by SEGALL,RYAN",2
07:28,,,,,"STEAL  by BERRY,COLTEN",,,"STEAL  by BERRY,COLTEN",2
07:20,,,,,"TURNOVER  by DEITHLOFF,TYLER",,,"TURNOVER  by DEITHLOFF,TYLER",2
07:20,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:19,"TURNOVER  by JOHNSON,MICHAEL",,,,,,,"TURNOVER  by JOHNSON,MICHAEL",2
07:19,,,,,"STEAL  by SQUIRES,CALEB",,,"STEAL  by SQUIRES,CALEB",2
07:00,"SUB OUT by CAMPBELL,BLAKE",,,,,,,"SUB OUT by CAMPBELL,BLAKE",2
07:00,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",2
07:00,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
07:00,,,,,"SUB IN by KRONENBERGER,BEAU",,,"SUB IN by KRONENBERGER,BEAU",2
06:48,"FOUL  by SEGALL,RYAN",,,,,,,"FOUL  by SEGALL,RYAN",2
06:48,,,,,"MISS FT by BERRY,COLTEN",,,"MISS FT by BERRY,COLTEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:48,,,,,"MISS FT by BERRY,COLTEN",,,"MISS FT by BERRY,COLTEN",2
--,,,,,"REBOUND OFF by KRONENBERGER,BEAU",,,"REBOUND OFF by KRONENBERGER,BEAU",2
06:48,,70 (+24),,46,"GOOD LAYUP by BERRY,COLTEN(in the paint)",Hend 70-46 (-24),,"GOOD LAYUP by BERRY,COLTEN(in the paint)",2
--,,,,,"ASSIST  by KRONENBERGER,BEAU",,,"ASSIST  by KRONENBERGER,BEAU",2
06:39,"GOOD JUMPER by JOHNSON,MICHAEL",72 (+26),,46,,Berry 72-46 (-26),,"GOOD JUMPER by JOHNSON,MICHAEL",2
06:26,,72 (+24),,48,"GOOD JUMPER by BERRY,COLTEN(in the paint)",Hend 72-48 (-24),,"GOOD JUMPER by BERRY,COLTEN(in the paint)",2
06:26,"FOUL  by SEGALL,RYAN",,,,,,,"FOUL  by SEGALL,RYAN",2
06:26,,,,,"SUB OUT by COBB,DANIEL",,,"SUB OUT by COBB,DANIEL",2
06:26,,,,,"SUB IN by TORRES,JADEN",,,"SUB IN by TORRES,JADEN",2
06:26,"SUB OUT by SEGALL,RYAN",,,,,,,"SUB OUT by SEGALL,RYAN",2
06:26,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",2
06:26,,72 (+23),,49,"GOOD FT by BERRY,COLTEN",Hend 72-49 (-23),,"GOOD FT by BERRY,COLTEN",2
06:13,"MISS 3PTR by FULKROD,JT",,,,,,,"MISS 3PTR by FULKROD,JT",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
05:56,,,,,"TURNOVER  by TORRES,JADEN",,,"TURNOVER  by TORRES,JADEN",2
05:56,"STEAL  by FULKROD,JT",,,,,,,"STEAL  by FULKROD,JT",2
05:54,,,,,"FOUL  by KRONENBERGER,BEAU",,,"FOUL  by KRONENBERGER,BEAU",2
05:54,"MISS FT by JOHNSON,MICHAEL(fastbreak)",,,,,,,"MISS FT by JOHNSON,MICHAEL(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:54,"GOOD FT by JOHNSON,MICHAEL(fastbreak)",73 (+24),,49,,Berry 73-49 (-24),,"GOOD FT by JOHNSON,MICHAEL(fastbreak)",2
05:54,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",2
05:54,"SUB IN by CONROY,DREW",,,,,,,"SUB IN by CONROY,DREW",2
05:42,,,,,"TURNOVER  by BERRY,COLTEN",,,"TURNOVER  by BERRY,COLTEN",2
05:19,"TURNOVER  by CONROY,DREW",,,,,,,"TURNOVER  by CONROY,DREW",2
05:09,,73 (+22),,51,"GOOD JUMPER by WEAVER,BRADEN(in the paint)",Hend 73-51 (-22),,"GOOD JUMPER by WEAVER,BRADEN(in the paint)",2
--,,,,,"ASSIST  by SQUIRES,CALEB",,,"ASSIST  by SQUIRES,CALEB",2
04:49,"GOOD JUMPER by FULKROD,JT(in the paint)",75 (+24),,51,,Berry 75-51 (-24),,"GOOD JUMPER by FULKROD,JT(in the paint)",2
04:49,,,,,"FOUL  by BERRY,COLTEN",,,"FOUL  by BERRY,COLTEN",2
04:49,,,,,"SUB OUT by WEAVER,BRADEN",,,"SUB OUT by WEAVER,BRADEN",2
04:49,,,,,"SUB IN by MAYO,DREW",,,"SUB IN by MAYO,DREW",2
04:49,"GOOD FT by FULKROD,JT",76 (+25),,51,,Berry 76-51 (-25),,"GOOD FT by FULKROD,JT",2
04:37,"FOUL  by CLARK,BRYCE",,,,,,,"FOUL  by CLARK,BRYCE",2
04:37,,,,,"MISS FT by BERRY,COLTEN",,,"MISS FT by BERRY,COLTEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:37,,76 (+24),,52,"GOOD FT by BERRY,COLTEN",Hend 76-52 (-24),,"GOOD FT by BERRY,COLTEN",2
04:17,"GOOD JUMPER by CRAFT,JAKE",78 (+26),,52,,Berry 78-52 (-26),,"GOOD JUMPER by CRAFT,JAKE",2
04:00,,78 (+24),,54,"GOOD JUMPER by BERRY,COLTEN(in the paint)",Hend 78-54 (-24),,"GOOD JUMPER by BERRY,COLTEN(in the paint)",2
03:39,"MISS 3PTR by CONROY,DREW",,,,,,,"MISS 3PTR by CONROY,DREW",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
03:28,,78 (+22),,56,"GOOD JUMPER by SQUIRES,CALEB(in the paint)",Hend 78-56 (-22),,"GOOD JUMPER by SQUIRES,CALEB(in the paint)",2
03:28,"FOUL  by FULKROD,JT",,,,,,,"FOUL  by FULKROD,JT",2
03:28,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:28,,,,,"SUB OUT by TORRES,JADEN",,,"SUB OUT by TORRES,JADEN",2
03:28,,,,,"SUB OUT by BERRY,COLTEN",,,"SUB OUT by BERRY,COLTEN",2
03:28,,,,,"SUB IN by BOWER,CARSON",,,"SUB IN by BOWER,CARSON",2
03:28,,,,,"SUB IN by EDWARDS,LANDON",,,"SUB IN by EDWARDS,LANDON",2
03:28,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",2
03:28,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",2
03:26,,,,,"MISS FT by SQUIRES,CALEB",,,"MISS FT by SQUIRES,CALEB",2
--,"REBOUND DEF by CONROY,DREW",,,,,,,"REBOUND DEF by CONROY,DREW",2
02:58,"MISS JUMPER by CONROY,DREW(in the paint)",,,,,,,"MISS JUMPER by CONROY,DREW(in the paint)",2
--,,,,,"REBOUND DEF by KRONENBERGER,BEAU",,,"REBOUND DEF by KRONENBERGER,BEAU",2
02:52,,,,,"SUB OUT by SQUIRES,CALEB",,,"SUB OUT by SQUIRES,CALEB",2
02:52,,,,,"SUB IN by GIBSON,JASON",,,"SUB IN by GIBSON,JASON",2
02:52,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",2
02:52,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",2
02:52,,,,,"MISS JUMPER by EDWARDS,LANDON(in the paint)",,,"MISS JUMPER by EDWARDS,LANDON(in the paint)",2
--,"REBOUND DEF by CONROY,DREW",,,,,,,"REBOUND DEF by CONROY,DREW",2
02:35,"MISS 3PTR by CONROY,DREW",,,,,,,"MISS 3PTR by CONROY,DREW",2
--,,,,,"REBOUND DEF by EDWARDS,LANDON",,,"REBOUND DEF by EDWARDS,LANDON",2
02:29,,,,,"MISS 3PTR by KRONENBERGER,BEAU",,,"MISS 3PTR by KRONENBERGER,BEAU",2
--,"REBOUND DEF by CONROY,DREW",,,,,,,"REBOUND DEF by CONROY,DREW",2
02:24,,,,,"SUB OUT by KRONENBERGER,BEAU",,,"SUB OUT by KRONENBERGER,BEAU",2
02:24,,,,,"SUB OUT by MAYO,DREW",,,"SUB OUT by MAYO,DREW",2
02:24,,,,,"SUB IN by TSCHURR,SKY",,,"SUB IN by TSCHURR,SKY",2
02:24,,,,,"SUB IN by SAVARIO,JACK",,,"SUB IN by SAVARIO,JACK",2
02:05,"MISS JUMPER by CRAFT,JAKE",,,,,,,"MISS JUMPER by CRAFT,JAKE",2
--,,,,,"REBOUND DEF by GIBSON,JASON",,,"REBOUND DEF by GIBSON,JASON",2
01:50,,78 (+20),,58,"GOOD JUMPER by SAVARIO,JACK",Hend 78-58 (-20),,"GOOD JUMPER by SAVARIO,JACK",2
01:35,"MISS JUMPER by JOHNSON,MICHAEL(in the paint)",,,,,,,"MISS JUMPER by JOHNSON,MICHAEL(in the paint)",2
01:35,,,,,"BLOCK  by EDWARDS,LANDON",,,"BLOCK  by EDWARDS,LANDON",2
01:29,"FOUL  by JOHNSON,MICHAEL",,,,,,,"FOUL  by JOHNSON,MICHAEL",2
01:29,,,,,"MISS FT by SAVARIO,JACK",,,"MISS FT by SAVARIO,JACK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:29,,,,,"SUB OUT by BOWER,CARSON",,,"SUB OUT by BOWER,CARSON",2
01:29,,,,,"SUB OUT by EDWARDS,LANDON",,,"SUB OUT by EDWARDS,LANDON",2
01:29,,,,,"SUB IN by SCIFES,COLIN",,,"SUB IN by SCIFES,COLIN",2
01:29,,,,,"SUB IN by LIKENS,HOUSTON",,,"SUB IN by LIKENS,HOUSTON",2
01:29,,78 (+19),,59,"GOOD FT by SAVARIO,JACK",Hend 78-59 (-19),,"GOOD FT by SAVARIO,JACK",2
01:29,,,,,"SUB OUT by SAVARIO,JACK",,,"SUB OUT by SAVARIO,JACK",2
01:29,,,,,"SUB IN by WADE,COLIN",,,"SUB IN by WADE,COLIN",2
--,"REBOUND OFF by CONROY,DREW",,,,,,,"REBOUND OFF by CONROY,DREW",2
01:08,"GOOD JUMPER by CRAFT,JAKE(in the paint)",80 (+21),,59,,Berry 80-59 (-21),,"GOOD JUMPER by CRAFT,JAKE(in the paint)",2
--,"ASSIST  by FULKROD,JT",,,,,,,"ASSIST  by FULKROD,JT",2
00:46,,,,,"TURNOVER  by TSCHURR,SKY",,,"TURNOVER  by TSCHURR,SKY",2
00:46,"STEAL  by CONROY,DREW",,,,,,,"STEAL  by CONROY,DREW",2
00:40,"MISS 3PTR by CRAFT,JAKE",,,,,,,"MISS 3PTR by CRAFT,JAKE",2
--,,,,,"REBOUND DEF by WADE,COLIN",,,"REBOUND DEF by WADE,COLIN",2
00:37,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:37,,,,,"SUB OUT by TSCHURR,SKY",,,"SUB OUT by TSCHURR,SKY",2
00:37,,,,,"SUB OUT by SCIFES,COLIN",,,"SUB OUT by SCIFES,COLIN",2
00:37,,,,,"SUB IN by BOWER,CARSON",,,"SUB IN by BOWER,CARSON",2
00:37,,,,,"SUB IN by EDWARDS,LANDON",,,"SUB IN by EDWARDS,LANDON",2
00:28,,,,,"TURNOVER  by BOWER,CARSON",,,"TURNOVER  by BOWER,CARSON",2
