Time Remaining,HC-MBK,Away Team Score,Play Team Indicator,Home Team Score,OGL-M,Game Score,Team Indicator,Play,Period
00:23,"TURNOVER  by MCMULLIN,COLTON",,,,,,,"TURNOVER  by MCMULLIN,COLTON",1
00:22,,,,,"STEAL  by DOOLEY,MALACHI",,,"STEAL  by DOOLEY,MALACHI",1
00:15,"FOUL  by BERRY,COLTEN",,,,,,,"FOUL  by BERRY,COLTEN",1
00:15,,,,,"MISS FT by AWOLEYE,JONATHAN",,,"MISS FT by AWOLEYE,JONATHAN",1
--,"REBOUND DEF by KRONENBERGER,BEAU",,,,,,,"REBOUND DEF by KRONENBERGER,BEAU",1
00:15,,,,,"SUB IN by REISMAN,ROBERT",,,"SUB IN by REISMAN,ROBERT",1
00:15,,,,,"SUB OUT by HARRIS,TREY",,,"SUB OUT by HARRIS,TREY",1
00:03,"MISS 3PTR by COBB,DANIEL",,,,,,,"MISS 3PTR by COBB,DANIEL",1
--,,,,,"REBOUND DEF by DOOLEY,MALACHI",,,"REBOUND DEF by DOOLEY,MALACHI",1
19:47,"FOUL  by TORRES,JADEN",,,,,,,"FOUL  by TORRES,JADEN",2
19:47,,,,,"MISS FT by JAMES,JORDAN",,,"MISS FT by JAMES,JORDAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
19:47,,43 (+2),,41,"GOOD FT by JAMES,JORDAN",OGL-M 43-41 (+2),,"GOOD FT by JAMES,JORDAN",2
19:32,"GOOD 3PTR by SQUIRES,CALEB",46 (+5),,41,,HC-MBK 46-41 (+5),,"GOOD 3PTR by SQUIRES,CALEB",2
--,"ASSIST  by TORRES,JADEN",,,,,,,"ASSIST  by TORRES,JADEN",2
19:10,,46 (+2),,44,"GOOD 3PTR by JAMES,JORDAN",OGL-M 46-44 (+2),,"GOOD 3PTR by JAMES,JORDAN",2
--,,,,,"ASSIST  by SMITH,BRENT",,,"ASSIST  by SMITH,BRENT",2
18:49,"MISS 3PTR by SQUIRES,CALEB",,,,,,,"MISS 3PTR by SQUIRES,CALEB",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:29,,,,,"MISS 3PTR by BENNIFIELD,DYLAN",,,"MISS 3PTR by BENNIFIELD,DYLAN",2
--,,,,,"REBOUND OFF by SMITH,BRENT",,,"REBOUND OFF by SMITH,BRENT",2
18:25,,46,,47 (+1),"GOOD 3PTR by JAMES,JORDAN",OGL-M 46-47 (-1),,"GOOD 3PTR by JAMES,JORDAN",2
--,,,,,"ASSIST  by SMITH,BRENT",,,"ASSIST  by SMITH,BRENT",2
18:01,"GOOD 3PTR by WEAVER,BRADEN",49 (+2),,47,,HC-MBK 49-47 (+2),,"GOOD 3PTR by WEAVER,BRADEN",2
--,"ASSIST  by SQUIRES,CALEB",,,,,,,"ASSIST  by SQUIRES,CALEB",2
17:38,,,,,"TURNOVER  by BENNIFIELD,DYLAN",,,"TURNOVER  by BENNIFIELD,DYLAN",2
17:13,,,,,"FOUL  by BENNIFIELD,DYLAN",,,"FOUL  by BENNIFIELD,DYLAN",2
17:13,"MISS FT by DEITHLOFF,TYLER",,,,,,,"MISS FT by DEITHLOFF,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:13,"GOOD FT by DEITHLOFF,TYLER",50 (+3),,47,,HC-MBK 50-47 (+3),,"GOOD FT by DEITHLOFF,TYLER",2
17:01,,,,,"MISS 3PTR by KEMP,JACKSON",,,"MISS 3PTR by KEMP,JACKSON",2
--,"REBOUND DEF by WEAVER,BRADEN",,,,,,,"REBOUND DEF by WEAVER,BRADEN",2
16:49,"MISS 3PTR by WEAVER,BRADEN",,,,,,,"MISS 3PTR by WEAVER,BRADEN",2
--,,,,,"REBOUND DEF by JAMES,JORDAN",,,"REBOUND DEF by JAMES,JORDAN",2
16:42,,,,,"MISS LAYUP by SMITH,BRENT",,,"MISS LAYUP by SMITH,BRENT",2
--,"REBOUND DEF by WEAVER,BRADEN",,,,,,,"REBOUND DEF by WEAVER,BRADEN",2
16:21,"MISS 3PTR by SQUIRES,CALEB",,,,,,,"MISS 3PTR by SQUIRES,CALEB",2
--,,,,,"REBOUND DEF by BENNIFIELD,DYLAN",,,"REBOUND DEF by BENNIFIELD,DYLAN",2
16:12,"FOUL  by SQUIRES,CALEB",,,,,,,"FOUL  by SQUIRES,CALEB",2
16:12,"SUB IN by MCMULLIN,COLTON",,,,,,,"SUB IN by MCMULLIN,COLTON",2
16:12,"SUB OUT by SQUIRES,CALEB",,,,,,,"SUB OUT by SQUIRES,CALEB",2
16:09,,,,,"MISS 3PTR by BENNIFIELD,DYLAN",,,"MISS 3PTR by BENNIFIELD,DYLAN",2
--,"REBOUND DEF by WEAVER,BRADEN",,,,,,,"REBOUND DEF by WEAVER,BRADEN",2
16:06,,,,,"FOUL  by JAMES,JORDAN",,,"FOUL  by JAMES,JORDAN",2
16:06,,,,,"SUB IN by KEMP,MASON",,,"SUB IN by KEMP,MASON",2
16:06,,,,,"SUB IN by DOOLEY,MALACHI",,,"SUB IN by DOOLEY,MALACHI",2
16:06,,,,,"SUB OUT by BENNIFIELD,DYLAN",,,"SUB OUT by BENNIFIELD,DYLAN",2
16:06,,,,,"SUB OUT by KEMP,JACKSON",,,"SUB OUT by KEMP,JACKSON",2
15:50,"GOOD LAYUP by TORRES,JADEN(in the paint)",52 (+5),,47,,HC-MBK 52-47 (+5),,"GOOD LAYUP by TORRES,JADEN(in the paint)",2
--,"ASSIST  by DEITHLOFF,TYLER",,,,,,,"ASSIST  by DEITHLOFF,TYLER",2
15:31,,,,,"TURNOVER  by JAMES,JORDAN",,,"TURNOVER  by JAMES,JORDAN",2
15:31,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:31,,,,,"SUB IN by REISMAN,ROBERT",,,"SUB IN by REISMAN,ROBERT",2
15:31,,,,,"SUB IN by HARRIS,TREY",,,"SUB IN by HARRIS,TREY",2
15:31,,,,,"SUB IN by AWOLEYE,JONATHAN",,,"SUB IN by AWOLEYE,JONATHAN",2
15:31,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
15:31,,,,,"SUB OUT by JAMES,JORDAN",,,"SUB OUT by JAMES,JORDAN",2
15:31,,,,,"SUB OUT by SMITH,BRENT",,,"SUB OUT by SMITH,BRENT",2
15:11,,,,,"FOUL  by AWOLEYE,JONATHAN",,,"FOUL  by AWOLEYE,JONATHAN",2
15:11,"SUB IN by COBB,DANIEL",,,,,,,"SUB IN by COBB,DANIEL",2
15:11,"SUB OUT by TORRES,JADEN",,,,,,,"SUB OUT by TORRES,JADEN",2
14:56,"MISS 3PTR by WEAVER,BRADEN",,,,,,,"MISS 3PTR by WEAVER,BRADEN",2
--,"REBOUND OFF by BERRY,COLTEN",,,,,,,"REBOUND OFF by BERRY,COLTEN",2
14:36,"MISS 3PTR by COBB,DANIEL",,,,,,,"MISS 3PTR by COBB,DANIEL",2
--,,,,,"REBOUND DEF by HARRIS,TREY",,,"REBOUND DEF by HARRIS,TREY",2
14:25,,,,,"MISS LAYUP by HARRIS,TREY",,,"MISS LAYUP by HARRIS,TREY",2
--,"REBOUND DEF by BERRY,COLTEN",,,,,,,"REBOUND DEF by BERRY,COLTEN",2
14:07,"GOOD 3PTR by MCMULLIN,COLTON",55 (+8),,47,,HC-MBK 55-47 (+8),,"GOOD 3PTR by MCMULLIN,COLTON",2
--,"ASSIST  by DEITHLOFF,TYLER",,,,,,,"ASSIST  by DEITHLOFF,TYLER",2
13:46,,55 (+6),,49,"GOOD LAYUP by AWOLEYE,JONATHAN(in the paint)",OGL-M 55-49 (+6),,"GOOD LAYUP by AWOLEYE,JONATHAN(in the paint)",2
13:44,"FOUL  by BERRY,COLTEN",,,,,,,"FOUL  by BERRY,COLTEN",2
13:44,,55 (+5),,50,"GOOD FT by AWOLEYE,JONATHAN",OGL-M 55-50 (+5),,"GOOD FT by AWOLEYE,JONATHAN",2
13:44,"SUB IN by KRONENBERGER,BEAU",,,,,,,"SUB IN by KRONENBERGER,BEAU",2
13:44,"SUB IN by PATTON,LUKE",,,,,,,"SUB IN by PATTON,LUKE",2
13:44,"SUB OUT by BERRY,COLTEN",,,,,,,"SUB OUT by BERRY,COLTEN",2
13:44,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",2
13:27,"MISS LAYUP by COBB,DANIEL",,,,,,,"MISS LAYUP by COBB,DANIEL",2
13:27,,,,,"BLOCK  by KEMP,MASON",,,"BLOCK  by KEMP,MASON",2
--,,,,,"REBOUND DEF by KEMP,MASON",,,"REBOUND DEF by KEMP,MASON",2
13:20,,55 (+3),,52,"GOOD LAYUP by KEMP,MASON(fastbreak)(in the paint)",OGL-M 55-52 (+3),,"GOOD LAYUP by KEMP,MASON(fastbreak)(in the paint)",2
13:05,"GOOD LAYUP by KRONENBERGER,BEAU(in the paint)",57 (+5),,52,,HC-MBK 57-52 (+5),,"GOOD LAYUP by KRONENBERGER,BEAU(in the paint)",2
--,"ASSIST  by WEAVER,BRADEN",,,,,,,"ASSIST  by WEAVER,BRADEN",2
12:42,,,,,"MISS 3PTR by KEMP,MASON",,,"MISS 3PTR by KEMP,MASON",2
--,"REBOUND DEF by KRONENBERGER,BEAU",,,,,,,"REBOUND DEF by KRONENBERGER,BEAU",2
12:26,"GOOD 3PTR by MCMULLIN,COLTON",60 (+8),,52,,HC-MBK 60-52 (+8),,"GOOD 3PTR by MCMULLIN,COLTON",2
--,"ASSIST  by COBB,DANIEL",,,,,,,"ASSIST  by COBB,DANIEL",2
12:07,"FOUL  by PATTON,LUKE",,,,,,,"FOUL  by PATTON,LUKE",2
12:07,"SUB IN by MAYO,DREW",,,,,,,"SUB IN by MAYO,DREW",2
12:07,"SUB OUT by WEAVER,BRADEN",,,,,,,"SUB OUT by WEAVER,BRADEN",2
12:00,,,,,"FOUL  by AWOLEYE,JONATHAN",,,"FOUL  by AWOLEYE,JONATHAN",2
12:00,,,,,"TURNOVER  by AWOLEYE,JONATHAN",,,"TURNOVER  by AWOLEYE,JONATHAN",2
12:00,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
11:34,"MISS LAYUP by PATTON,LUKE",,,,,,,"MISS LAYUP by PATTON,LUKE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:20,"MISS LAYUP by PATTON,LUKE",,,,,,,"MISS LAYUP by PATTON,LUKE",2
--,,,,,"REBOUND DEF by AWOLEYE,JONATHAN",,,"REBOUND DEF by AWOLEYE,JONATHAN",2
10:57,,60 (+6),,54,"GOOD LAYUP by REISMAN,ROBERT(in the paint)",OGL-M 60-54 (+6),,"GOOD LAYUP by REISMAN,ROBERT(in the paint)",2
--,,,,,"ASSIST  by DOOLEY,MALACHI",,,"ASSIST  by DOOLEY,MALACHI",2
10:37,"MISS 3PTR by MCMULLIN,COLTON",,,,,,,"MISS 3PTR by MCMULLIN,COLTON",2
--,,,,,"REBOUND DEF by AWOLEYE,JONATHAN",,,"REBOUND DEF by AWOLEYE,JONATHAN",2
10:29,"FOUL  by COBB,DANIEL",,,,,,,"FOUL  by COBB,DANIEL",2
10:20,,60 (+4),,56,"GOOD JUMPER by KEMP,MASON",OGL-M 60-56 (+4),,"GOOD JUMPER by KEMP,MASON",2
10:01,"GOOD 3PTR by COBB,DANIEL",63 (+7),,56,,HC-MBK 63-56 (+7),,"GOOD 3PTR by COBB,DANIEL",2
--,"ASSIST  by MCMULLIN,COLTON",,,,,,,"ASSIST  by MCMULLIN,COLTON",2
09:46,"FOUL  by MAYO,DREW",,,,,,,"FOUL  by MAYO,DREW",2
09:46,,,,,"MISS FT by DOOLEY,MALACHI",,,"MISS FT by DOOLEY,MALACHI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:46,,,,,"MISS FT by DOOLEY,MALACHI",,,"MISS FT by DOOLEY,MALACHI",2
--,"REBOUND DEF by WEAVER,BRADEN",,,,,,,"REBOUND DEF by WEAVER,BRADEN",2
09:46,"SUB IN by TORRES,JADEN",,,,,,,"SUB IN by TORRES,JADEN",2
09:46,"SUB IN by WEAVER,BRADEN",,,,,,,"SUB IN by WEAVER,BRADEN",2
09:46,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",2
09:46,"SUB OUT by KRONENBERGER,BEAU",,,,,,,"SUB OUT by KRONENBERGER,BEAU",2
09:46,"SUB OUT by MCMULLIN,COLTON",,,,,,,"SUB OUT by MCMULLIN,COLTON",2
09:46,"SUB OUT by COBB,DANIEL",,,,,,,"SUB OUT by COBB,DANIEL",2
09:46,,,,,"SUB IN by JAMES,JORDAN",,,"SUB IN by JAMES,JORDAN",2
09:46,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
09:46,,,,,"SUB OUT by REISMAN,ROBERT",,,"SUB OUT by REISMAN,ROBERT",2
09:46,,,,,"SUB OUT by AWOLEYE,JONATHAN",,,"SUB OUT by AWOLEYE,JONATHAN",2
09:28,"MISS 3PTR by MAYO,DREW",,,,,,,"MISS 3PTR by MAYO,DREW",2
--,,,,,"REBOUND DEF by DOOLEY,MALACHI",,,"REBOUND DEF by DOOLEY,MALACHI",2
09:17,,,,,"TURNOVER  by JENEI,RYAN",,,"TURNOVER  by JENEI,RYAN",2
09:16,"STEAL  by PATTON,LUKE",,,,,,,"STEAL  by PATTON,LUKE",2
09:02,"FOUL  by MAYO,DREW",,,,,,,"FOUL  by MAYO,DREW",2
09:02,"TURNOVER  by MAYO,DREW",,,,,,,"TURNOVER  by MAYO,DREW",2
09:02,"SUB IN by BERRY,COLTEN",,,,,,,"SUB IN by BERRY,COLTEN",2
09:02,"SUB OUT by PATTON,LUKE",,,,,,,"SUB OUT by PATTON,LUKE",2
09:02,,,,,"SUB IN by KEMP,JACKSON",,,"SUB IN by KEMP,JACKSON",2
09:02,,,,,"SUB OUT by DOOLEY,MALACHI",,,"SUB OUT by DOOLEY,MALACHI",2
08:51,,,,,"MISS LAYUP by KEMP,JACKSON",,,"MISS LAYUP by KEMP,JACKSON",2
--,"REBOUND DEF by BERRY,COLTEN",,,,,,,"REBOUND DEF by BERRY,COLTEN",2
08:34,"GOOD JUMPER by DEITHLOFF,TYLER",65 (+9),,56,,HC-MBK 65-56 (+9),,"GOOD JUMPER by DEITHLOFF,TYLER",2
08:16,"FOUL  by BERRY,COLTEN",,,,,,,"FOUL  by BERRY,COLTEN",2
08:16,,,,,"MISS FT by JAMES,JORDAN",,,"MISS FT by JAMES,JORDAN",2
--,,,,,"REBOUND OFF by HARRIS,TREY",,,"REBOUND OFF by HARRIS,TREY",2
08:16,,,,,"SUB IN by SMITH,BRENT",,,"SUB IN by SMITH,BRENT",2
08:16,,,,,"SUB OUT by KEMP,MASON",,,"SUB OUT by KEMP,MASON",2
08:09,,65 (+7),,58,"GOOD LAYUP by HARRIS,TREY(in the paint)",OGL-M 65-58 (+7),,"GOOD LAYUP by HARRIS,TREY(in the paint)",2
07:46,"MISS 3PTR by WEAVER,BRADEN",,,,,,,"MISS 3PTR by WEAVER,BRADEN",2
--,,,,,"REBOUND DEF by KEMP,JACKSON",,,"REBOUND DEF by KEMP,JACKSON",2
07:38,"FOUL  by BERRY,COLTEN",,,,,,,"FOUL  by BERRY,COLTEN",2
07:38,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
07:38,,65 (+6),,59,"GOOD FT by KEMP,JACKSON",OGL-M 65-59 (+6),,"GOOD FT by KEMP,JACKSON",2
07:38,,65 (+5),,60,"GOOD FT by KEMP,JACKSON",OGL-M 65-60 (+5),,"GOOD FT by KEMP,JACKSON",2
07:38,"SUB IN by PATTON,LUKE",,,,,,,"SUB IN by PATTON,LUKE",2
07:38,"SUB OUT by BERRY,COLTEN",,,,,,,"SUB OUT by BERRY,COLTEN",2
07:12,"TURNOVER  by DEITHLOFF,TYLER",,,,,,,"TURNOVER  by DEITHLOFF,TYLER",2
07:11,,,,,"STEAL  by SMITH,BRENT",,,"STEAL  by SMITH,BRENT",2
07:05,,,,,"TURNOVER  by KEMP,JACKSON",,,"TURNOVER  by KEMP,JACKSON",2
07:05,"SUB IN by SCIFRES,COLIN",,,,,,,"SUB IN by SCIFRES,COLIN",2
07:05,"SUB OUT by PATTON,LUKE",,,,,,,"SUB OUT by PATTON,LUKE",2
07:05,,,,,"SUB IN by KEMP,MASON",,,"SUB IN by KEMP,MASON",2
07:05,,,,,"SUB OUT by SMITH,BRENT",,,"SUB OUT by SMITH,BRENT",2
06:51,"TURNOVER  by DEITHLOFF,TYLER",,,,,,,"TURNOVER  by DEITHLOFF,TYLER",2
06:46,"FOUL  by MAYO,DREW",,,,,,,"FOUL  by MAYO,DREW",2
06:46,,,,,"MISS FT by HARRIS,TREY",,,"MISS FT by HARRIS,TREY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:46,,65 (+4),,61,"GOOD FT by HARRIS,TREY",OGL-M 65-61 (+4),,"GOOD FT by HARRIS,TREY",2
06:46,"SUB IN by COBB,DANIEL",,,,,,,"SUB IN by COBB,DANIEL",2
06:46,"SUB OUT by MAYO,DREW",,,,,,,"SUB OUT by MAYO,DREW",2
06:38,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
06:38,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
06:38,,,,,"SUB IN by AWOLEYE,JONATHAN",,,"SUB IN by AWOLEYE,JONATHAN",2
06:38,,,,,"SUB OUT by JAMES,JORDAN",,,"SUB OUT by JAMES,JORDAN",2
06:27,"MISS 3PTR by TORRES,JADEN",,,,,,,"MISS 3PTR by TORRES,JADEN",2
--,"REBOUND OFF by WEAVER,BRADEN",,,,,,,"REBOUND OFF by WEAVER,BRADEN",2
06:19,"TURNOVER  by SCIFRES,COLIN",,,,,,,"TURNOVER  by SCIFRES,COLIN",2
06:18,,,,,"STEAL  by JENEI,RYAN",,,"STEAL  by JENEI,RYAN",2
06:15,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND OFF by AWOLEYE,JONATHAN",,,"REBOUND OFF by AWOLEYE,JONATHAN",2
06:10,"FOUL  by SCIFRES,COLIN",,,,,,,"FOUL  by SCIFRES,COLIN",2
06:10,,65 (+3),,62,"GOOD FT by AWOLEYE,JONATHAN",OGL-M 65-62 (+3),,"GOOD FT by AWOLEYE,JONATHAN",2
06:10,,,,,"MISS FT by AWOLEYE,JONATHAN",,,"MISS FT by AWOLEYE,JONATHAN",2
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",2
06:10,"SUB IN by PATTON,LUKE",,,,,,,"SUB IN by PATTON,LUKE",2
06:10,"SUB IN by SQUIRES,CALEB",,,,,,,"SUB IN by SQUIRES,CALEB",2
06:10,"SUB OUT by TORRES,JADEN",,,,,,,"SUB OUT by TORRES,JADEN",2
06:10,"SUB OUT by SCIFRES,COLIN",,,,,,,"SUB OUT by SCIFRES,COLIN",2
05:49,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",67 (+5),,62,,HC-MBK 67-62 (+5),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",2
--,"ASSIST  by WEAVER,BRADEN",,,,,,,"ASSIST  by WEAVER,BRADEN",2
05:48,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
05:48,"GOOD FT by DEITHLOFF,TYLER",68 (+6),,62,,HC-MBK 68-62 (+6),,"GOOD FT by DEITHLOFF,TYLER",2
05:37,,,,,"MISS LAYUP by AWOLEYE,JONATHAN",,,"MISS LAYUP by AWOLEYE,JONATHAN",2
--,"REBOUND DEF by COBB,DANIEL",,,,,,,"REBOUND DEF by COBB,DANIEL",2
05:31,"TURNOVER  by COBB,DANIEL",,,,,,,"TURNOVER  by COBB,DANIEL",2
05:30,,,,,"STEAL  by HARRIS,TREY",,,"STEAL  by HARRIS,TREY",2
05:28,,68 (+4),,64,"GOOD LAYUP by HARRIS,TREY(fastbreak)(in the paint)",OGL-M 68-64 (+4),,"GOOD LAYUP by HARRIS,TREY(fastbreak)(in the paint)",2
05:08,"MISS LAYUP by PATTON,LUKE",,,,,,,"MISS LAYUP by PATTON,LUKE",2
--,,,,,"REBOUND DEF by AWOLEYE,JONATHAN",,,"REBOUND DEF by AWOLEYE,JONATHAN",2
04:48,"FOUL  by COBB,DANIEL",,,,,,,"FOUL  by COBB,DANIEL",2
04:48,,,,,"MISS FT by JENEI,RYAN",,,"MISS FT by JENEI,RYAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:48,,,,,"MISS FT by JENEI,RYAN",,,"MISS FT by JENEI,RYAN",2
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",2
04:48,"SUB IN by TORRES,JADEN",,,,,,,"SUB IN by TORRES,JADEN",2
04:48,"SUB OUT by COBB,DANIEL",,,,,,,"SUB OUT by COBB,DANIEL",2
04:20,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",70 (+6),,64,,HC-MBK 70-64 (+6),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",2
--,"ASSIST  by TORRES,JADEN",,,,,,,"ASSIST  by TORRES,JADEN",2
04:04,,,,,"MISS JUMPER by KEMP,JACKSON",,,"MISS JUMPER by KEMP,JACKSON",2
--,"REBOUND DEF by TORRES,JADEN",,,,,,,"REBOUND DEF by TORRES,JADEN",2
03:55,"MISS 3PTR by MCMULLIN,COLTON",,,,,,,"MISS 3PTR by MCMULLIN,COLTON",2
--,,,,,"REBOUND DEF by AWOLEYE,JONATHAN",,,"REBOUND DEF by AWOLEYE,JONATHAN",2
03:47,,70 (+4),,66,"GOOD LAYUP by JENEI,RYAN(fastbreak)(in the paint)",OGL-M 70-66 (+4),,"GOOD LAYUP by JENEI,RYAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by KEMP,JACKSON",,,"ASSIST  by KEMP,JACKSON",2
03:17,"MISS LAYUP by SQUIRES,CALEB",,,,,,,"MISS LAYUP by SQUIRES,CALEB",2
--,,,,,"REBOUND DEF by KEMP,JACKSON",,,"REBOUND DEF by KEMP,JACKSON",2
03:01,,70 (+2),,68,"GOOD DUNK by AWOLEYE,JONATHAN(in the paint)",OGL-M 70-68 (+2),,"GOOD DUNK by AWOLEYE,JONATHAN(in the paint)",2
--,,,,,"ASSIST  by JENEI,RYAN",,,"ASSIST  by JENEI,RYAN",2
02:35,"TURNOVER  by SQUIRES,CALEB",,,,,,,"TURNOVER  by SQUIRES,CALEB",2
02:34,,,,,"STEAL  by AWOLEYE,JONATHAN",,,"STEAL  by AWOLEYE,JONATHAN",2
02:24,,70,,70,"GOOD LAYUP by KEMP,MASON(in the paint)",OGL-M 70-70 (0),,"GOOD LAYUP by KEMP,MASON(in the paint)",2
02:11,"TURNOVER  by TORRES,JADEN",,,,,,,"TURNOVER  by TORRES,JADEN",2
02:10,,,,,"STEAL  by KEMP,MASON",,,"STEAL  by KEMP,MASON",2
02:08,,,,,"MISS LAYUP by KEMP,MASON",,,"MISS LAYUP by KEMP,MASON",2
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",2
02:03,,,,,"FOUL  by KEMP,JACKSON",,,"FOUL  by KEMP,JACKSON",2
02:03,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
02:03,"SUB IN by COBB,DANIEL",,,,,,,"SUB IN by COBB,DANIEL",2
02:03,"SUB OUT by SQUIRES,CALEB",,,,,,,"SUB OUT by SQUIRES,CALEB",2
01:49,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",72 (+2),,70,,HC-MBK 72-70 (+2),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",2
01:48,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
01:48,"GOOD FT by DEITHLOFF,TYLER",73 (+3),,70,,HC-MBK 73-70 (+3),,"GOOD FT by DEITHLOFF,TYLER",2
01:47,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:32,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND DEF by WEAVER,BRADEN",,,,,,,"REBOUND DEF by WEAVER,BRADEN",2
01:08,"TURNOVER  by WEAVER,BRADEN",,,,,,,"TURNOVER  by WEAVER,BRADEN",2
01:07,,,,,"STEAL  by KEMP,JACKSON",,,"STEAL  by KEMP,JACKSON",2
00:46,,,,,"MISS 3PTR by KEMP,JACKSON",,,"MISS 3PTR by KEMP,JACKSON",2
--,,,,,"REBOUND OFF by KEMP,MASON",,,"REBOUND OFF by KEMP,MASON",2
00:40,"FOUL  by COBB,DANIEL",,,,,,,"FOUL  by COBB,DANIEL",2
00:40,,73 (+2),,71,"GOOD FT by KEMP,MASON",OGL-M 73-71 (+2),,"GOOD FT by KEMP,MASON",2
00:40,,,,,"MISS FT by KEMP,MASON",,,"MISS FT by KEMP,MASON",2
--,"REBOUND DEF by WEAVER,BRADEN",,,,,,,"REBOUND DEF by WEAVER,BRADEN",2
00:33,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:33,,,,,"SUB IN by JAMES,JORDAN",,,"SUB IN by JAMES,JORDAN",2
00:33,,,,,"SUB IN by REISMAN,ROBERT",,,"SUB IN by REISMAN,ROBERT",2
00:33,,,,,"SUB IN by BENNIFIELD,DYLAN",,,"SUB IN by BENNIFIELD,DYLAN",2
00:33,,,,,"SUB OUT by KEMP,MASON",,,"SUB OUT by KEMP,MASON",2
00:33,,,,,"SUB OUT by KEMP,JACKSON",,,"SUB OUT by KEMP,JACKSON",2
00:33,,,,,"SUB OUT by HARRIS,TREY",,,"SUB OUT by HARRIS,TREY",2
00:12,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:11,"MISS 3PTR by COBB,DANIEL",,,,,,,"MISS 3PTR by COBB,DANIEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:10,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
00:10,"FOUL  by COBB,DANIEL",,,,,,,"FOUL  by COBB,DANIEL",2
00:10,,73 (+1),,72,"GOOD FT by BENNIFIELD,DYLAN",OGL-M 73-72 (+1),,"GOOD FT by BENNIFIELD,DYLAN",2
00:10,,,,,"MISS FT by BENNIFIELD,DYLAN",,,"MISS FT by BENNIFIELD,DYLAN",2
--,"REBOUND DEF by PATTON,LUKE",,,,,,,"REBOUND DEF by PATTON,LUKE",2
00:10,,,,,"SUB IN by KEMP,MASON",,,"SUB IN by KEMP,MASON",2
00:10,,,,,"SUB IN by KEMP,JACKSON",,,"SUB IN by KEMP,JACKSON",2
00:10,,,,,"SUB IN by HARRIS,TREY",,,"SUB IN by HARRIS,TREY",2
00:08,,,,,"FOUL  by BENNIFIELD,DYLAN",,,"FOUL  by BENNIFIELD,DYLAN",2
00:08,"GOOD FT by PATTON,LUKE",74 (+2),,72,,HC-MBK 74-72 (+2),,"GOOD FT by PATTON,LUKE",2
00:08,"MISS FT by PATTON,LUKE",,,,,,,"MISS FT by PATTON,LUKE",2
--,,,,,"REBOUND DEF by HARRIS,TREY",,,"REBOUND DEF by HARRIS,TREY",2
00:08,,,,,"SUB OUT by REISMAN,ROBERT",,,"SUB OUT by REISMAN,ROBERT",2
