Time Remaining,OGL-M,Away Team Score,Play Team Indicator,Home Team Score,HC-MBK,Game Score,Team Indicator,Play,Period
16:01,,,,,"MISS 3PTR by SQUIRES,CALEB",,,"MISS 3PTR by SQUIRES,CALEB",2
--,,,,,"REBOUND OFF by DEITHLOFF,TYLER",,,"REBOUND OFF by DEITHLOFF,TYLER",2
15:51,,,,,"MISS LAYUP by TORRES,JADEN",,,"MISS LAYUP by TORRES,JADEN",2
--,"REBOUND DEF by BENNIFIELD,DYLAN",,,,,,,"REBOUND DEF by BENNIFIELD,DYLAN",2
15:46,"GOOD LAYUP by JAMES,JORDAN(in the paint)",45 (+3),,42,,OGL-M 45-42 (-3),,"GOOD LAYUP by JAMES,JORDAN(in the paint)",2
--,"ASSIST  by BENNIFIELD,DYLAN",,,,,,,"ASSIST  by BENNIFIELD,DYLAN",2
15:15,,,,,"MISS JUMPER by SQUIRES,CALEB",,,"MISS JUMPER by SQUIRES,CALEB",2
--,,,,,"REBOUND OFF by BERRY,COLTEN",,,"REBOUND OFF by BERRY,COLTEN",2
15:13,,45 (+1),,44,"GOOD TIPIN by BERRY,COLTEN(in the paint)",HC-MBK 45-44 (-1),,"GOOD TIPIN by BERRY,COLTEN(in the paint)",2
14:58,"TURNOVER  by JAMES,JORDAN",,,,,,,"TURNOVER  by JAMES,JORDAN",2
14:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
14:58,"SUB IN by KEMP,MASON",,,,,,,"SUB IN by KEMP,MASON",2
14:58,"SUB IN by REISMAN,ROBERT",,,,,,,"SUB IN by REISMAN,ROBERT",2
14:58,"SUB IN by HARRIS,TREY",,,,,,,"SUB IN by HARRIS,TREY",2
14:58,"SUB IN by O'DONOGHUE,TYLER",,,,,,,"SUB IN by O'DONOGHUE,TYLER",2
14:58,"SUB IN by DOOLEY,MALACHI",,,,,,,"SUB IN by DOOLEY,MALACHI",2
14:58,"SUB OUT by BENNIFIELD,DYLAN",,,,,,,"SUB OUT by BENNIFIELD,DYLAN",2
14:58,"SUB OUT by JAMES,JORDAN",,,,,,,"SUB OUT by JAMES,JORDAN",2
14:58,"SUB OUT by KEMP,JACKSON",,,,,,,"SUB OUT by KEMP,JACKSON",2
14:58,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
14:58,"SUB OUT by SMITH,BRENT",,,,,,,"SUB OUT by SMITH,BRENT",2
14:56,,,,,"MISS LAYUP by SQUIRES,CALEB",,,"MISS LAYUP by SQUIRES,CALEB",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:30,"TURNOVER  by KEMP,MASON",,,,,,,"TURNOVER  by KEMP,MASON",2
14:10,,,,,"MISS LAYUP by BERRY,COLTEN",,,"MISS LAYUP by BERRY,COLTEN",2
--,"REBOUND DEF by REISMAN,ROBERT",,,,,,,"REBOUND DEF by REISMAN,ROBERT",2
13:55,"MISS 3PTR by HARRIS,TREY",,,,,,,"MISS 3PTR by HARRIS,TREY",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
13:39,,,,,"TURNOVER  by SQUIRES,CALEB",,,"TURNOVER  by SQUIRES,CALEB",2
13:38,"STEAL  by REISMAN,ROBERT",,,,,,,"STEAL  by REISMAN,ROBERT",2
13:34,"MISS LAYUP by DOOLEY,MALACHI",,,,,,,"MISS LAYUP by DOOLEY,MALACHI",2
--,,,,,"REBOUND DEF by TORRES,JADEN",,,"REBOUND DEF by TORRES,JADEN",2
13:23,,45,,46 (+1),"GOOD LAYUP by SQUIRES,CALEB(in the paint)",HC-MBK 45-46 (+1),,"GOOD LAYUP by SQUIRES,CALEB(in the paint)",2
--,,,,,"ASSIST  by DEITHLOFF,TYLER",,,"ASSIST  by DEITHLOFF,TYLER",2
13:10,"MISS LAYUP by REISMAN,ROBERT",,,,,,,"MISS LAYUP by REISMAN,ROBERT",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
13:00,,45,,48 (+3),"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",HC-MBK 45-48 (+3),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",2
12:58,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
12:58,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
12:58,"SUB IN by KEMP,JACKSON",,,,,,,"SUB IN by KEMP,JACKSON",2
12:58,"SUB IN by JAMES,JORDAN",,,,,,,"SUB IN by JAMES,JORDAN",2
12:58,"SUB IN by SMITH,BRENT",,,,,,,"SUB IN by SMITH,BRENT",2
12:58,"SUB IN by BENNIFIELD,DYLAN",,,,,,,"SUB IN by BENNIFIELD,DYLAN",2
12:58,"SUB OUT by KEMP,MASON",,,,,,,"SUB OUT by KEMP,MASON",2
12:58,"SUB OUT by REISMAN,ROBERT",,,,,,,"SUB OUT by REISMAN,ROBERT",2
12:58,"SUB OUT by HARRIS,TREY",,,,,,,"SUB OUT by HARRIS,TREY",2
12:58,"SUB OUT by O'DONOGHUE,TYLER",,,,,,,"SUB OUT by O'DONOGHUE,TYLER",2
12:58,"SUB OUT by DOOLEY,MALACHI",,,,,,,"SUB OUT by DOOLEY,MALACHI",2
12:58,,,,,"SUB IN by MCMULLIN,COLTON",,,"SUB IN by MCMULLIN,COLTON",2
12:58,,,,,"SUB IN by KRONENBERGER,BEAU",,,"SUB IN by KRONENBERGER,BEAU",2
12:58,,,,,"SUB OUT by TORRES,JADEN",,,"SUB OUT by TORRES,JADEN",2
12:58,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
12:42,,,,,"FOUL  by SQUIRES,CALEB",,,"FOUL  by SQUIRES,CALEB",2
12:42,"MISS FT by JAMES,JORDAN",,,,,,,"MISS FT by JAMES,JORDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:42,"MISS FT by JAMES,JORDAN",,,,,,,"MISS FT by JAMES,JORDAN",2
--,,,,,"REBOUND DEF by KRONENBERGER,BEAU",,,"REBOUND DEF by KRONENBERGER,BEAU",2
12:42,,,,,"SUB IN by MAYO,DREW",,,"SUB IN by MAYO,DREW",2
12:42,,,,,"SUB OUT by SQUIRES,CALEB",,,"SUB OUT by SQUIRES,CALEB",2
12:20,,,,,"MISS 3PTR by MCMULLIN,COLTON",,,"MISS 3PTR by MCMULLIN,COLTON",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
11:54,"MISS LAYUP by JENEI,RYAN",,,,,,,"MISS LAYUP by JENEI,RYAN",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
11:24,,45,,50 (+5),"GOOD LAYUP by KRONENBERGER,BEAU(in the paint)",HC-MBK 45-50 (+5),,"GOOD LAYUP by KRONENBERGER,BEAU(in the paint)",2
--,,,,,"ASSIST  by MAYO,DREW",,,"ASSIST  by MAYO,DREW",2
10:56,"GOOD LAYUP by BENNIFIELD,DYLAN(in the paint)",47,,50 (+3),,OGL-M 47-50 (+3),,"GOOD LAYUP by BENNIFIELD,DYLAN(in the paint)",2
10:25,,,,,"MISS 3PTR by WEAVER,BRADEN",,,"MISS 3PTR by WEAVER,BRADEN",2
--,,,,,"REBOUND OFF by BERRY,COLTEN",,,"REBOUND OFF by BERRY,COLTEN",2
10:20,,,,,"TURNOVER  by BERRY,COLTEN",,,"TURNOVER  by BERRY,COLTEN",2
10:20,"STEAL  by JAMES,JORDAN",,,,,,,"STEAL  by JAMES,JORDAN",2
10:19,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:19,,,,,"SUB IN by SQUIRES,CALEB",,,"SUB IN by SQUIRES,CALEB",2
10:19,,,,,"SUB IN by PATTON,LUKE",,,"SUB IN by PATTON,LUKE",2
10:19,,,,,"SUB OUT by WEAVER,BRADEN",,,"SUB OUT by WEAVER,BRADEN",2
10:19,,,,,"SUB OUT by BERRY,COLTEN",,,"SUB OUT by BERRY,COLTEN",2
10:05,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
10:05,,,,,"BLOCK  by KRONENBERGER,BEAU",,,"BLOCK  by KRONENBERGER,BEAU",2
--,"REBOUND OFF by JENEI,RYAN",,,,,,,"REBOUND OFF by JENEI,RYAN",2
09:55,"GOOD LAYUP by JAMES,JORDAN(in the paint)",49,,50 (+1),,OGL-M 49-50 (+1),,"GOOD LAYUP by JAMES,JORDAN(in the paint)",2
--,"ASSIST  by JENEI,RYAN",,,,,,,"ASSIST  by JENEI,RYAN",2
09:40,,,,,"MISS LAYUP by KRONENBERGER,BEAU",,,"MISS LAYUP by KRONENBERGER,BEAU",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
09:33,"MISS LAYUP by JAMES,JORDAN",,,,,,,"MISS LAYUP by JAMES,JORDAN",2
--,"REBOUND OFF by JAMES,JORDAN",,,,,,,"REBOUND OFF by JAMES,JORDAN",2
09:31,"GOOD LAYUP by JAMES,JORDAN(in the paint)",51 (+1),,50,,OGL-M 51-50 (-1),,"GOOD LAYUP by JAMES,JORDAN(in the paint)",2
09:31,,,,,"FOUL  by KRONENBERGER,BEAU",,,"FOUL  by KRONENBERGER,BEAU",2
09:31,"GOOD FT by JAMES,JORDAN",52 (+2),,50,,OGL-M 52-50 (-2),,"GOOD FT by JAMES,JORDAN",2
09:22,,,,,"MISS JUMPER by KRONENBERGER,BEAU",,,"MISS JUMPER by KRONENBERGER,BEAU",2
--,,,,,"REBOUND OFF by KRONENBERGER,BEAU",,,"REBOUND OFF by KRONENBERGER,BEAU",2
09:16,"FOUL  by BENNIFIELD,DYLAN",,,,,,,"FOUL  by BENNIFIELD,DYLAN",2
08:59,,,,,"MISS 3PTR by MCMULLIN,COLTON",,,"MISS 3PTR by MCMULLIN,COLTON",2
--,"REBOUND DEF by JAMES,JORDAN",,,,,,,"REBOUND DEF by JAMES,JORDAN",2
08:47,"GOOD LAYUP by BENNIFIELD,DYLAN(in the paint)",54 (+4),,50,,OGL-M 54-50 (-4),,"GOOD LAYUP by BENNIFIELD,DYLAN(in the paint)",2
08:24,"SUB IN by DOOLEY,MALACHI",,,,,,,"SUB IN by DOOLEY,MALACHI",2
08:24,"SUB OUT by BENNIFIELD,DYLAN",,,,,,,"SUB OUT by BENNIFIELD,DYLAN",2
08:24,,,,,"SUB IN by TORRES,JADEN",,,"SUB IN by TORRES,JADEN",2
08:24,,,,,"SUB IN by BERRY,COLTEN",,,"SUB IN by BERRY,COLTEN",2
08:24,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
08:24,,,,,"SUB OUT by MAYO,DREW",,,"SUB OUT by MAYO,DREW",2
08:24,,,,,"SUB OUT by PATTON,LUKE",,,"SUB OUT by PATTON,LUKE",2
08:24,,,,,"SUB OUT by KRONENBERGER,BEAU",,,"SUB OUT by KRONENBERGER,BEAU",2
08:15,,54 (+2),,52,"GOOD JUMPER by TORRES,JADEN",HC-MBK 54-52 (-2),,"GOOD JUMPER by TORRES,JADEN",2
07:56,"GOOD LAYUP by KEMP,JACKSON(in the paint)",56 (+4),,52,,OGL-M 56-52 (-4),,"GOOD LAYUP by KEMP,JACKSON(in the paint)",2
07:34,,56 (+1),,55,"GOOD 3PTR by MCMULLIN,COLTON",HC-MBK 56-55 (-1),,"GOOD 3PTR by MCMULLIN,COLTON",2
--,,,,,"ASSIST  by TORRES,JADEN",,,"ASSIST  by TORRES,JADEN",2
07:30,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:30,"SUB IN by KEMP,MASON",,,,,,,"SUB IN by KEMP,MASON",2
07:30,"SUB OUT by SMITH,BRENT",,,,,,,"SUB OUT by SMITH,BRENT",2
07:12,"GOOD 3PTR by JAMES,JORDAN",59 (+4),,55,,OGL-M 59-55 (-4),,"GOOD 3PTR by JAMES,JORDAN",2
--,"ASSIST  by JENEI,RYAN",,,,,,,"ASSIST  by JENEI,RYAN",2
06:54,,,,,"MISS 3PTR by TORRES,JADEN",,,"MISS 3PTR by TORRES,JADEN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:37,"TURNOVER  by JENEI,RYAN",,,,,,,"TURNOVER  by JENEI,RYAN",2
06:37,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
06:19,,,,,"MISS 3PTR by MCMULLIN,COLTON",,,"MISS 3PTR by MCMULLIN,COLTON",2
--,,,,,"REBOUND OFF by BERRY,COLTEN",,,"REBOUND OFF by BERRY,COLTEN",2
06:04,,59 (+1),,58,"GOOD 3PTR by SQUIRES,CALEB",HC-MBK 59-58 (-1),,"GOOD 3PTR by SQUIRES,CALEB",2
--,,,,,"ASSIST  by MCMULLIN,COLTON",,,"ASSIST  by MCMULLIN,COLTON",2
05:50,"GOOD LAYUP by KEMP,JACKSON(in the paint)",61 (+3),,58,,OGL-M 61-58 (-3),,"GOOD LAYUP by KEMP,JACKSON(in the paint)",2
05:35,,,,,"MISS 3PTR by SQUIRES,CALEB",,,"MISS 3PTR by SQUIRES,CALEB",2
--,"REBOUND DEF by JAMES,JORDAN",,,,,,,"REBOUND DEF by JAMES,JORDAN",2
05:24,"SUB IN by SMITH,BRENT",,,,,,,"SUB IN by SMITH,BRENT",2
05:24,"SUB OUT by KEMP,JACKSON",,,,,,,"SUB OUT by KEMP,JACKSON",2
05:18,"GOOD LAYUP by DOOLEY,MALACHI(in the paint)",63 (+5),,58,,OGL-M 63-58 (-5),,"GOOD LAYUP by DOOLEY,MALACHI(in the paint)",2
04:59,,63 (+3),,60,"GOOD LAYUP by BERRY,COLTEN(in the paint)",HC-MBK 63-60 (-3),,"GOOD LAYUP by BERRY,COLTEN(in the paint)",2
--,,,,,"ASSIST  by MCMULLIN,COLTON",,,"ASSIST  by MCMULLIN,COLTON",2
04:59,"FOUL  by KEMP,MASON",,,,,,,"FOUL  by KEMP,MASON",2
04:59,,63 (+2),,61,"GOOD FT by BERRY,COLTEN",HC-MBK 63-61 (-2),,"GOOD FT by BERRY,COLTEN",2
04:37,"MISS JUMPER by KEMP,MASON",,,,,,,"MISS JUMPER by KEMP,MASON",2
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",2
04:26,,63,,63,"GOOD LAYUP by TORRES,JADEN(in the paint)",HC-MBK 63-63 (0),,"GOOD LAYUP by TORRES,JADEN(in the paint)",2
04:14,"MISS 3PTR by JAMES,JORDAN",,,,,,,"MISS 3PTR by JAMES,JORDAN",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
03:49,"FOUL  by JAMES,JORDAN",,,,,,,"FOUL  by JAMES,JORDAN",2
03:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:49,,,,,"MISS FT by BERRY,COLTEN",,,"MISS FT by BERRY,COLTEN",2
--,"REBOUND DEF by SMITH,BRENT",,,,,,,"REBOUND DEF by SMITH,BRENT",2
03:49,"SUB IN by KEMP,JACKSON",,,,,,,"SUB IN by KEMP,JACKSON",2
03:49,"SUB OUT by KEMP,MASON",,,,,,,"SUB OUT by KEMP,MASON",2
03:28,"GOOD JUMPER by SMITH,BRENT",65 (+2),,63,,OGL-M 65-63 (-2),,"GOOD JUMPER by SMITH,BRENT",2
--,"ASSIST  by KEMP,JACKSON",,,,,,,"ASSIST  by KEMP,JACKSON",2
03:12,"SUB IN by BENNIFIELD,DYLAN",,,,,,,"SUB IN by BENNIFIELD,DYLAN",2
03:12,"SUB OUT by DOOLEY,MALACHI",,,,,,,"SUB OUT by DOOLEY,MALACHI",2
03:12,,,,,"SUB IN by WEAVER,BRADEN",,,"SUB IN by WEAVER,BRADEN",2
03:12,,,,,"SUB OUT by MCMULLIN,COLTON",,,"SUB OUT by MCMULLIN,COLTON",2
02:56,,,,,"MISS JUMPER by DEITHLOFF,TYLER",,,"MISS JUMPER by DEITHLOFF,TYLER",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
02:53,,,,,"FOUL  by BERRY,COLTEN",,,"FOUL  by BERRY,COLTEN",2
02:27,"TURNOVER  by SMITH,BRENT",,,,,,,"TURNOVER  by SMITH,BRENT",2
02:27,"FOUL  by SMITH,BRENT",,,,,,,"FOUL  by SMITH,BRENT",2
02:06,,65,,65,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",HC-MBK 65-65 (0),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",2
01:42,,,,,"FOUL  by DEITHLOFF,TYLER",,,"FOUL  by DEITHLOFF,TYLER",2
01:28,,,,,"FOUL  by DEITHLOFF,TYLER",,,"FOUL  by DEITHLOFF,TYLER",2
01:28,"MISS FT by JAMES,JORDAN",,,,,,,"MISS FT by JAMES,JORDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:28,"GOOD FT by JAMES,JORDAN",66 (+1),,65,,OGL-M 66-65 (-1),,"GOOD FT by JAMES,JORDAN",2
01:21,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:11,,,,,"MISS LAYUP by DEITHLOFF,TYLER",,,"MISS LAYUP by DEITHLOFF,TYLER",2
--,"REBOUND DEF by SMITH,BRENT",,,,,,,"REBOUND DEF by SMITH,BRENT",2
01:08,"TURNOVER  by SMITH,BRENT",,,,,,,"TURNOVER  by SMITH,BRENT",2
01:07,,,,,"STEAL  by WEAVER,BRADEN",,,"STEAL  by WEAVER,BRADEN",2
01:03,,,,,"MISS LAYUP by DEITHLOFF,TYLER",,,"MISS LAYUP by DEITHLOFF,TYLER",2
--,,,,,"REBOUND OFF by BERRY,COLTEN",,,"REBOUND OFF by BERRY,COLTEN",2
01:01,,66,,67 (+1),"GOOD TIPIN by BERRY,COLTEN(in the paint)",HC-MBK 66-67 (+1),,"GOOD TIPIN by BERRY,COLTEN(in the paint)",2
00:45,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:28,"MISS LAYUP by KEMP,JACKSON",,,,,,,"MISS LAYUP by KEMP,JACKSON",2
--,"REBOUND OFF by JENEI,RYAN",,,,,,,"REBOUND OFF by JENEI,RYAN",2
00:26,,,,,"FOUL  by DEITHLOFF,TYLER",,,"FOUL  by DEITHLOFF,TYLER",2
00:26,,,,,"FOUL TECH by DEITHLOFF,TYLER",,,"FOUL TECH by DEITHLOFF,TYLER",2
00:26,,,,,"FOUL  by DEITHLOFF,TYLER",,,"FOUL  by DEITHLOFF,TYLER",2
00:26,"MISS FT by JENEI,RYAN",,,,,,,"MISS FT by JENEI,RYAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:26,"GOOD FT by JENEI,RYAN",67,,67,,OGL-M 67-67 (0),,"GOOD FT by JENEI,RYAN",2
00:26,"GOOD FT by KEMP,JACKSON",68 (+1),,67,,OGL-M 68-67 (-1),,"GOOD FT by KEMP,JACKSON",2
00:26,"GOOD FT by KEMP,JACKSON",69 (+2),,67,,OGL-M 69-67 (-2),,"GOOD FT by KEMP,JACKSON",2
00:26,"SUB IN by KEMP,MASON",,,,,,,"SUB IN by KEMP,MASON",2
00:26,"SUB OUT by BENNIFIELD,DYLAN",,,,,,,"SUB OUT by BENNIFIELD,DYLAN",2
00:26,,,,,"SUB IN by KRONENBERGER,BEAU",,,"SUB IN by KRONENBERGER,BEAU",2
00:26,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
00:21,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:15,,,,,"MISS 3PTR by WEAVER,BRADEN",,,"MISS 3PTR by WEAVER,BRADEN",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
00:11,,,,,"FOUL  by BERRY,COLTEN",,,"FOUL  by BERRY,COLTEN",2
00:11,"GOOD FT by JENEI,RYAN",70 (+3),,67,,OGL-M 70-67 (-3),,"GOOD FT by JENEI,RYAN",2
00:11,"GOOD FT by JENEI,RYAN",71 (+4),,67,,OGL-M 71-67 (-4),,"GOOD FT by JENEI,RYAN",2
00:11,,,,,"SUB IN by MCMULLIN,COLTON",,,"SUB IN by MCMULLIN,COLTON",2
00:11,,,,,"SUB OUT by BERRY,COLTEN",,,"SUB OUT by BERRY,COLTEN",2
00:04,,71 (+1),,70,"GOOD 3PTR by TORRES,JADEN",HC-MBK 71-70 (-1),,"GOOD 3PTR by TORRES,JADEN",2
00:03,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:02,,,,,"FOUL  by KRONENBERGER,BEAU",,,"FOUL  by KRONENBERGER,BEAU",2
00:02,"GOOD FT by HARRIS,TREY",72 (+2),,70,,OGL-M 72-70 (-2),,"GOOD FT by HARRIS,TREY",2
00:02,"GOOD FT by HARRIS,TREY",73 (+3),,70,,OGL-M 73-70 (-3),,"GOOD FT by HARRIS,TREY",2
00:02,"SUB IN by HARRIS,TREY",,,,,,,"SUB IN by HARRIS,TREY",2
00:02,"SUB OUT by SMITH,BRENT",,,,,,,"SUB OUT by SMITH,BRENT",2
00:02,,,,,"SUB IN by BERRY,COLTEN",,,"SUB IN by BERRY,COLTEN",2
00:02,,,,,"SUB OUT by KRONENBERGER,BEAU",,,"SUB OUT by KRONENBERGER,BEAU",2
00:00,,,,,"TURNOVER  by SQUIRES,CALEB",,,"TURNOVER  by SQUIRES,CALEB",2
00:00,"STEAL  by SMITH,BRENT",,,,,,,"STEAL  by SMITH,BRENT",2
