Time Remaining,Hend,Away Team Score,Play Team Indicator,Home Team Score,UO,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND OFF by CHEATER,DILLON",,,"REBOUND OFF by CHEATER,DILLON",2
19:13,,,,,"MISS LAYUP by CHEATER,DILLON(in the paint)",,,"MISS LAYUP by CHEATER,DILLON(in the paint)",2
--,"REBOUND DEF by KRONENBERGER,BEAU",,,,,,,"REBOUND DEF by KRONENBERGER,BEAU",2
19:13,,,,,"SUB OUT by CHEATER,DILLON",,,"SUB OUT by CHEATER,DILLON",2
19:13,,,,,"SUB IN by TABE,SEPHFAN",,,"SUB IN by TABE,SEPHFAN",2
18:51,"GOOD JUMPER by RYAN,JONATHAN(in the paint)",31,,35 (+4),,Hend 31-35 (-4),,"GOOD JUMPER by RYAN,JONATHAN(in the paint)",2
18:31,,,,,"MISS LAYUP by NIX,GRAYSON(in the paint)",,,"MISS LAYUP by NIX,GRAYSON(in the paint)",2
--,"REBOUND DEF by RYAN,JONATHAN",,,,,,,"REBOUND DEF by RYAN,JONATHAN",2
18:23,"MISS LAYUP by SQUIRES,CALEB(in the paint)",,,,,,,"MISS LAYUP by SQUIRES,CALEB(in the paint)",2
--,"REBOUND OFF by BERRY,COLTEN",,,,,,,"REBOUND OFF by BERRY,COLTEN",2
18:17,"GOOD LAYUP by BERRY,COLTEN(in the paint)",33,,35 (+2),,Hend 33-35 (-2),,"GOOD LAYUP by BERRY,COLTEN(in the paint)",2
17:59,,33,,38 (+5),"GOOD 3PTR by JACKSON,TYLAN",UO 33-38 (-5),,"GOOD 3PTR by JACKSON,TYLAN",2
--,,,,,"ASSIST  by POWELL,KYRON",,,"ASSIST  by POWELL,KYRON",2
17:46,"FOUL  by RYAN,JONATHAN",,,,,,,"FOUL  by RYAN,JONATHAN",2
17:32,"MISS JUMPER by PARKS,JACKSON(in the paint)",,,,,,,"MISS JUMPER by PARKS,JACKSON(in the paint)",2
17:32,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
--,,,,,"REBOUND DEF by JACKSON,TYLAN",,,"REBOUND DEF by JACKSON,TYLAN",2
17:19,,33,,40 (+7),"GOOD LAYUP by JACKSON,TYLAN(in the paint)",UO 33-40 (-7),,"GOOD LAYUP by JACKSON,TYLAN(in the paint)",2
16:58,,,,,"FOUL  by JACKSON,TYLAN",,,"FOUL  by JACKSON,TYLAN",2
16:58,"GOOD FT by RYAN,JONATHAN",34,,40 (+6),,Hend 34-40 (-6),,"GOOD FT by RYAN,JONATHAN",2
16:58,"GOOD FT by RYAN,JONATHAN",35,,40 (+5),,Hend 35-40 (-5),,"GOOD FT by RYAN,JONATHAN",2
16:42,,,,,"MISS 3PTR by UKPE,JOSH",,,"MISS 3PTR by UKPE,JOSH",2
--,"REBOUND DEF by KRONENBERGER,BEAU",,,,,,,"REBOUND DEF by KRONENBERGER,BEAU",2
16:27,"GOOD LAYUP by PARKS,JACKSON(in the paint)",37,,40 (+3),,Hend 37-40 (-3),,"GOOD LAYUP by PARKS,JACKSON(in the paint)",2
16:08,,,,,"MISS 3PTR by JACKSON,TYLAN",,,"MISS 3PTR by JACKSON,TYLAN",2
--,"REBOUND DEF by SQUIRES,CALEB",,,,,,,"REBOUND DEF by SQUIRES,CALEB",2
15:57,,,,,"FOUL  by UKPE,JOSH",,,"FOUL  by UKPE,JOSH",2
15:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:57,"GOOD FT by SQUIRES,CALEB",38,,40 (+2),,Hend 38-40 (-2),,"GOOD FT by SQUIRES,CALEB",2
15:57,"GOOD FT by SQUIRES,CALEB",39,,40 (+1),,Hend 39-40 (-1),,"GOOD FT by SQUIRES,CALEB",2
15:46,,,,,"TURNOVER  by POWELL,KYRON",,,"TURNOVER  by POWELL,KYRON",2
15:46,"STEAL  by PARKS,JACKSON",,,,,,,"STEAL  by PARKS,JACKSON",2
15:46,"SUB OUT by RYAN,JONATHAN",,,,,,,"SUB OUT by RYAN,JONATHAN",2
15:46,"SUB IN by COLLIER II,CRAIG",,,,,,,"SUB IN by COLLIER II,CRAIG",2
15:35,"GOOD JUMPER by BERRY,COLTEN(in the paint)",41 (+1),,40,,Hend 41-40 (+1),,"GOOD JUMPER by BERRY,COLTEN(in the paint)",2
15:18,,,,,"MISS LAYUP by JACKSON,TYLAN(in the paint)",,,"MISS LAYUP by JACKSON,TYLAN(in the paint)",2
15:18,"BLOCK  by BERRY,COLTEN",,,,,,,"BLOCK  by BERRY,COLTEN",2
--,"REBOUND DEF by COLLIER II,CRAIG",,,,,,,"REBOUND DEF by COLLIER II,CRAIG",2
15:00,"FOUL  by BERRY,COLTEN",,,,,,,"FOUL  by BERRY,COLTEN",2
15:00,"TURNOVER  by BERRY,COLTEN",,,,,,,"TURNOVER  by BERRY,COLTEN",2
15:00,,,,,"SUB OUT by POWELL,KYRON",,,"SUB OUT by POWELL,KYRON",2
15:00,,,,,"SUB OUT by NIX,GRAYSON",,,"SUB OUT by NIX,GRAYSON",2
15:00,,,,,"SUB IN by ROELKE,KAMREN",,,"SUB IN by ROELKE,KAMREN",2
15:00,,,,,"SUB IN by ELDRIDGE,TIM",,,"SUB IN by ELDRIDGE,TIM",2
15:00,"SUB OUT by BERRY,COLTEN",,,,,,,"SUB OUT by BERRY,COLTEN",2
15:00,"SUB IN by INGRAM,KYLE",,,,,,,"SUB IN by INGRAM,KYLE",2
14:38,,,,,"MISS JUMPER by JACKSON,TYLAN(in the paint)",,,"MISS JUMPER by JACKSON,TYLAN(in the paint)",2
--,"REBOUND DEF by INGRAM,KYLE",,,,,,,"REBOUND DEF by INGRAM,KYLE",2
14:21,"GOOD LAYUP by SQUIRES,CALEB(in the paint)",43 (+3),,40,,Hend 43-40 (+3),,"GOOD LAYUP by SQUIRES,CALEB(in the paint)",2
13:51,,43 (+1),,42,"GOOD JUMPER by JACKSON,TYLAN",UO 43-42 (+1),,"GOOD JUMPER by JACKSON,TYLAN",2
13:24,"MISS JUMPER by PARKS,JACKSON",,,,,,,"MISS JUMPER by PARKS,JACKSON",2
--,,,,,"REBOUND DEF by UKPE,JOSH",,,"REBOUND DEF by UKPE,JOSH",2
13:24,"FOUL TECH by PARKS,JACKSON",,,,,,,"FOUL TECH by PARKS,JACKSON",2
13:24,,43,,43,"GOOD FT by UKPE,JOSH(fastbreak)",UO 43-43 (0),,"GOOD FT by UKPE,JOSH(fastbreak)",2
13:24,,,,,"SUB OUT by TABE,SEPHFAN",,,"SUB OUT by TABE,SEPHFAN",2
13:24,,,,,"SUB IN by CHEATER,DILLON",,,"SUB IN by CHEATER,DILLON",2
13:00,,43,,45 (+2),"GOOD LAYUP by ELDRIDGE,TIM(in the paint)",UO 43-45 (-2),,"GOOD LAYUP by ELDRIDGE,TIM(in the paint)",2
12:47,"MISS JUMPER by COLLIER II,CRAIG",,,,,,,"MISS JUMPER by COLLIER II,CRAIG",2
--,,,,,"REBOUND DEF by CHEATER,DILLON",,,"REBOUND DEF by CHEATER,DILLON",2
12:37,,43,,47 (+4),"GOOD LAYUP by JACKSON,TYLAN(in the paint)",UO 43-47 (-4),,"GOOD LAYUP by JACKSON,TYLAN(in the paint)",2
--,,,,,"ASSIST  by ROELKE,KAMREN",,,"ASSIST  by ROELKE,KAMREN",2
12:18,"MISS 3PTR by KRONENBERGER,BEAU",,,,,,,"MISS 3PTR by KRONENBERGER,BEAU",2
--,,,,,"REBOUND DEF by ELDRIDGE,TIM",,,"REBOUND DEF by ELDRIDGE,TIM",2
12:12,,43,,49 (+6),"GOOD LAYUP by JACKSON,TYLAN(fastbreak)(in the paint)",UO 43-49 (-6),,"GOOD LAYUP by JACKSON,TYLAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by ELDRIDGE,TIM",,,"ASSIST  by ELDRIDGE,TIM",2
12:11,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:11,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
12:11,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",2
12:11,"SUB OUT by KRONENBERGER,BEAU",,,,,,,"SUB OUT by KRONENBERGER,BEAU",2
12:11,"SUB OUT by SQUIRES,CALEB",,,,,,,"SUB OUT by SQUIRES,CALEB",2
12:11,"SUB IN by WEAVER,BRADEN",,,,,,,"SUB IN by WEAVER,BRADEN",2
12:11,"SUB IN by MCMULLIN,COLTON",,,,,,,"SUB IN by MCMULLIN,COLTON",2
12:11,"SUB IN by MAYO,DREW",,,,,,,"SUB IN by MAYO,DREW",2
11:54,"GOOD LAYUP by WEAVER,BRADEN(in the paint)",45,,49 (+4),,Hend 45-49 (-4),,"GOOD LAYUP by WEAVER,BRADEN(in the paint)",2
11:25,,45,,51 (+6),"GOOD DUNK by JACKSON,TYLAN(in the paint)",UO 45-51 (-6),,"GOOD DUNK by JACKSON,TYLAN(in the paint)",2
11:13,"MISS JUMPER by COLLIER II,CRAIG",,,,,,,"MISS JUMPER by COLLIER II,CRAIG",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
11:11,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:11,"SUB OUT by COLLIER II,CRAIG",,,,,,,"SUB OUT by COLLIER II,CRAIG",2
11:11,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",2
10:55,,,,,"MISS 3PTR by ELDRIDGE,TIM",,,"MISS 3PTR by ELDRIDGE,TIM",2
--,"REBOUND DEF by MAYO,DREW",,,,,,,"REBOUND DEF by MAYO,DREW",2
10:22,,,,,"MISS 3PTR by CHEATER,DILLON",,,"MISS 3PTR by CHEATER,DILLON",2
10:22,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
--,"REBOUND DEF by MCMULLIN,COLTON",,,,,,,"REBOUND DEF by MCMULLIN,COLTON",2
10:13,"GOOD JUMPER by MCMULLIN,COLTON",47,,51 (+4),,Hend 47-51 (-4),,"GOOD JUMPER by MCMULLIN,COLTON",2
10:01,,,,,"TURNOVER  by ELDRIDGE,TIM",,,"TURNOVER  by ELDRIDGE,TIM",2
09:50,"GOOD LAYUP by RYAN,JONATHAN(in the paint)",49,,51 (+2),,Hend 49-51 (-2),,"GOOD LAYUP by RYAN,JONATHAN(in the paint)",2
09:32,,,,,"MISS 3PTR by UKPE,JOSH",,,"MISS 3PTR by UKPE,JOSH",2
--,,,,,"REBOUND OFF by JACKSON,TYLAN",,,"REBOUND OFF by JACKSON,TYLAN",2
09:24,,49,,53 (+4),"GOOD LAYUP by UKPE,JOSH(in the paint)",UO 49-53 (-4),,"GOOD LAYUP by UKPE,JOSH(in the paint)",2
--,,,,,"ASSIST  by ROELKE,KAMREN",,,"ASSIST  by ROELKE,KAMREN",2
09:15,"FOUL  by INGRAM,KYLE",,,,,,,"FOUL  by INGRAM,KYLE",2
09:15,"TURNOVER  by INGRAM,KYLE",,,,,,,"TURNOVER  by INGRAM,KYLE",2
09:01,"SUB OUT by INGRAM,KYLE",,,,,,,"SUB OUT by INGRAM,KYLE",2
09:01,"SUB IN by BERRY,COLTEN",,,,,,,"SUB IN by BERRY,COLTEN",2
08:45,,,,,"MISS 3PTR by ROELKE,KAMREN",,,"MISS 3PTR by ROELKE,KAMREN",2
--,,,,,"REBOUND OFF by UKPE,JOSH",,,"REBOUND OFF by UKPE,JOSH",2
08:40,,49,,55 (+6),"GOOD LAYUP by UKPE,JOSH(in the paint)",UO 49-55 (-6),,"GOOD LAYUP by UKPE,JOSH(in the paint)",2
08:34,"MISS 3PTR by WEAVER,BRADEN",,,,,,,"MISS 3PTR by WEAVER,BRADEN",2
--,,,,,"REBOUND DEF by ROELKE,KAMREN",,,"REBOUND DEF by ROELKE,KAMREN",2
08:29,,,,,"FOUL  by ROELKE,KAMREN",,,"FOUL  by ROELKE,KAMREN",2
08:29,,,,,"TURNOVER  by ROELKE,KAMREN",,,"TURNOVER  by ROELKE,KAMREN",2
08:29,,,,,"SUB OUT by UKPE,JOSH",,,"SUB OUT by UKPE,JOSH",2
08:29,,,,,"SUB OUT by JACKSON,TYLAN",,,"SUB OUT by JACKSON,TYLAN",2
08:29,,,,,"SUB IN by NIX,GRAYSON",,,"SUB IN by NIX,GRAYSON",2
08:29,,,,,"SUB IN by LOPEZ,ADAM",,,"SUB IN by LOPEZ,ADAM",2
08:05,"MISS LAYUP by BERRY,COLTEN(in the paint)",,,,,,,"MISS LAYUP by BERRY,COLTEN(in the paint)",2
08:05,,,,,"BLOCK  by LOPEZ,ADAM",,,"BLOCK  by LOPEZ,ADAM",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:58,"MISS 3PTR by MCMULLIN,COLTON",,,,,,,"MISS 3PTR by MCMULLIN,COLTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:51,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
07:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:49,,,,,"SUB OUT by ELDRIDGE,TIM",,,"SUB OUT by ELDRIDGE,TIM",2
07:49,,,,,"SUB OUT by LOPEZ,ADAM",,,"SUB OUT by LOPEZ,ADAM",2
07:49,,,,,"SUB IN by UKPE,JOSH",,,"SUB IN by UKPE,JOSH",2
07:49,,,,,"SUB IN by JACKSON,TYLAN",,,"SUB IN by JACKSON,TYLAN",2
07:49,"SUB OUT by MAYO,DREW",,,,,,,"SUB OUT by MAYO,DREW",2
07:49,"SUB IN by KRONENBERGER,BEAU",,,,,,,"SUB IN by KRONENBERGER,BEAU",2
07:30,,49,,58 (+9),"GOOD 3PTR by ROELKE,KAMREN",UO 49-58 (-9),,"GOOD 3PTR by ROELKE,KAMREN",2
--,,,,,"ASSIST  by NIX,GRAYSON",,,"ASSIST  by NIX,GRAYSON",2
07:08,"TURNOVER  by MCMULLIN,COLTON",,,,,,,"TURNOVER  by MCMULLIN,COLTON",2
07:08,,,,,"STEAL  by JACKSON,TYLAN",,,"STEAL  by JACKSON,TYLAN",2
07:08,"FOUL  by KRONENBERGER,BEAU",,,,,,,"FOUL  by KRONENBERGER,BEAU",2
07:08,,49,,59 (+10),"GOOD FT by ROELKE,KAMREN(fastbreak)",UO 49-59 (-10),,"GOOD FT by ROELKE,KAMREN(fastbreak)",2
07:08,"SUB OUT by MCMULLIN,COLTON",,,,,,,"SUB OUT by MCMULLIN,COLTON",2
07:08,"SUB IN by PARKS,JACKSON",,,,,,,"SUB IN by PARKS,JACKSON",2
07:08,,49,,60 (+11),"GOOD FT by ROELKE,KAMREN(fastbreak)",UO 49-60 (-11),,"GOOD FT by ROELKE,KAMREN(fastbreak)",2
06:52,"GOOD JUMPER by RYAN,JONATHAN(in the paint)",51,,60 (+9),,Hend 51-60 (-9),,"GOOD JUMPER by RYAN,JONATHAN(in the paint)",2
06:36,,,,,"MISS 3PTR by CHEATER,DILLON",,,"MISS 3PTR by CHEATER,DILLON",2
--,"REBOUND DEF by KRONENBERGER,BEAU",,,,,,,"REBOUND DEF by KRONENBERGER,BEAU",2
06:16,,,,,"FOUL  by JACKSON,TYLAN",,,"FOUL  by JACKSON,TYLAN",2
06:08,,,,,"FOUL  by ROELKE,KAMREN",,,"FOUL  by ROELKE,KAMREN",2
06:08,"MISS FT by PARKS,JACKSON",,,,,,,"MISS FT by PARKS,JACKSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:08,"GOOD FT by PARKS,JACKSON",52,,60 (+8),,Hend 52-60 (-8),,"GOOD FT by PARKS,JACKSON",2
06:08,"MISS FT by PARKS,JACKSON",,,,,,,"MISS FT by PARKS,JACKSON",2
--,,,,,"REBOUND DEF by UKPE,JOSH",,,"REBOUND DEF by UKPE,JOSH",2
06:01,,52,,62 (+10),"GOOD LAYUP by ROELKE,KAMREN(fastbreak)(in the paint)",UO 52-62 (-10),,"GOOD LAYUP by ROELKE,KAMREN(fastbreak)(in the paint)",2
05:51,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:29,"MISS JUMPER by PARKS,JACKSON",,,,,,,"MISS JUMPER by PARKS,JACKSON",2
--,,,,,"REBOUND DEF by UKPE,JOSH",,,"REBOUND DEF by UKPE,JOSH",2
05:01,,52,,65 (+13),"GOOD 3PTR by NIX,GRAYSON",UO 52-65 (-13),,"GOOD 3PTR by NIX,GRAYSON",2
--,,,,,"ASSIST  by ROELKE,KAMREN",,,"ASSIST  by ROELKE,KAMREN",2
04:47,"MISS 3PTR by KRONENBERGER,BEAU",,,,,,,"MISS 3PTR by KRONENBERGER,BEAU",2
--,,,,,"REBOUND DEF by UKPE,JOSH",,,"REBOUND DEF by UKPE,JOSH",2
04:21,,52,,68 (+16),"GOOD 3PTR by CHEATER,DILLON",UO 52-68 (-16),,"GOOD 3PTR by CHEATER,DILLON",2
--,,,,,"ASSIST  by JACKSON,TYLAN",,,"ASSIST  by JACKSON,TYLAN",2
04:15,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:15,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
04:03,"TURNOVER  by KRONENBERGER,BEAU",,,,,,,"TURNOVER  by KRONENBERGER,BEAU",2
04:03,,,,,"STEAL  by NIX,GRAYSON",,,"STEAL  by NIX,GRAYSON",2
04:00,,52,,70 (+18),"GOOD LAYUP by NIX,GRAYSON(fastbreak)(in the paint)",UO 52-70 (-18),,"GOOD LAYUP by NIX,GRAYSON(fastbreak)(in the paint)",2
04:00,"FOUL  by KRONENBERGER,BEAU",,,,,,,"FOUL  by KRONENBERGER,BEAU",2
04:00,"SUB OUT by KRONENBERGER,BEAU",,,,,,,"SUB OUT by KRONENBERGER,BEAU",2
04:00,"SUB IN by GIBSON,JASON",,,,,,,"SUB IN by GIBSON,JASON",2
04:00,,52,,71 (+19),"GOOD FT by NIX,GRAYSON(fastbreak)",UO 52-71 (-19),,"GOOD FT by NIX,GRAYSON(fastbreak)",2
03:43,"MISS JUMPER by RYAN,JONATHAN",,,,,,,"MISS JUMPER by RYAN,JONATHAN",2
--,"REBOUND OFF by PARKS,JACKSON",,,,,,,"REBOUND OFF by PARKS,JACKSON",2
03:27,"MISS JUMPER by RYAN,JONATHAN(in the paint)",,,,,,,"MISS JUMPER by RYAN,JONATHAN(in the paint)",2
--,"REBOUND OFF by BERRY,COLTEN",,,,,,,"REBOUND OFF by BERRY,COLTEN",2
03:23,"TURNOVER  by BERRY,COLTEN",,,,,,,"TURNOVER  by BERRY,COLTEN",2
03:08,"FOUL  by BERRY,COLTEN",,,,,,,"FOUL  by BERRY,COLTEN",2
03:08,,,,,"SUB OUT by UKPE,JOSH",,,"SUB OUT by UKPE,JOSH",2
03:08,,,,,"SUB IN by TRAYLOR,OSCAR",,,"SUB IN by TRAYLOR,OSCAR",2
03:08,"SUB OUT by RYAN,JONATHAN",,,,,,,"SUB OUT by RYAN,JONATHAN",2
03:08,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",2
03:08,"SUB OUT by WEAVER,BRADEN",,,,,,,"SUB OUT by WEAVER,BRADEN",2
03:08,"SUB OUT by BERRY,COLTEN",,,,,,,"SUB OUT by BERRY,COLTEN",2
03:08,"SUB IN by BOWER,CARSON",,,,,,,"SUB IN by BOWER,CARSON",2
03:08,"SUB IN by SAVARIO,JACK",,,,,,,"SUB IN by SAVARIO,JACK",2
03:08,"SUB IN by TORRES,JADEN",,,,,,,"SUB IN by TORRES,JADEN",2
03:08,"SUB IN by CARLOS,MASON",,,,,,,"SUB IN by CARLOS,MASON",2
02:35,,,,,"MISS 3PTR by TRAYLOR,OSCAR",,,"MISS 3PTR by TRAYLOR,OSCAR",2
--,"REBOUND DEF by CARLOS,MASON",,,,,,,"REBOUND DEF by CARLOS,MASON",2
02:24,"TURNOVER  by BOWER,CARSON",,,,,,,"TURNOVER  by BOWER,CARSON",2
02:24,,,,,"SUB OUT by ROELKE,KAMREN",,,"SUB OUT by ROELKE,KAMREN",2
02:24,,,,,"SUB OUT by JACKSON,TYLAN",,,"SUB OUT by JACKSON,TYLAN",2
02:24,,,,,"SUB OUT by CHEATER,DILLON",,,"SUB OUT by CHEATER,DILLON",2
02:24,,,,,"SUB IN by GAFFNEY,XAVIER",,,"SUB IN by GAFFNEY,XAVIER",2
02:24,,,,,"SUB IN by LOPEZ,ADAM",,,"SUB IN by LOPEZ,ADAM",2
02:24,,,,,"SUB IN by LITTLE,CARTER",,,"SUB IN by LITTLE,CARTER",2
02:06,,52,,74 (+22),"GOOD 3PTR by GAFFNEY,XAVIER",UO 52-74 (-22),,"GOOD 3PTR by GAFFNEY,XAVIER",2
--,,,,,"ASSIST  by TRAYLOR,OSCAR",,,"ASSIST  by TRAYLOR,OSCAR",2
01:51,,,,,"FOUL  by TRAYLOR,OSCAR",,,"FOUL  by TRAYLOR,OSCAR",2
01:51,,,,,"SUB OUT by NIX,GRAYSON",,,"SUB OUT by NIX,GRAYSON",2
01:51,,,,,"SUB IN by BARNES,EUGENE",,,"SUB IN by BARNES,EUGENE",2
01:48,"TURNOVER  by BOWER,CARSON",,,,,,,"TURNOVER  by BOWER,CARSON",2
01:48,,,,,"STEAL  by TRAYLOR,OSCAR",,,"STEAL  by TRAYLOR,OSCAR",2
01:40,,52,,76 (+24),"GOOD JUMPER by TRAYLOR,OSCAR(fastbreak)(in the paint)",UO 52-76 (-24),,"GOOD JUMPER by TRAYLOR,OSCAR(fastbreak)(in the paint)",2
01:31,,,,,"FOUL  by LOPEZ,ADAM",,,"FOUL  by LOPEZ,ADAM",2
01:31,"GOOD FT by CARLOS,MASON",53,,76 (+23),,Hend 53-76 (-23),,"GOOD FT by CARLOS,MASON",2
01:31,"GOOD FT by CARLOS,MASON",54,,76 (+22),,Hend 54-76 (-22),,"GOOD FT by CARLOS,MASON",2
01:09,,,,,"TURNOVER  by LITTLE,CARTER",,,"TURNOVER  by LITTLE,CARTER",2
01:00,"MISS JUMPER by GIBSON,JASON",,,,,,,"MISS JUMPER by GIBSON,JASON",2
--,,,,,"REBOUND DEF by TRAYLOR,OSCAR",,,"REBOUND DEF by TRAYLOR,OSCAR",2
00:27,,,,,"MISS 3PTR by TRAYLOR,OSCAR",,,"MISS 3PTR by TRAYLOR,OSCAR",2
--,"REBOUND DEF by GIBSON,JASON",,,,,,,"REBOUND DEF by GIBSON,JASON",2
00:16,"MISS 3PTR by SAVARIO,JACK",,,,,,,"MISS 3PTR by SAVARIO,JACK",2
--,"REBOUND OFF by CARLOS,MASON",,,,,,,"REBOUND OFF by CARLOS,MASON",2
00:11,"GOOD LAYUP by CARLOS,MASON(in the paint)",56,,76 (+20),,Hend 56-76 (-20),,"GOOD LAYUP by CARLOS,MASON(in the paint)",2
