Time Remaining,CENTRE-M,Away Team Score,Play Team Indicator,Home Team Score,CWR-M,Game Score,Team Indicator,Play,Period
15:04,,,,,"MISS FT by VOLKENING,MICHAEL",,,"MISS FT by VOLKENING,MICHAEL",2
--,,,,,"REBOUND OFF by WELLS,SOLOMON",,,"REBOUND OFF by WELLS,SOLOMON",2
15:04,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",2
15:04,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
15:04,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",2
15:04,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
15:04,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
15:04,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
15:04,,,,,"SUB IN by WELLS,SOLOMON",,,"SUB IN by WELLS,SOLOMON",2
15:04,,,,,"SUB IN by FALLER,ROBERT",,,"SUB IN by FALLER,ROBERT",2
15:04,,,,,"SUB IN by FRILLING,COLE",,,"SUB IN by FRILLING,COLE",2
15:04,,,,,"SUB IN by MASIULIONIS,IGNAS",,,"SUB IN by MASIULIONIS,IGNAS",2
15:04,,,,,"SUB OUT by HANSEN,SAM",,,"SUB OUT by HANSEN,SAM",2
15:04,,,,,"SUB OUT by NEWTON,RYAN",,,"SUB OUT by NEWTON,RYAN",2
15:04,,,,,"SUB OUT by IONADI,ANTONIO",,,"SUB OUT by IONADI,ANTONIO",2
15:04,,,,,"SUB OUT by KHELA,MONTY",,,"SUB OUT by KHELA,MONTY",2
15:00,,,,,"MISS LAYUP by WELLS,SOLOMON",,,"MISS LAYUP by WELLS,SOLOMON",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
14:42,,,,,"FOUL  by WELLS,SOLOMON",,,"FOUL  by WELLS,SOLOMON",2
14:42,"GOOD FT by PURVIS,KC",47 (+2),,45,,CENTRE-M 47-45 (+2),,"GOOD FT by PURVIS,KC",2
14:42,"GOOD FT by PURVIS,KC",48 (+3),,45,,CENTRE-M 48-45 (+3),,"GOOD FT by PURVIS,KC",2
14:42,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
14:42,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
14:42,,,,,"SUB IN by RYAN,CONNOR",,,"SUB IN by RYAN,CONNOR",2
14:42,,,,,"SUB OUT by VOLKENING,MICHAEL",,,"SUB OUT by VOLKENING,MICHAEL",2
14:27,,,,,"MISS 3PTR by FRILLING,COLE",,,"MISS 3PTR by FRILLING,COLE",2
--,,,,,"REBOUND OFF by WELLS,SOLOMON",,,"REBOUND OFF by WELLS,SOLOMON",2
14:24,"FOUL  by PURVIS,KC",,,,,,,"FOUL  by PURVIS,KC",2
14:07,,,,,"MISS 3PTR by FRILLING,COLE",,,"MISS 3PTR by FRILLING,COLE",2
--,"REBOUND DEF by PURVIS,KC",,,,,,,"REBOUND DEF by PURVIS,KC",2
13:55,,,,,"FOUL  by WELLS,SOLOMON",,,"FOUL  by WELLS,SOLOMON",2
13:53,"MISS 3PTR by SMITH,RJ",,,,,,,"MISS 3PTR by SMITH,RJ",2
--,"REBOUND OFF by PURVIS,KC",,,,,,,"REBOUND OFF by PURVIS,KC",2
13:50,"FOUL TECH by PURVIS,KC",,,,,,,"FOUL TECH by PURVIS,KC",2
13:50,,48 (+2),,46,"GOOD FT by WELLS,SOLOMON",CWR-M 48-46 (+2),,"GOOD FT by WELLS,SOLOMON",2
13:50,,48 (+1),,47,"GOOD FT by WELLS,SOLOMON",CWR-M 48-47 (+1),,"GOOD FT by WELLS,SOLOMON",2
13:40,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
13:40,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
13:40,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",2
13:40,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",2
13:40,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
13:39,,,,,"MISS JUMPER by MASIULIONIS,IGNAS",,,"MISS JUMPER by MASIULIONIS,IGNAS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:23,,,,,"FOUL  by FALLER,ROBERT",,,"FOUL  by FALLER,ROBERT",2
13:23,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
13:23,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
13:19,"GOOD 3PTR by WALKER,ART",51 (+4),,47,,CENTRE-M 51-47 (+4),,"GOOD 3PTR by WALKER,ART",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
13:01,"FOUL  by WALKER,ART",,,,,,,"FOUL  by WALKER,ART",2
13:01,,51 (+3),,48,"GOOD FT by WELLS,SOLOMON",CWR-M 51-48 (+3),,"GOOD FT by WELLS,SOLOMON",2
13:01,,51 (+2),,49,"GOOD FT by WELLS,SOLOMON",CWR-M 51-49 (+2),,"GOOD FT by WELLS,SOLOMON",2
13:01,,,,,"SUB IN by HANSEN,SAM",,,"SUB IN by HANSEN,SAM",2
13:01,,,,,"SUB IN by KHELA,MONTY",,,"SUB IN by KHELA,MONTY",2
13:01,,,,,"SUB OUT by FRILLING,COLE",,,"SUB OUT by FRILLING,COLE",2
13:01,,,,,"SUB OUT by RYAN,CONNOR",,,"SUB OUT by RYAN,CONNOR",2
12:36,"GOOD JUMPER by AYERS,PERRY(in the paint)",53 (+4),,49,,CENTRE-M 53-49 (+4),,"GOOD JUMPER by AYERS,PERRY(in the paint)",2
12:36,,,,,"FOUL  by HANSEN,SAM",,,"FOUL  by HANSEN,SAM",2
12:36,"MISS FT by AYERS,PERRY",,,,,,,"MISS FT by AYERS,PERRY",2
--,"REBOUND OFF by CRUMP,DAWSON",,,,,,,"REBOUND OFF by CRUMP,DAWSON",2
12:34,,,,,"FOUL  by WELLS,SOLOMON",,,"FOUL  by WELLS,SOLOMON",2
12:34,"GOOD FT by CRUMP,DAWSON",54 (+5),,49,,CENTRE-M 54-49 (+5),,"GOOD FT by CRUMP,DAWSON",2
12:34,"MISS FT by CRUMP,DAWSON",,,,,,,"MISS FT by CRUMP,DAWSON",2
--,,,,,"REBOUND DEF by KHELA,MONTY",,,"REBOUND DEF by KHELA,MONTY",2
12:34,,,,,"SUB IN by NEWTON,RYAN",,,"SUB IN by NEWTON,RYAN",2
12:34,,,,,"SUB OUT by WELLS,SOLOMON",,,"SUB OUT by WELLS,SOLOMON",2
12:11,,54 (+2),,52,"GOOD 3PTR by KHELA,MONTY",CWR-M 54-52 (+2),,"GOOD 3PTR by KHELA,MONTY",2
11:50,"MISS LAYUP by BATES,JACOB",,,,,,,"MISS LAYUP by BATES,JACOB",2
--,,,,,"REBOUND DEF by KHELA,MONTY",,,"REBOUND DEF by KHELA,MONTY",2
11:44,,54,,55 (+1),"GOOD 3PTR by HANSEN,SAM",CWR-M 54-55 (-1),,"GOOD 3PTR by HANSEN,SAM",2
--,,,,,"ASSIST  by KHELA,MONTY",,,"ASSIST  by KHELA,MONTY",2
11:32,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:32,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
11:32,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
11:32,,,,,"SUB IN by IONADI,ANTONIO",,,"SUB IN by IONADI,ANTONIO",2
11:32,,,,,"SUB OUT by MASIULIONIS,IGNAS",,,"SUB OUT by MASIULIONIS,IGNAS",2
11:26,"MISS JUMPER by BATES,JACOB",,,,,,,"MISS JUMPER by BATES,JACOB",2
--,,,,,"REBOUND DEF by NEWTON,RYAN",,,"REBOUND DEF by NEWTON,RYAN",2
11:18,,,,,"MISS 3PTR by KHELA,MONTY",,,"MISS 3PTR by KHELA,MONTY",2
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",2
11:09,"TURNOVER  by WALKER,ART",,,,,,,"TURNOVER  by WALKER,ART",2
10:56,,,,,"TURNOVER  by NEWTON,RYAN",,,"TURNOVER  by NEWTON,RYAN",2
10:56,,,,,"FOUL  by NEWTON,RYAN",,,"FOUL  by NEWTON,RYAN",2
10:39,"MISS LAYUP by CRUMP,DAWSON",,,,,,,"MISS LAYUP by CRUMP,DAWSON",2
--,,,,,"REBOUND DEF by NEWTON,RYAN",,,"REBOUND DEF by NEWTON,RYAN",2
10:28,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",2
10:28,,54,,56 (+2),"GOOD FT by KHELA,MONTY",CWR-M 54-56 (-2),,"GOOD FT by KHELA,MONTY",2
10:28,,54,,57 (+3),"GOOD FT by KHELA,MONTY",CWR-M 54-57 (-3),,"GOOD FT by KHELA,MONTY",2
10:28,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",2
10:28,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",2
10:11,"MISS 3PTR by AYERS,PERRY",,,,,,,"MISS 3PTR by AYERS,PERRY",2
--,,,,,"REBOUND DEF by KHELA,MONTY",,,"REBOUND DEF by KHELA,MONTY",2
10:03,,,,,"TURNOVER  by KHELA,MONTY",,,"TURNOVER  by KHELA,MONTY",2
10:02,"STEAL  by WALKER,ART",,,,,,,"STEAL  by WALKER,ART",2
09:43,"GOOD LAYUP by AYERS,PERRY(in the paint)",56,,57 (+1),,CENTRE-M 56-57 (-1),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
09:43,,,,,"FOUL  by HANSEN,SAM",,,"FOUL  by HANSEN,SAM",2
09:43,"MISS FT by AYERS,PERRY",,,,,,,"MISS FT by AYERS,PERRY",2
--,,,,,"REBOUND DEF by KHELA,MONTY",,,"REBOUND DEF by KHELA,MONTY",2
09:43,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",2
09:43,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
09:43,,,,,"SUB IN by VOLKENING,MICHAEL",,,"SUB IN by VOLKENING,MICHAEL",2
09:43,,,,,"SUB OUT by FALLER,ROBERT",,,"SUB OUT by FALLER,ROBERT",2
09:30,,56,,59 (+3),"GOOD JUMPER by VOLKENING,MICHAEL",CWR-M 56-59 (-3),,"GOOD JUMPER by VOLKENING,MICHAEL",2
09:04,,,,,"FOUL  by KHELA,MONTY",,,"FOUL  by KHELA,MONTY",2
09:04,"MISS FT by WALKER,ART",,,,,,,"MISS FT by WALKER,ART",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:04,"GOOD FT by WALKER,ART",57,,59 (+2),,CENTRE-M 57-59 (-2),,"GOOD FT by WALKER,ART",2
09:04,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",2
09:04,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
09:04,,,,,"SUB IN by FRILLING,COLE",,,"SUB IN by FRILLING,COLE",2
09:04,,,,,"SUB OUT by KHELA,MONTY",,,"SUB OUT by KHELA,MONTY",2
08:48,,57,,61 (+4),"GOOD LAYUP by IONADI,ANTONIO(in the paint)",CWR-M 57-61 (-4),,"GOOD LAYUP by IONADI,ANTONIO(in the paint)",2
--,,,,,"ASSIST  by VOLKENING,MICHAEL",,,"ASSIST  by VOLKENING,MICHAEL",2
08:24,"GOOD LAYUP by AYERS,PERRY(in the paint)",59,,61 (+2),,CENTRE-M 59-61 (-2),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
08:24,,,,,"FOUL  by HANSEN,SAM",,,"FOUL  by HANSEN,SAM",2
08:24,"MISS FT by AYERS,PERRY",,,,,,,"MISS FT by AYERS,PERRY",2
--,,,,,"REBOUND DEF by FRILLING,COLE",,,"REBOUND DEF by FRILLING,COLE",2
08:24,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
08:24,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
08:24,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",2
08:24,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
08:01,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
08:01,,59,,62 (+3),"GOOD FT by FRILLING,COLE",CWR-M 59-62 (-3),,"GOOD FT by FRILLING,COLE",2
08:01,,59,,63 (+4),"GOOD FT by FRILLING,COLE",CWR-M 59-63 (-4),,"GOOD FT by FRILLING,COLE",2
08:01,,,,,"SUB IN by FALLER,ROBERT",,,"SUB IN by FALLER,ROBERT",2
08:01,,,,,"SUB OUT by HANSEN,SAM",,,"SUB OUT by HANSEN,SAM",2
07:46,"GOOD LAYUP by BATES,JACOB(in the paint)",61,,63 (+2),,CENTRE-M 61-63 (-2),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
07:25,,,,,"MISS 3PTR by IONADI,ANTONIO",,,"MISS 3PTR by IONADI,ANTONIO",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
07:08,"MISS LAYUP by AYERS,PERRY",,,,,,,"MISS LAYUP by AYERS,PERRY",2
--,,,,,"REBOUND DEF by FALLER,ROBERT",,,"REBOUND DEF by FALLER,ROBERT",2
06:59,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",2
06:59,,61,,64 (+3),"GOOD FT by VOLKENING,MICHAEL",CWR-M 61-64 (-3),,"GOOD FT by VOLKENING,MICHAEL",2
06:59,,61,,65 (+4),"GOOD FT by VOLKENING,MICHAEL",CWR-M 61-65 (-4),,"GOOD FT by VOLKENING,MICHAEL",2
06:59,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",2
06:59,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
06:59,,,,,"SUB IN by MASIULIONIS,IGNAS",,,"SUB IN by MASIULIONIS,IGNAS",2
06:59,,,,,"SUB OUT by IONADI,ANTONIO",,,"SUB OUT by IONADI,ANTONIO",2
06:43,"MISS JUMPER by RAKES,BAILEY",,,,,,,"MISS JUMPER by RAKES,BAILEY",2
--,"REBOUND OFF by BATES,JACOB",,,,,,,"REBOUND OFF by BATES,JACOB",2
06:34,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",2
--,"REBOUND OFF by BATES,JACOB",,,,,,,"REBOUND OFF by BATES,JACOB",2
06:28,"GOOD LAYUP by AYERS,PERRY(in the paint)",63,,65 (+2),,CENTRE-M 63-65 (-2),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
06:04,,,,,"MISS LAYUP by NEWTON,RYAN",,,"MISS LAYUP by NEWTON,RYAN",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
05:56,,,,,"FOUL  by FALLER,ROBERT",,,"FOUL  by FALLER,ROBERT",2
05:56,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:56,"GOOD FT by AYERS,PERRY",64,,65 (+1),,CENTRE-M 64-65 (-1),,"GOOD FT by AYERS,PERRY",2
05:56,"GOOD FT by AYERS,PERRY",65,,65,,CENTRE-M 65-65 (0),,"GOOD FT by AYERS,PERRY",2
05:56,,,,,"SUB IN by WELLS,SOLOMON",,,"SUB IN by WELLS,SOLOMON",2
05:56,,,,,"SUB OUT by FRILLING,COLE",,,"SUB OUT by FRILLING,COLE",2
05:39,,65,,67 (+2),"GOOD LAYUP by MASIULIONIS,IGNAS(in the paint)",CWR-M 65-67 (-2),,"GOOD LAYUP by MASIULIONIS,IGNAS(in the paint)",2
05:16,"TURNOVER  by RAKES,BAILEY",,,,,,,"TURNOVER  by RAKES,BAILEY",2
05:05,,,,,"MISS 3PTR by MASIULIONIS,IGNAS",,,"MISS 3PTR by MASIULIONIS,IGNAS",2
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",2
04:50,"MISS LAYUP by WALKER,ART",,,,,,,"MISS LAYUP by WALKER,ART",2
--,,,,,"REBOUND DEF by NEWTON,RYAN",,,"REBOUND DEF by NEWTON,RYAN",2
04:40,,65,,69 (+4),"GOOD LAYUP by VOLKENING,MICHAEL(in the paint)",CWR-M 65-69 (-4),,"GOOD LAYUP by VOLKENING,MICHAEL(in the paint)",2
04:29,"GOOD LAYUP by BATES,JACOB(in the paint)",67,,69 (+2),,CENTRE-M 67-69 (-2),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
04:11,,,,,"MISS LAYUP by VOLKENING,MICHAEL",,,"MISS LAYUP by VOLKENING,MICHAEL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:06,,67,,71 (+4),"GOOD LAYUP by NEWTON,RYAN(in the paint)",CWR-M 67-71 (-4),,"GOOD LAYUP by NEWTON,RYAN(in the paint)",2
--,,,,,"ASSIST  by MASIULIONIS,IGNAS",,,"ASSIST  by MASIULIONIS,IGNAS",2
04:06,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",2
04:06,,67,,72 (+5),"GOOD FT by NEWTON,RYAN",CWR-M 67-72 (-5),,"GOOD FT by NEWTON,RYAN",2
03:42,"MISS LAYUP by AYERS,PERRY",,,,,,,"MISS LAYUP by AYERS,PERRY",2
--,,,,,"REBOUND DEF by NEWTON,RYAN",,,"REBOUND DEF by NEWTON,RYAN",2
03:34,,,,,"TURNOVER  by VOLKENING,MICHAEL",,,"TURNOVER  by VOLKENING,MICHAEL",2
03:34,,,,,"FOUL  by VOLKENING,MICHAEL",,,"FOUL  by VOLKENING,MICHAEL",2
03:34,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:18,"GOOD LAYUP by BATES,JACOB(in the paint)",69,,72 (+3),,CENTRE-M 69-72 (-3),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,"ASSIST  by WALKER,ART",,,,,,,"ASSIST  by WALKER,ART",2
02:54,,69,,74 (+5),"GOOD LAYUP by NEWTON,RYAN(in the paint)",CWR-M 69-74 (-5),,"GOOD LAYUP by NEWTON,RYAN(in the paint)",2
--,,,,,"ASSIST  by FALLER,ROBERT",,,"ASSIST  by FALLER,ROBERT",2
02:43,"MISS LAYUP by CRUMP,DAWSON",,,,,,,"MISS LAYUP by CRUMP,DAWSON",2
02:43,,,,,"BLOCK  by MASIULIONIS,IGNAS",,,"BLOCK  by MASIULIONIS,IGNAS",2
--,,,,,"REBOUND DEF by NEWTON,RYAN",,,"REBOUND DEF by NEWTON,RYAN",2
02:26,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",2
02:26,,,,,"MISS FT by WELLS,SOLOMON",,,"MISS FT by WELLS,SOLOMON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:26,,,,,"MISS FT by WELLS,SOLOMON",,,"MISS FT by WELLS,SOLOMON",2
--,,,,,"REBOUND OFF by WELLS,SOLOMON",,,"REBOUND OFF by WELLS,SOLOMON",2
02:06,,,,,"MISS 3PTR by VOLKENING,MICHAEL",,,"MISS 3PTR by VOLKENING,MICHAEL",2
--,,,,,"REBOUND OFF by FALLER,ROBERT",,,"REBOUND OFF by FALLER,ROBERT",2
01:47,,,,,"TURNOVER  by MASIULIONIS,IGNAS",,,"TURNOVER  by MASIULIONIS,IGNAS",2
01:46,"STEAL  by CRUMP,DAWSON",,,,,,,"STEAL  by CRUMP,DAWSON",2
01:43,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",71,,74 (+3),,CENTRE-M 71-74 (-3),,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",2
01:43,,,,,"SUB IN by IONADI,ANTONIO",,,"SUB IN by IONADI,ANTONIO",2
01:43,,,,,"SUB IN by KHELA,MONTY",,,"SUB IN by KHELA,MONTY",2
01:43,,,,,"SUB OUT by WELLS,SOLOMON",,,"SUB OUT by WELLS,SOLOMON",2
01:43,,,,,"SUB OUT by MASIULIONIS,IGNAS",,,"SUB OUT by MASIULIONIS,IGNAS",2
01:40,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:19,,71,,77 (+6),"GOOD 3PTR by IONADI,ANTONIO",CWR-M 71-77 (-6),,"GOOD 3PTR by IONADI,ANTONIO",2
--,,,,,"ASSIST  by NEWTON,RYAN",,,"ASSIST  by NEWTON,RYAN",2
01:02,,,,,"FOUL  by FALLER,ROBERT",,,"FOUL  by FALLER,ROBERT",2
01:02,"GOOD FT by BATES,JACOB",72,,77 (+5),,CENTRE-M 72-77 (-5),,"GOOD FT by BATES,JACOB",2
01:02,"GOOD FT by BATES,JACOB",73,,77 (+4),,CENTRE-M 73-77 (-4),,"GOOD FT by BATES,JACOB",2
01:02,,,,,"SUB IN by MASIULIONIS,IGNAS",,,"SUB IN by MASIULIONIS,IGNAS",2
01:02,,,,,"SUB OUT by FALLER,ROBERT",,,"SUB OUT by FALLER,ROBERT",2
00:35,,,,,"MISS JUMPER by MASIULIONIS,IGNAS",,,"MISS JUMPER by MASIULIONIS,IGNAS",2
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",2
00:25,"TURNOVER  by AYERS,PERRY",,,,,,,"TURNOVER  by AYERS,PERRY",2
00:25,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",2
00:25,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:25,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
00:25,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
00:19,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",2
00:19,,73,,78 (+5),"GOOD FT by MASIULIONIS,IGNAS",CWR-M 73-78 (-5),,"GOOD FT by MASIULIONIS,IGNAS",2
00:19,,,,,"MISS FT by MASIULIONIS,IGNAS",,,"MISS FT by MASIULIONIS,IGNAS",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
00:19,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
00:19,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
00:19,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
00:19,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
00:19,,,,,"SUB IN by WELLS,SOLOMON",,,"SUB IN by WELLS,SOLOMON",2
00:19,,,,,"SUB OUT by IONADI,ANTONIO",,,"SUB OUT by IONADI,ANTONIO",2
00:09,,,,,"FOUL  by NEWTON,RYAN",,,"FOUL  by NEWTON,RYAN",2
00:09,"GOOD FT by BATES,JACOB",74,,78 (+4),,CENTRE-M 74-78 (-4),,"GOOD FT by BATES,JACOB",2
00:09,"GOOD FT by BATES,JACOB",75,,78 (+3),,CENTRE-M 75-78 (-3),,"GOOD FT by BATES,JACOB",2
00:09,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
00:09,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
00:09,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
00:09,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
00:09,,,,,"SUB IN by IONADI,ANTONIO",,,"SUB IN by IONADI,ANTONIO",2
00:09,,,,,"SUB OUT by WELLS,SOLOMON",,,"SUB OUT by WELLS,SOLOMON",2
00:06,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",2
00:06,,75,,79 (+4),"GOOD FT by MASIULIONIS,IGNAS",CWR-M 75-79 (-4),,"GOOD FT by MASIULIONIS,IGNAS",2
00:06,,,,,"MISS FT by MASIULIONIS,IGNAS",,,"MISS FT by MASIULIONIS,IGNAS",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
00:06,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
00:06,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
00:06,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
00:06,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
00:06,,,,,"SUB IN by WELLS,SOLOMON",,,"SUB IN by WELLS,SOLOMON",2
00:06,,,,,"SUB OUT by IONADI,ANTONIO",,,"SUB OUT by IONADI,ANTONIO",2
00:00,"MISS 3PTR by RAKES,BAILEY",,,,,,,"MISS 3PTR by RAKES,BAILEY",2
--,,,,,"REBOUND DEF by VOLKENING,MICHAEL",,,"REBOUND DEF by VOLKENING,MICHAEL",2
