Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by NESTLEHUTT,JAKE",,,"REBOUND DEF by NESTLEHUTT,JAKE",1
15:45,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
15:41,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
15:41,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
15:41,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",1
15:41,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",1
15:41,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",1
15:41,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",1
15:41,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",1
15:24,"MISS 3PTR by AYERS,PERRY",,,,,,,"MISS 3PTR by AYERS,PERRY",1
--,"REBOUND OFF by PURVIS,KC",,,,,,,"REBOUND OFF by PURVIS,KC",1
15:15,"GOOD 3PTR by BAUGHMAN,CARTER",10 (+3),,7,,Centre 10-7 (+3),,"GOOD 3PTR by BAUGHMAN,CARTER",1
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",1
14:51,,10 (+1),,9,"GOOD LAYUP by GALVIN,OWEN(in the paint)",Rhodes 10-9 (+1),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",1
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",1
14:26,"MISS 3PTR by BATES,JACOB",,,,,,,"MISS 3PTR by BATES,JACOB",1
--,,,,,"REBOUND DEF by NESTLEHUTT,JAKE",,,"REBOUND DEF by NESTLEHUTT,JAKE",1
13:57,,10,,11 (+1),"GOOD LAYUP by WILEY,KOKI(in the paint)",Rhodes 10-11 (-1),,"GOOD LAYUP by WILEY,KOKI(in the paint)",1
13:40,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",1
13:40,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
13:40,,,,,"SUB IN by PIPPENGER,WILEY",,,"SUB IN by PIPPENGER,WILEY",1
13:40,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",1
13:40,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
13:33,"GOOD 3PTR by BATES,JACOB",13 (+2),,11,,Centre 13-11 (+2),,"GOOD 3PTR by BATES,JACOB",1
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",1
13:07,,13,,14 (+1),"GOOD 3PTR by WILEY,KOKI",Rhodes 13-14 (-1),,"GOOD 3PTR by WILEY,KOKI",1
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",1
12:40,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",1
12:40,"MISS FT by AYERS,PERRY",,,,,,,"MISS FT by AYERS,PERRY",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
12:40,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
12:40,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",1
12:40,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",1
12:40,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
12:40,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",1
12:40,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",1
12:40,"GOOD FT by AYERS,PERRY",14,,14,,Centre 14-14 (0),,"GOOD FT by AYERS,PERRY",1
12:40,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",1
12:40,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",1
12:29,"FOUL  by SPITZER,JAKOB",,,,,,,"FOUL  by SPITZER,JAKOB",1
12:16,,,,,"MISS 3PTR by ESSICK,JALEN",,,"MISS 3PTR by ESSICK,JALEN",1
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",1
12:08,"GOOD 3PTR by CRUMP,DAWSON(fastbreak)",17 (+3),,14,,Centre 17-14 (+3),,"GOOD 3PTR by CRUMP,DAWSON(fastbreak)",1
11:48,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",1
11:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:48,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",1
11:48,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
11:48,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",1
11:48,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",1
11:41,,,,,"MISS 3PTR by DE FERIA,NICK",,,"MISS 3PTR by DE FERIA,NICK",1
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",1
11:30,"GOOD 3PTR by WALKER,ART",20 (+6),,14,,Centre 20-14 (+6),,"GOOD 3PTR by WALKER,ART",1
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",1
11:10,,,,,"MISS JUMPER by PIPPENGER,WILEY",,,"MISS JUMPER by PIPPENGER,WILEY",1
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",1
10:57,"TURNOVER  by WALKER,ART",,,,,,,"TURNOVER  by WALKER,ART",1
10:57,,,,,"STEAL  by JAMES,MAC",,,"STEAL  by JAMES,MAC",1
10:57,"FOUL  by WALKER,ART",,,,,,,"FOUL  by WALKER,ART",1
10:43,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",1
10:43,"STEAL  by WALKER,ART",,,,,,,"STEAL  by WALKER,ART",1
10:30,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",1
10:30,"GOOD FT by WILSON,DREW",21 (+7),,14,,Centre 21-14 (+7),,"GOOD FT by WILSON,DREW",1
10:30,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
10:30,,,,,"SUB OUT by PIPPENGER,WILEY",,,"SUB OUT by PIPPENGER,WILEY",1
10:30,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",1
10:30,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",1
10:29,"MISS FT by WILSON,DREW",,,,,,,"MISS FT by WILSON,DREW",1
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",1
10:01,,21 (+4),,17,"GOOD 3PTR by DE FERIA,NICK",Rhodes 21-17 (+4),,"GOOD 3PTR by DE FERIA,NICK",1
--,,,,,"ASSIST  by ESSICK,JALEN",,,"ASSIST  by ESSICK,JALEN",1
09:34,"GOOD 3PTR by CRUMP,DAWSON",24 (+7),,17,,Centre 24-17 (+7),,"GOOD 3PTR by CRUMP,DAWSON",1
09:02,,,,,"MISS JUMPER by ESSICK,JALEN",,,"MISS JUMPER by ESSICK,JALEN",1
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",1
08:53,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",1
08:53,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",1
08:53,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",1
08:53,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",1
08:53,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",1
08:53,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",1
08:32,"MISS JUMPER by BAUGHMAN,CARTER(in the paint)",,,,,,,"MISS JUMPER by BAUGHMAN,CARTER(in the paint)",1
--,"REBOUND OFF by SMITH,RJ",,,,,,,"REBOUND OFF by SMITH,RJ",1
08:32,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",1
08:32,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",1
08:32,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",1
08:28,"MISS LAYUP by BATES,JACOB(in the paint)",,,,,,,"MISS LAYUP by BATES,JACOB(in the paint)",1
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",1
08:20,,24 (+5),,19,"GOOD JUMPER by GALVIN,OWEN(in the paint)",Rhodes 24-19 (+5),,"GOOD JUMPER by GALVIN,OWEN(in the paint)",1
07:51,"GOOD JUMPER by BATES,JACOB",26 (+7),,19,,Centre 26-19 (+7),,"GOOD JUMPER by BATES,JACOB",1
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",1
07:34,,,,,"FOUL  by GRUBBS,COBY",,,"FOUL  by GRUBBS,COBY",1
07:34,,,,,"TURNOVER  by GRUBBS,COBY",,,"TURNOVER  by GRUBBS,COBY",1
07:34,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:34,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
07:34,,,,,"SUB IN by PIPPENGER,WILEY",,,"SUB IN by PIPPENGER,WILEY",1
07:34,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",1
07:34,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",1
07:34,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",1
07:34,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",1
07:07,"GOOD 3PTR by RAKES,BAILEY",29 (+10),,19,,Centre 29-19 (+10),,"GOOD 3PTR by RAKES,BAILEY",1
06:55,,,,,"MISS 3PTR by GRUBBS,COBY",,,"MISS 3PTR by GRUBBS,COBY",1
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",1
06:45,,,,,"SUB OUT by DE FERIA,NICK",,,"SUB OUT by DE FERIA,NICK",1
06:45,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
06:33,"MISS 3PTR by BATES,JACOB",,,,,,,"MISS 3PTR by BATES,JACOB",1
--,,,,,"REBOUND DEF by PIPPENGER,WILEY",,,"REBOUND DEF by PIPPENGER,WILEY",1
06:29,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",1
06:29,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",1
06:29,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",1
06:18,,29 (+7),,22,"GOOD 3PTR by NESTLEHUTT,JAKE",Rhodes 29-22 (+7),,"GOOD 3PTR by NESTLEHUTT,JAKE",1
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",1
05:48,"MISS JUMPER by BATES,JACOB",,,,,,,"MISS JUMPER by BATES,JACOB",1
--,,,,,"REBOUND DEF by NESTLEHUTT,JAKE",,,"REBOUND DEF by NESTLEHUTT,JAKE",1
05:24,"FOUL  by RAKES,BAILEY",,,,,,,"FOUL  by RAKES,BAILEY",1
05:24,,,,,"MISS FT by JAMES,MAC",,,"MISS FT by JAMES,MAC",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:24,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",1
05:24,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",1
05:24,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",1
05:24,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",1
05:24,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",1
05:24,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",1
05:24,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
05:24,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",1
05:24,,29 (+6),,23,"GOOD FT by JAMES,MAC",Rhodes 29-23 (+6),,"GOOD FT by JAMES,MAC",1
05:13,"GOOD 3PTR by WALKER,ART",32 (+9),,23,,Centre 32-23 (+9),,"GOOD 3PTR by WALKER,ART",1
05:13,,,,,"FOUL  by GRUBBS,COBY",,,"FOUL  by GRUBBS,COBY",1
05:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
05:13,,,,,"SUB OUT by GRUBBS,COBY",,,"SUB OUT by GRUBBS,COBY",1
05:13,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
05:13,"GOOD FT by WALKER,ART",33 (+10),,23,,Centre 33-23 (+10),,"GOOD FT by WALKER,ART",1
05:02,,33 (+8),,25,"GOOD JUMPER by PIPPENGER,WILEY(in the paint)",Rhodes 33-25 (+8),,"GOOD JUMPER by PIPPENGER,WILEY(in the paint)",1
04:45,"MISS LAYUP by CRUMP,DAWSON(in the paint)",,,,,,,"MISS LAYUP by CRUMP,DAWSON(in the paint)",1
--,"REBOUND OFF by CRUMP,DAWSON",,,,,,,"REBOUND OFF by CRUMP,DAWSON",1
04:45,,,,,"SUB OUT by PIPPENGER,WILEY",,,"SUB OUT by PIPPENGER,WILEY",1
04:45,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
04:41,"GOOD JUMPER by CRUMP,DAWSON(in the paint)",35 (+10),,25,,Centre 35-25 (+10),,"GOOD JUMPER by CRUMP,DAWSON(in the paint)",1
04:20,,35 (+8),,27,"GOOD JUMPER by WILEY,KOKI(in the paint)",Rhodes 35-27 (+8),,"GOOD JUMPER by WILEY,KOKI(in the paint)",1
03:52,"MISS JUMPER by WILSON,DREW(in the paint)",,,,,,,"MISS JUMPER by WILSON,DREW(in the paint)",1
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",1
03:24,,,,,"MISS 3PTR by JAMES,MAC",,,"MISS 3PTR by JAMES,MAC",1
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",1
03:15,"MISS JUMPER by PURVIS,KC(in the paint)",,,,,,,"MISS JUMPER by PURVIS,KC(in the paint)",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
03:07,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",1
03:07,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:07,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",1
03:07,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",1
03:07,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",1
03:07,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",1
03:07,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",1
03:07,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",1
02:56,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",1
02:56,"GOOD FT by WALKER,ART",36 (+9),,27,,Centre 36-27 (+9),,"GOOD FT by WALKER,ART",1
02:56,"GOOD FT by WALKER,ART",37 (+10),,27,,Centre 37-27 (+10),,"GOOD FT by WALKER,ART",1
02:56,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",1
02:56,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",1
02:29,,37 (+8),,29,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",Rhodes 37-29 (+8),,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",1
02:15,"GOOD 3PTR by CRUMP,DAWSON",40 (+11),,29,,Centre 40-29 (+11),,"GOOD 3PTR by CRUMP,DAWSON",1
01:55,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",1
01:55,,,,,"MISS FT by GALVIN,OWEN",,,"MISS FT by GALVIN,OWEN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:55,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",1
01:55,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",1
01:55,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
01:55,,,,,"SUB OUT by DE FERIA,NICK",,,"SUB OUT by DE FERIA,NICK",1
01:55,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",1
01:55,,,,,"MISS FT by GALVIN,OWEN",,,"MISS FT by GALVIN,OWEN",1
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",1
01:42,"GOOD JUMPER by CRUMP,DAWSON(in the paint)",42 (+13),,29,,Centre 42-29 (+13),,"GOOD JUMPER by CRUMP,DAWSON(in the paint)",1
01:27,,42 (+11),,31,"GOOD JUMPER by WILEY,KOKI",Rhodes 42-31 (+11),,"GOOD JUMPER by WILEY,KOKI",1
01:12,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",1
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",1
01:01,,42 (+9),,33,"GOOD LAYUP by GALVIN,OWEN(in the paint)",Rhodes 42-33 (+9),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",1
00:40,"GOOD JUMPER by WALKER,ART(in the paint)",44 (+11),,33,,Centre 44-33 (+11),,"GOOD JUMPER by WALKER,ART(in the paint)",1
00:17,,44 (+8),,36,"GOOD 3PTR by WILEY,KOKI",Rhodes 44-36 (+8),,"GOOD 3PTR by WILEY,KOKI",1
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",1
00:05,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",1
--,"REBOUND OFF by BATES,JACOB",,,,,,,"REBOUND OFF by BATES,JACOB",1
00:01,"GOOD LAYUP by BATES,JACOB(in the paint)",46 (+10),,36,,Centre 46-36 (+10),,"GOOD LAYUP by BATES,JACOB(in the paint)",1
20:00,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
20:00,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
20:00,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
20:00,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
20:00,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",2
20:00,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
19:43,,46 (+8),,38,"GOOD LAYUP by ESSICK,JALEN(in the paint)",Rhodes 46-38 (+8),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
19:28,"MISS LAYUP by BATES,JACOB(in the paint)",,,,,,,"MISS LAYUP by BATES,JACOB(in the paint)",2
19:28,,,,,"BLOCK  by WILEY,KOKI",,,"BLOCK  by WILEY,KOKI",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
19:03,,46 (+6),,40,"GOOD JUMPER by WEATHERFORD,MITCH",Rhodes 46-40 (+6),,"GOOD JUMPER by WEATHERFORD,MITCH",2
18:46,"GOOD JUMPER by BATES,JACOB",48 (+8),,40,,Centre 48-40 (+8),,"GOOD JUMPER by BATES,JACOB",2
18:18,,,,,"TURNOVER  by ESSICK,JALEN",,,"TURNOVER  by ESSICK,JALEN",2
18:18,"STEAL  by BATES,JACOB",,,,,,,"STEAL  by BATES,JACOB",2
17:57,"MISS 3PTR by BATES,JACOB",,,,,,,"MISS 3PTR by BATES,JACOB",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
17:46,,48 (+6),,42,"GOOD DUNK by ESSICK,JALEN(in the paint)",Rhodes 48-42 (+6),,"GOOD DUNK by ESSICK,JALEN(in the paint)",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
17:46,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
17:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
17:43,,,,,"SUB OUT by DE FERIA,NICK",,,"SUB OUT by DE FERIA,NICK",2
17:43,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
17:36,"MISS LAYUP by BATES,JACOB(in the paint)",,,,,,,"MISS LAYUP by BATES,JACOB(in the paint)",2
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",2
17:18,,48 (+4),,44,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",Rhodes 48-44 (+4),,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",2
16:55,"MISS JUMPER by RAKES,BAILEY(in the paint)",,,,,,,"MISS JUMPER by RAKES,BAILEY(in the paint)",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
16:48,,,,,"MISS JUMPER by WEATHERFORD,MITCH(in the paint)",,,"MISS JUMPER by WEATHERFORD,MITCH(in the paint)",2
16:48,"BLOCK  by RAKES,BAILEY",,,,,,,"BLOCK  by RAKES,BAILEY",2
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",2
16:48,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
16:48,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
16:48,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
16:48,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
16:48,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
16:48,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",2
16:48,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",2
16:38,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",50 (+6),,44,,Centre 50-44 (+6),,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",2
--,"ASSIST  by WALKER,ART",,,,,,,"ASSIST  by WALKER,ART",2
